040128,  SR,00155,     ,VA 155,Courthouse Rd,018,Charles City County,018,Charles City County,3.67,SR 5 John Tyler Memorial Hwy,18-612 Ruthville Rd,1600,G,96%,1%,1%,1%,1%,0%,F,0.0964,F,0.6317,1600,G,2012,,,,,,,,,,,,,,,
040342,  SR,00155,     ,VA 155,Courthouse Rd,018,Charles City County,018,Charles City County,1.61,18-612 Ruthville Rd,18-614 Sturgeon Point Rd,1600,G,96%,1%,1%,1%,1%,0%,C,0.0992,F,0.5657,1700,G,2012,,,,,,,,,,,,,,,
040344,  SR,00155,     ,VA 155,Courthouse Rd,018,Charles City County,018,Charles City County,1.14,18-614 Sturgeon Point Rd,New Kent County Line,3100,G,96%,1%,1%,1%,1%,0%,F,0.0858,F,0.5753,3200,G,2012,,,,,,,,,,,,,,,
040343,  SR,00156,     ,"VA 156, VA 106", ,018,Charles City County,018,Charles City County,1.31,Prince George County Line,E SR 5,3900,G,88%,1%,1%,1%,9%,0%,F,0.0853,F,0.5537,4000,G,2012,,,,,,,,,,,,,,,
140183,  SR,00156,     ,"VA 5, VA 156",John Tyler Memorial Hwy,018,Charles City County,018,Charles City County,4.34,E SR 5,Henrico County Line,1300,G,87%,0%,1%,7%,5%,0%,F,0.0950,F,0.6677,1400,G,2012,,,,,,,,,,,,,,,
710881,  18,00600,     ,18-600,Charles City Rd,018,Charles City County,018,Charles City County,0.40,Henrico County Line,18-603 Old Union Rd,1800,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710882,  18,00600,     ,18-600,Charles City Rd,018,Charles City County,018,Charles City County,2.28,18-603 Old Union Rd,18-622 CC Rd,540,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710883,  18,00600,     ,18-600,Charles City Rd,018,Charles City County,018,Charles City County,0.96,18-622 CC Rd,SR 106 Roxbury Rd,540,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710884,  18,00601,     ,18-601,Liberty Church Rd,018,Charles City County,018,Charles City County,0.40,Dead End,18-615 Glebe Lane,60,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
406383,  18,00602,     ,18-602,S Lott Cary Rd,018,Charles City County,018,Charles City County,1.03,SR 155 Courthouse Rd,1.03 MW SR 155,1300,G,96%,1%,1%,1%,1%,0%,F,0.1088,F,0.7476,1300,G,2012,,,,,,,,,,,,,,,
406384,  18,00602,     ,18-602,S Lott Cary Rd,018,Charles City County,018,Charles City County,1.65,1.03 MW SR 155,18-618 Adkins Rd,1300,G,96%,1%,1%,1%,1%,0%,F,0.1067,F,0.7367,1400,G,2012,,,,,,,,,,,,,,,
406385,  18,00602,     ,18-602,Lott Cary Rd,018,Charles City County,018,Charles City County,2.18,18-618 Adkins Rd,18-630 Samaria Lane,1400,G,96%,1%,1%,1%,1%,0%,F,0.1001,F,0.5631,1400,G,2012,,,,,,,,,,,,,,,
406386,  18,00602,     ,18-602,Lott Cary Rd,018,Charles City County,018,Charles City County,0.83,18-630 Samaria Lane,18-609 Barnetts Rd,1700,G,96%,1%,1%,1%,1%,0%,C,0.0980,F,0.5638,1700,G,2012,,,,,,,,,,,,,,,
710885,  18,00603,     ,18-603,Old Union Rd,018,Charles City County,018,Charles City County,1.96,18-609 Barnetts Rd,SR 106 Roxbury Rd,530,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710886,  18,00603,     ,18-603,Old Union Rd,018,Charles City County,018,Charles City County,2.14,SR 106 Roxbury Rd,18-600 Charles City Rd,1100,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710887,  18,00604,     ,18-604,Warriner Rd,018,Charles City County,018,Charles City County,2.60,SR 106 Roxbury Rd,Henrico County Line,310,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
710888,  18,00606,     ,18-606,Carters Mill Rd,018,Charles City County,018,Charles City County,0.30,SR 5 John Tyler Mem Hwy,Henrico County Line,30,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
406387,  18,00607,     ,18-607,Wayside Rd,018,Charles City County,018,Charles City County,0.87,SR 5 John Tyler Mem Hwy,SR 106 Roxbury Rd,980,G,97%,1%,1%,1%,1%,0%,F,0.1007,F,0.8612,1000,G,2012,,,,,,,,,,,,,,,
406388,  18,00607,     ,18-607,Wayside Rd,018,Charles City County,018,Charles City County,0.27,SR 106 Roxbury Rd,18-658 Kimages Rd,1200,G,97%,1%,1%,1%,1%,0%,F,0.0914,F,0.5719,1300,G,2012,,,,,,,,,,,,,,,
406389,  18,00607,     ,18-607,Wayside Rd,018,Charles City County,018,Charles City County,0.57,18-658 Kimages Rd,18-639 The New Rd,930,G,97%,1%,1%,1%,1%,0%,C,0.0928,F,0.5294,950,G,2012,,,,,,,,,,,,,,,
406390,  18,00607,     ,18-607,Wayside Rd,018,Charles City County,018,Charles City County,1.07,18-639 The New Rd,18-642 Stagg Run Rd,670,G,97%,1%,1%,1%,1%,0%,F,0.1021,F,0.5526,680,G,2012,,,,,,,,,,,,,,,
406391,  18,00607,     ,18-607,Wayside Rd,018,Charles City County,018,Charles City County,1.18,18-642 Stagg Run Rd,"18-609 N, Barnetts Rd",630,G,97%,1%,1%,1%,1%,0%,F,0.1254,F,0.6170,650,G,2012,,,,,,,,,,,,,,,
406392,  18,00607,     ,18-607,Church Lane,018,Charles City County,018,Charles City County,2.34,"18-609 S, Barnetts Rd",18-648 New Quarter Run,490,G,97%,1%,1%,1%,1%,0%,F,0.1006,F,0.5135,500,G,2012,,,,,,,,,,,,,,,
406393,  18,00607,     ,18-607,Church Lane,018,Charles City County,018,Charles City County,0.85,18-648 New Quarter Run,18-618 Adkins Rd,600,G,97%,1%,1%,1%,1%,0%,F,0.1109,F,0.6051,610,G,2012,,,,,,,,,,,,,,,
710889,  18,00608,     ,18-608,Shirley Plantation,018,Charles City County,018,Charles City County,1.59,Dead End,SR 5 John Tyler Mem Hwy,220,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
406394,  18,00609,     ,18-609,Barnetts Rd,018,Charles City County,018,Charles City County,0.46,SR 5 John Tyler Mem Hwy,18-637 Wyatts Lane,520,G,97%,1%,1%,1%,1%,0%,F,0.0995,F,0.7168,530,G,2012,,,,,,,,,,,,,,,
406395,  18,00609,     ,18-609,Barnetts Rd,018,Charles City County,018,Charles City County,1.06,18-637 Wyatts Lane,18-625 West Run Rd,510,G,97%,1%,1%,1%,1%,0%,F,0.1131,F,0.5308,520,G,2012,,,,,,,,,,,,,,,
406396,  18,00609,     ,18-609,Barnetts Rd,018,Charles City County,018,Charles City County,0.70,18-625 West Run Rd,"18-607 S, Church Lane",550,G,97%,1%,1%,1%,1%,0%,F,0.1157,F,0.5068,570,G,2012,,,,,,,,,,,,,,,
406397,  18,00609,     ,18-609,Barnetts Rd,018,Charles City County,018,Charles City County,0.69,"18-607 S, Church Lane","18-607 N, Wayside Rd",550,G,97%,1%,1%,1%,1%,0%,F,0.1107,F,0.5634,570,G,2012,,,,,,,,,,,,,,,
710890,  18,00609,     ,18-609,Barnetts Rd,018,Charles City County,018,Charles City County,3.51,"18-607 N, Wayside Rd",18-602 Lott Cary Rd,700,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
406398,  18,00609,     ,18-609,Barnetts Rd,018,Charles City County,018,Charles City County,1.14,18-602 Lott Cary Rd,18-603 Old Union Rd,1800,G,97%,1%,1%,1%,1%,0%,C,0.1009,F,0.7005,1800,G,2012,,,,,,,,,,,,,,,
406399,  18,00609,     ,18-609,Barnetts Rd,018,Charles City County,018,Charles City County,0.89,18-603 Old Union Rd,18-631 Cool Hill Rd,1400,G,97%,1%,1%,1%,1%,0%,F,0.1135,F,0.7478,1400,G,2012,,,,,,,,,,,,,,,
406401,  18,00609,     ,18-609,Barnetts Rd,018,Charles City County,018,Charles City County,1.75,18-631 Cool Hill Rd,SR 106 Roxbury Rd,1800,G,97%,1%,1%,1%,1%,0%,F,0.1069,F,0.6963,1900,G,2012,,,,,,,,,,,,,,,
710891,  18,00610,     ,18-610,Green Oak Rd,018,Charles City County,018,Charles City County,1.82,Dead End,SR 155 Courthouse Rd,350,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710892,  18,00611,     ,18-611,Kizze Rd,018,Charles City County,018,Charles City County,0.25,18-630 Samaria Lane,Dead End,80,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710893,  18,00612,     ,18-612,Ruthville Rd,018,Charles City County,018,Charles City County,0.80,Dead End,18-615 Glebe Lane,160,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710894,  18,00612,     ,18-612,Ruthville Rd,018,Charles City County,018,Charles City County,0.97,18-615 Glebe Lane,18-646 Oakwood Rd,610,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710895,  18,00612,     ,18-612,Ruthville Rd,018,Charles City County,018,Charles City County,1.00,18-646 Oakwood Rd,SR 155 Courthouse Rd,700,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710896,  18,00613,     ,18-613,Shady Point Rd,018,Charles City County,018,Charles City County,1.30,Dead End,1.30 MN Dead End,200,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710897,  18,00613,     ,18-613,Shady Point Rd,018,Charles City County,018,Charles City County,2.11,1.30 MN Dead End,18-623 Wilcox Neck Rd,310,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710898,  18,00613,     ,18-613,Shady Point Rd,018,Charles City County,018,Charles City County,3.50,18-623 Wilcox Neck Rd,SR 5 John Tyler Mem Hwy,320,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710899,  18,00614,     ,18-614,Sturgeon Point Rd,018,Charles City County,018,Charles City County,1.33,Dead End,SR 5 John Tyler Mem Hwy,90,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710900,  18,00614,     ,18-614,Sturgeon Point Rd,018,Charles City County,018,Charles City County,3.60,SR 5 John Tyler Mem Hwy,18-615 Glebe Lane,290,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
406402,  18,00614,     ,18-614,Sturgeon Point Rd,018,Charles City County,018,Charles City County,3.93,18-615 Glebe Lane,SR 155 Courthouse Rd,880,G,95%,1%,0%,1%,3%,0%,C,0.0923,F,0.6848,900,G,2012,,,,,,,,,,,,,,,
710901,  18,00614,     ,18-614,Sturgeon Point Rd,018,Charles City County,018,Charles City County,0.18,SR 155 Courthouse Rd,Dead End,70,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710902,  18,00615,     ,18-615,Glebe Lane,018,Charles City County,018,Charles City County,2.20,SR 5 John Tyler Mem Hwy,18-612 Ruthville Rd,750,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710903,  18,00615,     ,18-615,Glebe Lane,018,Charles City County,018,Charles City County,0.90,18-612 Ruthville Rd,18-626 Old Elam Cemetery,680,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710904,  18,00615,     ,18-615,Glebe Lane,018,Charles City County,018,Charles City County,1.50,18-626 Old Elam Cemetery,18-614 Sturgeon Point Rd,460,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710905,  18,00615,     ,18-615,Glebe Lane,018,Charles City County,018,Charles City County,5.37,18-614 Sturgeon Point Rd,18-623 Wilcox Neck Rd,760,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710906,  18,00616,     ,18-616,Adams Bridge Rd,018,Charles City County,018,Charles City County,0.30,SR 5 John Tyler Mem Hwy,Dead End,10,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710907,  18,00617,     ,18-617,Monguy Rd,018,Charles City County,018,Charles City County,2.10,SR 106 Roxbury Rd,Dead End,210,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
710908,  18,00618,     ,18-618,Wilcox Wharf Rd,018,Charles City County,018,Charles City County,1.18,Dead End,"SR 5 E, John Tyler Mem Hwy",190,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710909,  18,00618,     ,18-618,Adkins Rd,018,Charles City County,018,Charles City County,3.40,"SR 5 W, John Tyler Mem Hwy",18-607 Church Lane,220,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
406403,  18,00618,     ,18-618,Adkins Rd,018,Charles City County,018,Charles City County,0.49,18-607 Church Lane,18-620 Lewis Tyler Lane,1100,G,98%,1%,0%,0%,1%,0%,F,0.1091,F,0.5685,1100,G,2012,,,,,,,,,,,,,,,
406404,  18,00618,     ,18-618,Adkins Rd,018,Charles City County,018,Charles City County,1.41,18-620 Lewis Tyler Lane,18-654 Deerfield Rd,1500,G,98%,1%,0%,0%,1%,0%,C,0.1167,F,0.5914,1500,G,2012,,,,,,,,,,,,,,,
406405,  18,00618,     ,18-618,Adkins Rd,018,Charles City County,018,Charles City County,0.74,18-654 Deerfield Rd,18-631 Cool Hill Rd,990,G,98%,1%,0%,0%,1%,0%,F,0.1051,F,0.6091,1000,G,2012,,,,,,,,,,,,,,,
406406,  18,00618,     ,18-618,Adkins Rd,018,Charles City County,018,Charles City County,0.95,18-631 Cool Hill Rd,18-629 Alpine Rd,1100,G,98%,1%,0%,0%,1%,0%,F,0.0899,F,0.7143,1100,G,2012,,,,,,,,,,,,,,,
406407,  18,00618,     ,18-618,Adkins Rd,018,Charles City County,018,Charles City County,2.00,18-629 Alpine Rd,New Kent County Line,1100,G,98%,1%,0%,0%,1%,0%,F,0.0973,F,0.5785,1200,G,2012,,,,,,,,,,,,,,,
710910,  18,00619,     ,18-619,Weyanoke Rd,018,Charles City County,018,Charles City County,2.56,Dead End,18-638 Mapisco Rd,180,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710911,  18,00619,     ,18-619,Weyanoke Rd,018,Charles City County,018,Charles City County,0.91,18-638 Mapisco Rd,SR 5 John Tyler Mem Hwy,620,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710912,  18,00620,     ,18-620,Lewis Tyler Lane,018,Charles City County,018,Charles City County,2.51,18-609 Barnetts Rd,18-618 Adkins Rd,450,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710913,  18,00621,     ,18-621,Eagles Nest Rd,018,Charles City County,018,Charles City County,0.50,Dead End,0.50 MW Dead End,50,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710914,  18,00621,     ,18-621,Eagles Nest Rd,018,Charles City County,018,Charles City County,2.00,0.50 MW Dead End,18-623 Wilcox Neck Rd,70,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710915,  18,00622,     ,18-622,CC Rd,018,Charles City County,018,Charles City County,0.98,SR 106 Roxbury Rd,18-600 Charles City Rd,110,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710916,  18,00623,     ,18-623,Wilcox Neck Rd,018,Charles City County,018,Charles City County,2.67,18-613 Shady Point Rd,SR 5 John Tyler Mem Hwy,290,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710917,  18,00623,     ,18-623,Wilcox Neck Rd,018,Charles City County,018,Charles City County,4.17,SR 5 John Tyler Mem Hwy,18-621 Eagles Nest Rd,750,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710918,  18,00623,     ,18-623,Wilcox Neck Rd,018,Charles City County,018,Charles City County,1.19,18-621 Eagles Nest Rd,18-615 Glebe Lane,490,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710919,  18,00623,     ,18-623,Wilcox Neck Rd,018,Charles City County,018,Charles City County,1.00,18-615 Glebe Lane,1.00 MN 18-615,120,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710920,  18,00623,     ,18-623,Wilcox Neck Rd,018,Charles City County,018,Charles City County,1.00,1.00 MN 18-615,Dead End,20,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710921,  18,00624,     ,18-624,Horseshoe Rd,018,Charles City County,018,Charles City County,3.10,"18-615 W, Glebe Lane","18-615 E, Glebe Lane",80,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710922,  18,00625,     ,18-625,West Run Rd,018,Charles City County,018,Charles City County,2.35,18-658 Kimages Rd,18-609 Barnetts Rd,240,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
710923,  18,00626,     ,18-626,Old Elam Cemetery,018,Charles City County,018,Charles City County,0.50,Dead End,0.50 MN Dead End,48,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710924,  18,00626,     ,18-626,Old Elam Cemetery,018,Charles City County,018,Charles City County,1.00,0.50 MN Dead End,18-615 Glebe Lane,330,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710925,  18,00627,     ,18-627,Old Neck Rd,018,Charles City County,018,Charles City County,1.80,18-623 Wilcox Neck Rd,Dead End,170,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710926,  18,00628,     ,18-628,Courthouse Green,018,Charles City County,018,Charles City County,0.04,Dead End,18-644 Courthouse Rd,30,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710927,  18,00629,     ,18-629,Alpine Rd,018,Charles City County,018,Charles City County,0.46,0.26 MW 18-618,Dead End,110,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710928,  18,00630,     ,18-630,Samaria Rd,018,Charles City County,018,Charles City County,0.52,18-602 Lott Cary Rd,18-611 Kizze Rd,620,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710929,  18,00630,     ,18-630,Samaria Rd,018,Charles City County,018,Charles City County,1.07,18-611 Kizze Rd,18-631 Cool Hill Rd,440,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710930,  18,00631,     ,18-631,Cool Hill Rd,018,Charles City County,018,Charles City County,0.60,18-618 Adkins Rd,18-630 Samaria Lane,720,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710931,  18,00631,     ,18-631,Cool Hill Rd,018,Charles City County,018,Charles City County,3.20,18-630 Samaria Lane,18-609 Barnetts Rd,390,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710932,  18,00632,     ,18-632,Tylers Mill Rd,018,Charles City County,018,Charles City County,1.00,Dead End,SR 5 John Tyler Mem Hwy,70,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710933,  18,00633,     ,18-633,Sterling Heights Lane,018,Charles City County,018,Charles City County,0.25,Dead End,18-640 Herring Creek Rd,270,R,,,,,,,X,,,,,,06/26/2011,,,,,,,,,,,,,,,
710934,  18,00634,     ,18-634,Sterling Heights Lane,018,Charles City County,018,Charles City County,0.16,Dead End,SR 155 Courthouse Rd,210,R,,,,,,,X,,,,,,06/14/2011,,,,,,,,,,,,,,,
710935,  18,00635,     ,18-635,Holy Tree Lane,018,Charles City County,018,Charles City County,0.50,18-620 Lewis Tyler Lane,Dead End,310,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710936,  18,00636,     ,18-636,Shady Lane,018,Charles City County,018,Charles City County,0.65,SR 5 John Tyler Mem Hwy,Dead End,190,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
710937,  18,00637,     ,18-637,Wyatts Lane,018,Charles City County,018,Charles City County,0.50,18-609 Barnetts Rd,Dead End,90,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
710938,  18,00638,     ,18-638,Mapisco Rd,018,Charles City County,018,Charles City County,0.66,18-619 Weyanoke Rd,Dead End,230,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710939,  18,00639,     ,18-639,The New Rd,018,Charles City County,018,Charles City County,1.00,Dead End,18-607 Wayside Rd,310,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
710940,  18,00640,     ,18-640,Herring Creek Rd,018,Charles City County,018,Charles City County,0.06,"SR 5 W, John Tyler Mem Hwy",18-633 Sterling Heights Lane,190,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
710941,  18,00640,     ,18-640,Herring Creek Rd,018,Charles City County,018,Charles City County,0.10,18-633 Sterling Heights Lane,"SR 5 E, John Tyler Mem Hwy",150,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
710942,  18,00641,     ,18-641,Little Elam Rd,018,Charles City County,018,Charles City County,1.50,Dead End,18-607 Church Lane,440,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
710943,  18,00642,     ,18-642,Stagg Run Rd,018,Charles City County,018,Charles City County,0.73,Dead End,18-607 Wayside Rd,120,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
710944,  18,00643,     ,18-643,The Crossover,018,Charles City County,018,Charles City County,0.02,18-644 Courthouse Rd,SR 5 John Tyler Mem Hwy,160,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710945,  18,00644,     ,18-644,Courthouse Rd,018,Charles City County,018,Charles City County,0.31,"SR 5 W, John Tyler Mem Hwy",18-628 Courthouse Green,790,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710946,  18,00644,     ,18-644,Courthouse Rd,018,Charles City County,018,Charles City County,0.14,18-628 Courthouse Green,"SR 5 E, John Tyler Mem Hwy",330,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
710947,  18,00645,     ,18-645,Chickahominy Bluff Rd,018,Charles City County,018,Charles City County,0.17,Dead End,SR 5 John Tyler Mem Hwy,290,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710948,  18,00646,     ,18-646,Oakwood Rd,018,Charles City County,018,Charles City County,0.20,18-612 Ruthville Rd,Dead End,30,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710949,  18,00647,     ,18-647,Indian Rd,018,Charles City County,018,Charles City County,0.43,18-618 Adkins Rd,Dead End,130,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710950,  18,00648,     ,18-648,New Quarter Run,018,Charles City County,018,Charles City County,0.30,Dead End,18-607 Church Lane,30,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710951,  18,00649,     ,18-649,Woodbourne Rd,018,Charles City County,018,Charles City County,0.51,18-618 Adkins Rd,Dead End,60,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710952,  18,00650,     ,18-650,Cattail Rd,018,Charles City County,018,Charles City County,3.20,SR 106 Roxbury Rd,18-609 Barnetts Rd,370,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710953,  18,00651,     ,18-651,Legion Rd,018,Charles City County,018,Charles City County,0.20,SR 155 Courthouse Rd,Dead End,10,R,,,,,,,X,,,,,,02/04/2008,,,,,,,,,,,,,,,
710954,  18,00652,     ,18-652,Wian Lane,018,Charles City County,018,Charles City County,0.31,Dead End,SR 106 Roxbury Rd,47,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
710955,  18,00653,     ,18-653,Mt Pleasants,018,Charles City County,018,Charles City County,0.12,18-609 Barnetts Rd,18-603 Old Union Rd,420,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
710956,  18,00654,     ,18-654,Deerfield Rd,018,Charles City County,018,Charles City County,0.40,18-618 Adkins Rd,0.40 ME 18-618,60,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
