ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,Prepared,10/1/2011
7,Culpeper District,030,Fauquier County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,97,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0.00%,,
7,Culpeper District,030,Fauquier County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,136,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,0.00%,,
7,Culpeper District,030,Fauquier County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,144,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,0.00%,,
7,Culpeper District,030,Fauquier County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
7,Culpeper District,030,Fauquier County,8,Rural Minor Collector,11,Five Axle or Fewer Multi-Trailers,              ,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,01,Motorcycles,              ,18,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.00%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,02,Passenger Cars,              ,231,565,0.57%,0.10%,,,,3,568,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,133,0.10%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,922,0.00%,0.00%,,,,12,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,0.00%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,04,Busses,              ,32,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.00%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,38,0.00%,0.00%,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.00%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,15,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.00%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,3,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,8,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.00%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,09,Five Axle Single Trailers,              ,12,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.00%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,3,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,030,Fauquier County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,01,Motorcycles,              ,,,,,,,1,281,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,281,0.00%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,263,348,0.38%,0.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,348,0.12%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,69,247,0.10%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,247,0.03%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,04,Busses,              ,,,,,,,1,828,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,828,0.00%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,3,039,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,039,0.00%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,1,618,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,618,0.00%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,530,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,0.00%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,1,394,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,394,0.00%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,14,047,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,047,0.01%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,326,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,0.00%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,727,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,0.00%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,122,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,0.00%,,
7,Culpeper District,030,Fauquier County,14,Urban Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,01,Motorcycles,              ,365,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,0.00%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,02,Passenger Cars,              ,45,516,0.11%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,516,0.02%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,13,589,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,589,0.01%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,04,Busses,              ,136,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,0.00%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,276,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,0.00%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,06,Three Axle Single Unit Trucks,              ,154,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,0.00%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,07,Four or More Axle Single Unit Trucks,              ,50,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.00%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,08,Four Axle or Fewer Single Trailers,              ,64,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0.00%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,09,Five Axle Single Trailers,              ,66,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0.00%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,10,Six or More Axle Single Trailers,              ,8,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.00%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,030,Fauquier County,17,Urban Collector,13,Seven or More Axle Multi-Trailers,              ,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
7,Culpeper District,030,Fauquier County Total:,,,,,,596,512,1.48%,0.26%,,,,1,716,681,2.49%,0.76%,,,,864,548,1.30%,0.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,177,740,1.41%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,1,139,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,139,0.00%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,107,802,0.16%,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,802,0.05%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,36,038,0.05%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,038,0.02%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,864,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,0.00%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,1,634,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,634,0.00%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,1,287,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,287,0.00%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,360,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0.00%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,826,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,0.00%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,6,853,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,853,0.00%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,292,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,0.00%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
7,Culpeper District,032,Fluvanna County,6,Rural Minor Arterial,12,Six Axle Multi-Trailers,              ,,,,,,,5,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
7,Culpeper District,032,Fluvanna County,7,Rural Major Collector,01,Motorcycles,              ,521,0.00%,0.00%,,,,275,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,0.00%,,
7,Culpeper District,032,Fluvanna County,7,Rural Major Collector,02,Passenger Cars,              ,68,175,0.17%,0.03%,,,,46,410,0.07%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,584,0.05%,,
7,Culpeper District,032,Fluvanna County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,16,968,0.04%,0.01%,,,,10,222,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,190,0.01%,,
7,Culpeper District,032,Fluvanna County,7,Rural Major Collector,04,Busses,              ,402,0.00%,0.00%,,,,347,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,0.00%,,
7,Culpeper District,032,Fluvanna County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,566,0.00%,0.00%,,,,315,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,0.00%,,
7,Culpeper District,032,Fluvanna County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,759,0.00%,0.00%,,,,1,448,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,207,0.00%,,
7,Culpeper District,032,Fluvanna County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,55,0.00%,0.00%,,,,5,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.00%,,
7,Culpeper District,032,Fluvanna County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,167,0.00%,0.00%,,,,72,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,0.00%,,
7,Culpeper District,032,Fluvanna County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,236,0.00%,0.00%,,,,318,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,0.00%,,
7,Culpeper District,032,Fluvanna County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,1,0.00%,0.00%,,,,22,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.00%,,
7,Culpeper District,032,Fluvanna County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
7,Culpeper District,032,Fluvanna County,8,Rural Minor Collector,01,Motorcycles,              ,75,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0.00%,,
7,Culpeper District,032,Fluvanna County,8,Rural Minor Collector,02,Passenger Cars,              ,10,458,0.03%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,458,0.00%,,
7,Culpeper District,032,Fluvanna County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,2,617,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,617,0.00%,,
7,Culpeper District,032,Fluvanna County,8,Rural Minor Collector,04,Busses,              ,228,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0.00%,,
7,Culpeper District,032,Fluvanna County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,129,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0.00%,,
7,Culpeper District,032,Fluvanna County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,128,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,0.00%,,
7,Culpeper District,032,Fluvanna County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,19,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.00%,,
7,Culpeper District,032,Fluvanna County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,28,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.00%,,
7,Culpeper District,032,Fluvanna County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,60,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.00%,,
7,Culpeper District,032,Fluvanna County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,02,Passenger Cars,              ,83,717,0.21%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,717,0.04%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,5,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,04,Busses,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,032,Fluvanna County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,032,Fluvanna County Total:,,,,,,185,315,0.46%,0.08%,,,,216,539,0.31%,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,854,0.18%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,1,423,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,423,0.00%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,208,090,0.30%,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,090,0.09%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,51,702,0.08%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,702,0.02%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,1,541,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,541,0.00%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,2,385,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,385,0.00%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,1,786,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,786,0.00%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,239,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,0.00%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,969,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,0.00%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,6,064,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,064,0.00%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,205,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,0.00%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,312,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0.00%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,49,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0.00%,,
7,Culpeper District,039,Greene County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,5,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
7,Culpeper District,039,Greene County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,268,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,0.00%,,
7,Culpeper District,039,Greene County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,24,969,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,969,0.01%,,
7,Culpeper District,039,Greene County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,9,788,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,788,0.00%,,
7,Culpeper District,039,Greene County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,321,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,0.00%,,
7,Culpeper District,039,Greene County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,448,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0.00%,,
7,Culpeper District,039,Greene County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,355,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,0.00%,,
7,Culpeper District,039,Greene County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,142,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,0.00%,,
7,Culpeper District,039,Greene County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,312,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0.00%,,
7,Culpeper District,039,Greene County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,813,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,0.00%,,
7,Culpeper District,039,Greene County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,43,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0.00%,,
7,Culpeper District,039,Greene County,6,Rural Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
7,Culpeper District,039,Greene County,7,Rural Major Collector,01,Motorcycles,              ,360,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0.00%,,
