660449,  US,00017,     ,US 17,Frederick Blvd,124,City of Portsmouth,124,City of Portsmouth,0.16,US 58 Airline Blvd,124-8758 High St,15000,G,99%,0%,1%,0%,0%,0%,F,0.0808,F,0.5856,16000,G,2008,,,,,,,,,,,,,,,
660601,  US,00017,     ,US 17,High St,124,City of Portsmouth,124,City of Portsmouth,0.29,"124-8758, Frederick Blvd",Rodman Ave,23000,G,99%,0%,1%,0%,0%,0%,F,0.0798,F,0.6375,24000,G,2008,,,,,,,,,,,,,,,
660455,  US,00017,     ,US 17,High St,124,City of Portsmouth,124,City of Portsmouth,2.13,Rodman Ave,124-8525 Cedar Lane,28000,G,99%,0%,1%,0%,0%,0%,F,0.0848,F,0.6005,29000,G,2008,,,,,,,,,,,,,,,
660454,  US,00017,     ,US 17,High St,124,City of Portsmouth,124,City of Portsmouth,0.93,124-8525 Cedar Lane,124-8528 Churchland Blvd,23000,G,99%,0%,1%,0%,0%,0%,F,0.0851,F,0.5508,24000,G,2008,,,,,,,,,,,,,,,
660602,  US,00017,     ,US 17,High St,124,City of Portsmouth,124,City of Portsmouth,0.21,124-8528 Churchland Blvd,124-8532 Tyre Neck Rd,18000,G,99%,0%,1%,0%,0%,0%,F,0.0840,F,0.5621,19000,G,2008,,,,,,,,,,,,,,,
660453,  US,00017,     ,US 17,Western Branch Blvd,124,City of Portsmouth,124,City of Portsmouth,0.22,124-8532 Tyre Neck Rd,ECL Chesapeake,21000,G,99%,0%,1%,0%,0%,0%,F,0.0826,F,0.5123,22000,G,2008,,,,,,,,,,,,,,,
660621,  US,00058,     ,"US 58, Alt US 460",Airline Blvd,124,City of Portsmouth,124,City of Portsmouth,0.29,ECL Chesapeake,Greenwood Dr,14000,G,95%,2%,1%,0%,1%,0%,F,0.0845,F,0.5909,15000,G,2008,,,,,,,,,,,,,,,
660620,  US,00058,     ,"US 58, Alt US 460",Airline Blvd,124,City of Portsmouth,124,City of Portsmouth,0.20,Greenwood Dr,Elmhurst Lane,16000,G,95%,2%,1%,0%,1%,0%,F,0.0818,F,0.5013,17000,G,2008,,,,,,,,,,,,,,,
660400,  US,00058,     ,"US 58, Alt US 460",Airline Blvd,124,City of Portsmouth,124,City of Portsmouth,1.30,Elmhurst Lane,SR 239 Victory Blvd,12000,G,95%,2%,1%,0%,1%,0%,F,0.0816,F,0.5236,13000,G,2008,,,,,,,,,,,,,,,
660401,  US,00058,     ,"US 58, Alt US 460",Airline Blvd,124,City of Portsmouth,124,City of Portsmouth,0.28,SR 239 Victory Blvd,SR 337 Portsmouth Blvd,14000,G,95%,2%,1%,0%,1%,0%,F,0.0793,F,0.5365,15000,G,2008,,,,,,,,,,,,,,,
660402,  US,00058,     ,US 58,Airline Blvd,124,City of Portsmouth,124,City of Portsmouth,1.40,SR 337 Portsmouth Blvd,US 17 Frederick Blvd,16000,G,95%,2%,1%,0%,1%,0%,F,0.0790,F,0.5693,17000,G,2008,,,,,,,,,,,,,,,
660403,  US,00058,     ,US 58,Airline Blvd,124,City of Portsmouth,124,City of Portsmouth,0.19,US 17 Frederick Blvd,High St,20000,G,95%,2%,1%,0%,1%,0%,F,0.0806,F,0.6281,22000,G,2008,,,,,,,,,,,,,,,
660459,  US,00058,     ,US 58,London Blvd,124,City of Portsmouth,124,City of Portsmouth,0.72,High St,SR 141; London Blvd,21000,G,95%,2%,1%,0%,1%,0%,F,0.0790,F,0.6443,23000,G,2008,,,,,,,,,,,,,,,
660448,  US,00058,     ,US 58,Martin Luther King Freeway,124,City of Portsmouth,064,Norfolk Maintenance Area,0.77,SR 141; London Blvd,SR 164 Western Frwy,27000,G,95%,2%,1%,0%,1%,0%,F,,,,30000,G,2008,,,,,,,,,,,,,,,
660712,  US,00058,     ,US 58,Martin Luther King Freeway,124,City of Portsmouth,064,Norfolk Maintenance Area,0.16,SR 164 Western Frwy,Elizabeth River Midtown Tunnel,35000,G,,,,,,,X,1.2055,B,0.5064,36000,G,2008,,,,,,,,,,,,,,,
660713,  US,00058,     ,US 58,Elizabeth River Midtown Tunnel,124,City of Portsmouth,064,Norfolk Maintenance Area,1.00,Martin Luther King Freeway,ECL Portsmouth,35000,G,,,,,,,X,1.2055,B,0.5064,36000,G,2008,,,,,,,,,,,,,,,
660440,  SR,00141,     ,VA 141,George Washington Hwy,124,City of Portsmouth,124,City of Portsmouth,0.36,US 17 Frederick Blvd,SR 337 Elm Ave,22000,G,98%,0%,1%,0%,0%,0%,F,0.0954,F,0.6996,23000,G,2008,,,,,,,,,,,,,,,
150174,  SR,00141,     ,VA 141,George Washington Hwy,124,City of Portsmouth,124,City of Portsmouth,0.48,SR 337 Elm Ave,Portsmouth Blvd,19000,G,98%,0%,1%,0%,0%,0%,F,0.0961,F,0.7023,20000,G,2008,,,,,,,,,,,,,,,
660424,  SR,00141,     ,VA 141,Effingham St,124,City of Portsmouth,124,City of Portsmouth,0.76,Portsmouth Blvd,I-264,29000,G,98%,0%,1%,0%,0%,0%,F,0.0906,F,0.6800,31000,G,2008,,,,,,,,,,,,,,,
660610,  SR,00141,     ,VA 141,Effingham St,124,City of Portsmouth,124,City of Portsmouth,0.18,I-264,South St,38000,G,98%,0%,1%,0%,0%,0%,F,0.0716,F,0.6133,39000,G,2008,,,,,,,,,,,,,,,
660425,  SR,00141,     ,VA 141,Effingham St,124,City of Portsmouth,124,City of Portsmouth,0.25,South St,High St,30000,G,98%,1%,0%,0%,1%,0%,F,0.0745,F,0.5927,32000,G,2008,,,,,,,,,,,,,,,
660609,  SR,00141,     ,VA 141,Effingham St,124,City of Portsmouth,124,City of Portsmouth,0.06,High St,London Blvd,26000,G,98%,1%,0%,0%,1%,0%,F,0.0740,F,0.5571,28000,G,2008,,,,,,,,,,,,,,,
660441,  SR,00141,     ,VA 141,London Blvd,124,City of Portsmouth,124,City of Portsmouth,0.33,Effingham St,Elm Ave,25000,G,98%,1%,0%,0%,1%,0%,F,0.0836,F,0.7448,27000,G,2008,,,,,,,,,,,,,,,
660461,  SR,00141,     ,VA 141,London Blvd,124,City of Portsmouth,124,City of Portsmouth,0.83,Elm Ave,M L King Freeway,30000,G,98%,1%,0%,0%,1%,0%,C,0.0903,F,0.7464,32000,G,2008,,,,,,,,,,,,,,,
050617,  SR,00164,     ,VA 164,Western Freeway,124,City of Portsmouth,064,Norfolk Maintenance Area,0.88,ECL Suffolk,Towne Point Rd,43000,A,96%,0%,0%,1%,3%,0%,C,0.1030,A,0.0000,48000,A,2008,,,,,,,,,,,,,,,
150139,  SR,00164,     ,VA 164,Western Freeway,124,City of Portsmouth,064,Norfolk Maintenance Area,1.35,Towne Point Rd,Cedar Lane,49000,G,95%,0%,1%,1%,3%,0%,C,0.0861,F,0.6274,52000,G,2008,,,,,,,,,,,,,,,
150109,  SR,00164,     ,VA 164,Western Freeway,124,City of Portsmouth,064,Norfolk Maintenance Area,1.73,Cedar Lane,West Norfolk Rd,45000,G,95%,1%,1%,1%,3%,0%,C,0.0810,F,0.6556,50000,G,2008,,,,,,,,,,,,,,,
150140,  SR,00164,     ,VA 164,Western Freeway,124,City of Portsmouth,064,Norfolk Maintenance Area,1.81,West Norfolk Rd,"US 58, SR 337 Martin Luther King Fwy",37000,G,96%,0%,0%,1%,3%,0%,F,0.0914,F,0.6410,48000,G,2008,,,,,,,,,,,,,,,
660622,  SR,00239,     ,VA 239,Victory Blvd,124,City of Portsmouth,124,City of Portsmouth,0.22,SR 337 Portsmouth Blvd,US 58 Airline Blvd,7600,G,96%,1%,2%,1%,1%,0%,F,0.0860,F,0.5691,8100,G,2008,,,,,,,,,,,,,,,
660478,  SR,00239,     ,VA 239,Victory Blvd,124,City of Portsmouth,124,City of Portsmouth,0.33,US 58 Airline Blvd,I-264,25000,G,96%,1%,2%,1%,1%,0%,F,0.0767,F,0.5498,27000,G,2008,,,,,,,,,,,,,,,
660479,  SR,00239,     ,VA 239,Victory Blvd,124,City of Portsmouth,124,City of Portsmouth,0.59,I-264,Greenwood Dr,21000,G,96%,1%,2%,1%,1%,0%,C,0.0804,F,0.5126,22000,G,2008,,,,,,,,,,,,,,,
660480,  SR,00239,     ,VA 239,Victory Blvd,124,City of Portsmouth,124,City of Portsmouth,1.08,Greenwood Dr,Deep Creek Blvd,16000,G,96%,1%,2%,1%,1%,0%,F,0.0816,F,0.5495,17000,G,2008,,,,,,,,,,,,,,,
660481,  SR,00239,     ,VA 239,Victory Blvd,124,City of Portsmouth,124,City of Portsmouth,0.44,Deep Creek Blvd,US 17 George Washington Hwy,19000,G,95%,1%,1%,2%,1%,0%,F,0.0841,F,0.6034,20000,G,2008,,,,,,,,,,,,,,,
660482,  SR,00239,     ,VA 239,Victory Blvd,124,City of Portsmouth,124,City of Portsmouth,0.42,US 17 George Washington Hwy,Frailey Pl,12000,G,95%,1%,1%,2%,1%,0%,C,0.1157,F,0.8288,13000,G,2008,,,,,,,,,,,,,,,
660496,  SR,00239,     ,VA 239,Victory Blvd,124,City of Portsmouth,124,City of Portsmouth,0.83,Frailey Pl,Afton Pkwy,6000,G,95%,1%,1%,2%,1%,0%,F,0.1493,F,0.8868,6500,G,2008,,,,,,,,,,,,,,,
660483,  SR,00239,     ,VA 239,Victory Blvd,124,City of Portsmouth,124,City of Portsmouth,0.55,Afton Pkwy,SR 337 Elm Ave,6800,G,95%,1%,1%,2%,1%,0%,F,0.1493,F,0.9045,7300,G,2008,,,,,,,,,,,,,,,
050145,  IS,00264,E    ,I-264 EB, ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.23,WCL Portsmouth,Greenwood Drive,25000,G,95%,0%,1%,1%,3%,0%,F,0.1049,F,1.0000,27000,G,2008,,50000,G,95%,0%,1%,1%,3%,0%,F,,,,54000,G
050133,  IS,00264,E    ,I-264 EB, ,124,City of Portsmouth,064,Norfolk Maintenance Area,1.29,Greenwood Drive,SR 239 Victory Blvd,21000,G,95%,0%,1%,1%,3%,0%,F,0.1114,F,1.0000,22000,G,2008,,46000,G,95%,0%,1%,1%,3%,0%,F,0.0801,F,0.7205,50000,G
150010,  IS,00264,E    ,I-264 EB, ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.94,SR 239 Victory Blvd,SR 337 Portsmouth Blvd,30000,A,95%,0%,1%,1%,3%,0%,C,0.1167,A,1.0000,32000,A,2008,,59000,A,95%,0%,1%,1%,3%,0%,C,0.0889,A,0.0000,63000,A
050131,  IS,00264,E    ,"I-264 EB, Alt US 460", ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.72,SR 337 Portsmouth Blvd,US 17 Frederick Blvd,31000,G,95%,0%,1%,1%,3%,0%,F,,,,33000,G,2008,,63000,G,95%,0%,1%,1%,3%,0%,F,,,,64000,G
050608,  IS,00264,E    ,"I-264 EB, Alt US 460", ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.99,US 17 Frederick Blvd,Deep Creek Blvd,38000,G,95%,0%,1%,1%,3%,0%,F,,,,43000,G,2008,,76000,G,95%,0%,1%,1%,3%,0%,F,,,,78000,G
050611,  IS,00264,E    ,"I-264 EB, Alt US 460", ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.67,Deep Creek Blvd,SR 141 Effingham St,35000,G,95%,0%,1%,1%,3%,0%,F,,,,43000,G,2008,,70000,G,95%,0%,1%,1%,3%,0%,F,,,,77000,G
150322,  IS,00264,E    ,"I-264 EB, Alt US 460",Elizabeth River Downtown Tunnel,124,City of Portsmouth,064,Norfolk Maintenance Area,0.87,SR 141 Effingham St,WCL Norfolk,44000,A,95%,0%,1%,1%,3%,0%,F,0.0793,A,1.0000,47000,A,2008,,92000,A,95%,0%,1%,1%,3%,0%,F,0.0753,A,0.0000,99000,A
150312,  IS,00264,W    ,I-264 WB, ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.61,WCL Portsmouth,Greenwood Drive,25000,G,96%,0%,0%,1%,2%,0%,F,0.1053,F,1.0000,27000,G,2008,,50000,G,95%,0%,1%,1%,3%,0%,F,,,,54000,G
150078,  IS,00264,W    ,I-264 WB, ,124,City of Portsmouth,064,Norfolk Maintenance Area,1.34,Greenwood Drive,SR 239 Victory Blvd,26000,G,96%,0%,0%,1%,2%,0%,F,0.1054,F,1.0000,27000,G,2008,,46000,G,95%,0%,1%,1%,3%,0%,F,0.0801,F,0.7205,50000,G
150079,  IS,00264,W    ,I-264 WB, ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.75,SR 239 Victory Blvd,SR 337 Portsmouth Blvd,29000,A,96%,0%,0%,1%,2%,0%,C,0.1156,A,1.0000,31000,A,2008,,59000,A,95%,0%,1%,1%,3%,0%,C,0.0889,A,0.0000,63000,A
150080,  IS,00264,W    ,"I-264 WB, Alt US 460", ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.84,SR 337 Portsmouth Blvd,US 17 Frederick Blvd,32000,G,96%,0%,0%,1%,2%,0%,F,0.1007,F,1.0000,31000,G,2008,,63000,G,95%,0%,1%,1%,3%,0%,F,,,,64000,G
150081,  IS,00264,W    ,"I-264 WB, Alt US 460", ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.55,US 17 Frederick Blvd,Deep Creek Blvd,38000,G,96%,0%,0%,1%,2%,0%,F,0.0991,F,1.0000,35000,G,2008,,76000,G,95%,0%,1%,1%,3%,0%,F,,,,78000,G
150082,  IS,00264,W    ,"I-264 WB, Alt US 460", ,124,City of Portsmouth,064,Norfolk Maintenance Area,1.17,Deep Creek Blvd,SR 141 Effingham St,35000,G,96%,0%,0%,1%,2%,0%,F,0.0997,F,1.0000,34000,G,2008,,70000,G,95%,0%,1%,1%,3%,0%,F,,,,77000,G
150083,  IS,00264,W    ,"I-264 WB, Alt US 460",Elizabeth River Downtown Tunnel,124,City of Portsmouth,064,Norfolk Maintenance Area,0.45,SR 141 Effingham St,WCL Norfolk,48000,A,96%,0%,0%,1%,2%,0%,F,0.0747,A,1.0000,51000,A,2008,,92000,A,95%,0%,1%,1%,3%,0%,F,0.0753,A,0.0000,99000,A
660464,  SR,00337,     ,VA 337,Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.34,ECL Chesapeake,Hodges Ferry Rd,32000,G,98%,1%,1%,0%,0%,0%,F,0.0875,F,0.5668,35000,G,2008,,,,,,,,,,,,,,,
660617,  SR,00337,     ,VA 337,Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.60,Hodges Ferry Rd,Elmhurst Lane,27000,G,98%,1%,1%,0%,0%,0%,F,0.0906,F,0.5779,29000,G,2008,,,,,,,,,,,,,,,
660465,  SR,00337,     ,VA 337,Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,1.17,Elmhurst Lane,SR 239 Victory Blvd,24000,G,98%,1%,1%,0%,0%,0%,C,0.0877,F,0.6091,26000,G,2008,,,,,,,,,,,,,,,
660616,  SR,00337,     ,VA 337,Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.23,SR 239 Victory Blvd,"US 58, ALT US 460 Airline Blvd",18000,G,98%,1%,1%,0%,0%,0%,F,0.0867,F,0.6229,19000,G,2008,,,,,,,,,,,,,,,
660615,  SR,00337,     ,"VA 337, Alt US 460",Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.10,"US 58, ALT US 460 Airline Blvd",ALT SR 337 Turnpike Rd,17000,G,98%,1%,1%,0%,0%,0%,F,0.0782,F,0.5089,18000,G,2008,,,,,,,,,,,,,,,
660466,  SR,00337,     ,"VA 337, Alt US 460",Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.15,ALT SR 337 Turnpike Rd,I-264 Ramp,15000,G,98%,1%,1%,0%,0%,0%,F,0.0819,F,0.6538,16000,G,2008,,,,,,,,,,,,,,,
660614,  SR,00337,     ,"VA 337, Alt US 460",Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.22,I-264 Ramp,End ALT US 460 Overlap,15000,N,98%,1%,1%,0%,0%,0%,N,0.0819,N,0.6538,16000,N,2008,,,,,,,,,,,,,,,
660633,  SR,00337,     ,VA 337,Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.08,End ALT US 460 Overlap,I-264 Ramp,15000,N,98%,1%,1%,0%,0%,0%,N,0.0819,N,0.6538,16000,N,2008,,,,,,,,,,,,,,,
660467,  SR,00337,     ,VA 337,Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.98,I-264 Ramp,Deep Creek Blvd,12000,G,96%,1%,1%,0%,1%,0%,F,0.0896,F,0.5740,13000,G,2008,,,,,,,,,,,,,,,
660613,  SR,00337,     ,VA 337,Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.17,Deep Creek Blvd,ALT US 17 Frederick Blvd,7400,G,96%,1%,1%,0%,1%,0%,F,0.0933,F,0.6164,7900,G,2008,,,,,,,,,,,,,,,
660468,  SR,00337,     ,VA 337,Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.79,ALT US 17 Frederick Blvd,US 17 Elm Ave,10000,G,96%,1%,1%,0%,1%,0%,C,0.1164,F,0.7737,11000,G,2008,,,,,,,,,,,,,,,
660428,  SR,00337,     ,VA 337,Elm Ave,124,City of Portsmouth,124,City of Portsmouth,0.32,US 17 Portsmouth Blvd,US 17 George Washington Hwy; SR 141,7500,G,96%,1%,1%,0%,1%,0%,F,0.1030,F,0.5835,8000,G,2008,,,,,,,,,,,,,,,
660427,  SR,00337,     ,VA 337,Elm Ave,124,City of Portsmouth,124,City of Portsmouth,0.72,US 17 George Washington Hwy;  SR 141,SR 239 Victory Blvd,9300,G,96%,1%,1%,0%,1%,0%,F,0.1050,F,0.7104,10000,G,2008,,,,,,,,,,,,,,,
660611,  SR,00337,     ,VA 337,Elm Ave,124,City of Portsmouth,124,City of Portsmouth,0.23,SR 239 Victory Blvd,Burtons Point Rd,10000,G,96%,1%,1%,0%,1%,0%,F,0.1064,F,0.6237,11000,G,2008,,,,,,,,,,,,,,,
660612,  SR,00337,     ,VA 337,Elm Ave,124,City of Portsmouth,124,City of Portsmouth,0.32,Burtons Point Rd,WCL Chesapeake,7300,G,96%,1%,1%,0%,1%,0%,F,0.1229,F,0.5847,7800,G,2008,,,,,,,,,,,,,,,
660474,A1SR,00337,     ,Alt VA 337,Turnpike Rd,124,City of Portsmouth,124,City of Portsmouth,1.05,SR 337 Portsmouth Blvd,US 17 Frederick Blvd,5800,G,83%,2%,2%,3%,11%,0%,F,0.0880,F,0.5591,6200,G,2008,,,,,,,,,,,,,,,
660618,A1SR,00337,     ,Alt VA 337,Turnpike Rd,124,City of Portsmouth,124,City of Portsmouth,0.30,US 17 Frederick Blvd,Howard St,12000,G,83%,2%,2%,3%,11%,0%,F,0.0758,F,0.6186,13000,G,2008,,,,,,,,,,,,,,,
660475,A1SR,00337,     ,Alt VA 337,Turnpike Rd,124,City of Portsmouth,124,City of Portsmouth,0.54,Howard St,Harbor Dr,9500,G,83%,2%,2%,3%,11%,0%,C,0.0785,F,0.5484,10000,G,2008,,,,,,,,,,,,,,,
660447,A1SR,00337,     ,Alt VA 337,Harbor Dr,124,City of Portsmouth,124,City of Portsmouth,0.05,Cassell Ave,County St,4400,G,83%,2%,2%,3%,11%,0%,F,0.1009,F,0.5387,4700,G,2008,,,,,,,,,,,,,,,
150242,A1SR,00337,     ,Alt VA 337,Harbor Dr,124,City of Portsmouth,124,City of Portsmouth,0.11,County St,High St,6100,G,83%,2%,2%,3%,11%,0%,F,0.0973,F,0.5022,6600,G,2008,,,,,,,,,,,,,,,
150246,A1SR,00337,     ,Alt VA 337,Harbor Dr,124,City of Portsmouth,124,City of Portsmouth,0.24,High St,US 58,13000,G,83%,2%,2%,3%,11%,0%,F,0.0922,F,0.5705,14000,G,2008,,,,,,,,,,,,,,,
660621,A1US,00460,     ,"US 58, Alt US 460",Airline Blvd,124,City of Portsmouth,124,City of Portsmouth,0.29,ECL Chesapeake,Greenwood Dr,14000,G,95%,2%,1%,0%,1%,0%,F,0.0845,F,0.5909,15000,G,2008,,,,,,,,,,,,,,,
660620,A1US,00460,     ,"US 58, Alt US 460",Airline Blvd,124,City of Portsmouth,124,City of Portsmouth,0.20,Greenwood Dr,Elmhurst Lane,16000,G,95%,2%,1%,0%,1%,0%,F,0.0818,F,0.5013,17000,G,2008,,,,,,,,,,,,,,,
660400,A1US,00460,     ,"US 58, Alt US 460",Airline Blvd,124,City of Portsmouth,124,City of Portsmouth,1.30,Elmhurst Lane,VICTORY BLVD,12000,G,95%,2%,1%,0%,1%,0%,F,0.0816,F,0.5236,13000,G,2008,,,,,,,,,,,,,,,
660401,A1US,00460,     ,"US 58, Alt US 460",Airline Blvd,124,City of Portsmouth,124,City of Portsmouth,0.28,Victory Blvd,"US 58, SR 337",14000,G,95%,2%,1%,0%,1%,0%,F,0.0793,F,0.5365,15000,G,2008,,,,,,,,,,,,,,,
660615,A1US,00460,     ,"VA 337, Alt US 460",Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.10,"US 58, SR 337",ALT SR 337 Turnpike Rd,17000,G,98%,1%,1%,0%,0%,0%,F,0.0782,F,0.5089,18000,G,2008,,,,,,,,,,,,,,,
660466,A1US,00460,     ,"VA 337, Alt US 460",Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.15,ALT SR 337 Turnpike Rd,I-264,15000,G,98%,1%,1%,0%,0%,0%,F,0.0819,F,0.6538,16000,G,2008,,,,,,,,,,,,,,,
660614,A1US,00460,     ,"VA 337, Alt US 460",Portsmouth Blvd,124,City of Portsmouth,124,City of Portsmouth,0.22,I-264,RT 337 & I-264,15000,N,98%,1%,1%,0%,0%,0%,N,0.0819,N,0.6538,16000,N,2008,,,,,,,,,,,,,,,
050131,A1US,00460,     ,"I-264 EB, Alt US 460", ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.72,RT 337 & I-264,US 17 Frederick Blvd,31000,G,95%,0%,1%,1%,3%,0%,F,,,,33000,G,2008,,63000,G,95%,0%,1%,1%,3%,0%,F,,,,64000,G
050608,A1US,00460,     ,"I-264 EB, Alt US 460", ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.99,US 17 Frederick Blvd,Deep Creek Blvd,38000,G,95%,0%,1%,1%,3%,0%,F,,,,43000,G,2008,,76000,G,95%,0%,1%,1%,3%,0%,F,,,,78000,G
050611,A1US,00460,     ,"I-264 EB, Alt US 460", ,124,City of Portsmouth,064,Norfolk Maintenance Area,0.67,Deep Creek Blvd,SR 141 Effingham St,35000,G,95%,0%,1%,1%,3%,0%,F,,,,43000,G,2008,,70000,G,95%,0%,1%,1%,3%,0%,F,,,,77000,G
150322,A1US,00460,     ,"I-264 EB, Alt US 460",Elizabeth River Downtown Tunnel,124,City of Portsmouth,064,Norfolk Maintenance Area,0.87,SR 141 Effingham St,WCL Norfolk,44000,A,95%,0%,1%,1%,3%,0%,F,0.0793,A,1.0000,47000,A,2008,,92000,A,95%,0%,1%,1%,3%,0%,F,0.0753,A,0.0000,99000,A
780397,  FR,00154,     ,FR 154,Liberty St,124,City of Portsmouth,064,Norfolk Maintenance Area,0.40,Dead End,Tazewell Street,20,G,,,,,,,X,0.2195,F,0.5556,20,G,2008,,,,,,,,,,,,,,,
660680, 124,00001,     ,124-1,Bayview Blvd,124,City of Portsmouth,124,City of Portsmouth,0.21,Mt Vernon Ave,Chautauqua Ave,420,G,97%,1%,2%,0%,0%,0%,C,0.0959,F,0.5250,450,G,2008,,,,,,,,,,,,,,,
781725, 124,08516,     ,124-8516,Cedar Lane,124,City of Portsmouth,124,City of Portsmouth,0.42,124-8525 River Shore Rd,Dead End,1000,G,,,,,,,X,0.2078,F,0.5562,1100,G,2008,,,,,,,,,,,,,,,
