684110,  US,00021,     ,US 21,Main St,139,Town of Wytheville,139,Town of Wytheville,0.49,Grayson Rd,"US 11, W Lee Hwy; 12th St",6700,G,96%,0%,1%,1%,1%,0%,F,0.0862,F,0.6388,7200,G,2008,,,,,,,,,,,,,,,
684111,  US,00021,     ,"US 11, US 21",Main St,139,Town of Wytheville,139,Town of Wytheville,0.31,W Lee Hwy; 12th St,4th Street,6900,G,97%,1%,1%,0%,1%,0%,F,0.0877,F,0.5256,7400,G,2008,,,,,,,,,,,,,,,
684112,  US,00021,     ,US 21,4th St,139,Town of Wytheville,139,Town of Wytheville,0.06,US 11 Main St,Monroe St,7700,G,98%,0%,1%,0%,1%,0%,F,0.0895,F,0.5705,8300,G,2008,,,,,,,,,,,,,,,
684500,  US,00021,     ,US 21,4th St,139,Town of Wytheville,139,Town of Wytheville,0.47,Monroe St,W Ridge Rd,13000,G,98%,0%,1%,0%,1%,0%,F,0.0900,F,0.5413,14000,G,2008,,,,,,,,,,,,,,,
684104,  US,00021,     ,US 21,4th St,139,Town of Wytheville,139,Town of Wytheville,0.40,W Ridge Rd,Tazewell St,15000,G,98%,0%,1%,0%,1%,0%,C,0.0884,F,0.5170,16000,G,2008,,,,,,,,,,,,,,,
684102,  US,00021,     ,US 21,4th St,139,Town of Wytheville,139,Town of Wytheville,0.12,Tazewell St,I-81; US 52,14000,G,98%,0%,1%,0%,1%,0%,F,0.0852,F,0.5065,15000,G,2008,,,,,,,,,,,,,,,
010005,  US,00052,     ,"I-81 SB, I-77 NB, US 11, US 52", ,139,Town of Wytheville,098,Wythe County,0.93,US 11,NCL Wytheville,24000,A,73%,1%,1%,1%,23%,2%,C,0.1206,A,1.0000,22000,A,2008,,48000,A,72%,1%,1%,1%,24%,2%,C,0.1145,A,0.0000,45000,A
110006,  US,00052,     ,"I-81 SB, I-77 NB, US 52", ,139,Town of Wytheville,098,Wythe County,1.29,US 11,US 11,21000,G,73%,1%,1%,1%,23%,2%,F,0.0849,F,1.0000,20000,G,2008,,43000,G,72%,1%,1%,1%,24%,2%,F,0.0702,F,0.5133,40000,G
110007,  US,00052,     ,"I-81 SB, US 52", ,139,Town of Wytheville,098,Wythe County,1.99,US 11,I-77 Wytheville,16000,G,80%,1%,1%,1%,17%,1%,F,0.0649,F,1.0000,16000,G,2008,,30000,G,78%,1%,1%,1%,18%,1%,F,,,,30000,G
684101,  US,00052,     ,US 52,4th St,139,Town of Wytheville,139,Town of Wytheville,1.89,Maintenance Break,WCL Wytheville,2800,G,96%,1%,1%,1%,1%,0%,C,0.0959,F,0.5283,3000,G,2008,,,,,,,,,,,,,,,
010005,  IS,00077,N    ,"I-81 SB, I-77 NB, US 11, US 52", ,139,Town of Wytheville,098,Wythe County,0.93,NCL Wytheville,US 11,24000,A,73%,1%,1%,1%,23%,2%,C,0.1206,A,1.0000,22000,A,2008,,48000,A,72%,1%,1%,1%,24%,2%,C,0.1145,A,0.0000,45000,A
110006,  IS,00077,N    ,"I-81 SB, I-77 NB, US 52", ,139,Town of Wytheville,098,Wythe County,1.29,US 11,I-81 Wytheville,21000,G,73%,1%,1%,1%,23%,2%,F,0.0849,F,1.0000,20000,G,2008,,43000,G,72%,1%,1%,1%,24%,2%,F,0.0702,F,0.5133,40000,G
010507,  IS,00077,N    ,I-77 NB,Ramp I-81 S Exit 72 to I-77 N at Exit 40,139,Town of Wytheville,098,Wythe County,0.28,I-81 S,I-77 N,11000,G,77%,1%,1%,1%,20%,2%,F,0.0676,F,1.0000,10000,G,2008,,23000,G,78%,1%,1%,1%,19%,1%,F,0.0770,F,0.5425,21000,G
010441,  IS,00077,N    ,I-77 NB, ,139,Town of Wytheville,098,Wythe County,0.31,I-81 Wytheville,Peppers Ferry Rd,13000,G,77%,1%,1%,1%,20%,2%,F,0.0768,F,1.0000,12000,G,2008,,27000,G,78%,1%,1%,1%,19%,1%,F,0.0745,F,0.5189,23000,G
010442,  IS,00077,N    ,I-77 NB, ,139,Town of Wytheville,098,Wythe County,0.23,Peppers Ferry Rd,NCL Wytheville,13000,G,77%,1%,1%,1%,20%,2%,F,0.0801,F,1.0000,11000,G,2008,,26000,G,78%,1%,1%,1%,19%,1%,F,0.0758,F,0.5359,23000,G
010446,  IS,00077,S    ,"I-81 NB, I-77 SB, US 11, US 52", ,139,Town of Wytheville,098,Wythe County,0.96,NCL Wytheville,US 11,24000,A,71%,1%,1%,1%,25%,2%,C,0.1263,A,1.0000,23000,A,2008,,48000,A,72%,1%,1%,1%,24%,2%,C,0.1145,A,0.0000,45000,A
010189,  IS,00077,S    ,"I-81 NB, I-77 SB, US 52", ,139,Town of Wytheville,098,Wythe County,0.82,US 11,I-81 Wytheville,21000,G,71%,1%,1%,1%,25%,2%,F,0.0716,F,1.0000,20000,G,2008,,43000,G,72%,1%,1%,1%,24%,2%,F,0.0702,F,0.5133,40000,G
110073,  IS,00077,S    ,I-77 SB,Ramp I-77 S Exit 40 to 81 N Exit 72,139,Town of Wytheville,098,Wythe County,0.66,I-81 N,I-77 S,12000,G,79%,1%,1%,0%,18%,1%,F,0.0873,F,1.0000,11000,G,2008,,23000,G,78%,1%,1%,1%,19%,1%,F,0.0770,F,0.5425,21000,G
110041,  IS,00077,S    ,I-77 SB, ,139,Town of Wytheville,098,Wythe County,0.49,I-81 Wytheville,NCL Wytheville,13000,G,79%,1%,1%,0%,18%,1%,F,0.0903,F,1.0000,12000,G,2008,,27000,G,78%,1%,1%,1%,19%,1%,F,0.0745,F,0.5189,23000,G
786961,  IS,00077,S040A,I-77 SB Exit 040A,Ramp From I-77 S Exit 40 to I-81 S at Exit 72,139,Town of Wytheville,098,Wythe County,0.22,I-77 S,I-81 S,2900,G,79%,1%,1%,0%,18%,1%,F,0.0971,F,1.0000,2500,G,2008,,5100,G,78%,1%,1%,1%,19%,1%,F,0.0800,F,0.6730,4500,G
010568,  IS,00081,N    ,I-81 NB, ,139,Town of Wytheville,098,Wythe County,2.03,SCL Wytheville,"US 21; US 52, N Fourth St",12000,G,76%,1%,1%,1%,20%,1%,F,0.0665,F,1.0000,12000,G,2008,,24000,G,78%,1%,1%,1%,18%,1%,F,,,,25000,G
010445,  IS,00081,N    ,"I-81 NB, US 52", ,139,Town of Wytheville,098,Wythe County,2.27,"US 21, N Fourth St",I-77 Wytheville,14000,G,76%,1%,1%,1%,20%,1%,F,0.0728,F,1.0000,14000,G,2008,,30000,G,78%,1%,1%,1%,18%,1%,F,,,,30000,G
010189,  IS,00081,N    ,"I-81 NB, I-77 SB, US 52", ,139,Town of Wytheville,098,Wythe County,0.82,I-77 Wytheville,"US 11, E Main St",21000,G,71%,1%,1%,1%,25%,2%,F,0.0716,F,1.0000,20000,G,2008,,43000,G,72%,1%,1%,1%,24%,2%,F,0.0702,F,0.5133,40000,G
010446,  IS,00081,N    ,"I-81 NB, I-77 SB, US 11, US 52", ,139,Town of Wytheville,098,Wythe County,0.96,E Main St,NCL Wytheville,24000,A,71%,1%,1%,1%,25%,2%,C,0.1263,A,1.0000,23000,A,2008,,48000,A,72%,1%,1%,1%,24%,2%,C,0.1145,A,0.0000,45000,A
786992,  IS,00081,N072A,I-81 NB Exit 072A,Ramp From I-81 N Exit 72 to I-77 N at Exit 40,139,Town of Wytheville,098,Wythe County,0.54,I-81 N,I-77 N,2200,G,77%,1%,1%,1%,20%,2%,F,0.0790,F,1.0000,1900,G,2008,,5100,G,78%,1%,1%,1%,19%,1%,F,0.0800,F,0.6730,4500,G
110062,  IS,00081,S    ,I-81 SB, ,139,Town of Wytheville,098,Wythe County,2.71,SCL Wytheville,"US 21; US 52, N Fourth St",12000,G,80%,1%,1%,1%,17%,1%,F,0.0752,F,1.0000,13000,G,2008,,24000,G,78%,1%,1%,1%,18%,1%,F,,,,25000,G
110007,  IS,00081,S    ,"I-81 SB, US 52", ,139,Town of Wytheville,098,Wythe County,1.99,"US 21, N Fourth St",I-77 Wytheville,16000,G,80%,1%,1%,1%,17%,1%,F,0.0649,F,1.0000,16000,G,2008,,30000,G,78%,1%,1%,1%,18%,1%,F,,,,30000,G
110006,  IS,00081,S    ,"I-81 SB, I-77 NB, US 52", ,139,Town of Wytheville,098,Wythe County,1.29,I-77 Wytheville,"US 11, E Main St",21000,G,73%,1%,1%,1%,23%,2%,F,0.0849,F,1.0000,20000,G,2008,,43000,G,72%,1%,1%,1%,24%,2%,F,0.0702,F,0.5133,40000,G
010005,  IS,00081,S    ,"I-81 SB, I-77 NB, US 11, US 52", ,139,Town of Wytheville,098,Wythe County,0.93,E Main St,NCL Wytheville,24000,A,73%,1%,1%,1%,23%,2%,C,0.1206,A,1.0000,22000,A,2008,,48000,A,72%,1%,1%,1%,24%,2%,C,0.1145,A,0.0000,45000,A
780296,  FR,00036,     ,FR 36, ,139,Town of Wytheville,098,Wythe County,0.21,Dead End,139-5258 Peppers Ferry Rd,7,R,,,,,,,X,,,,,,11/28/2006,,,,,,,,,,,,,,,
780300,  FR,00041,     ,FR 41,Lithia Rd,139,Town of Wytheville,098,Wythe County,0.84,Dead End,FR-43 Lovers Lane,390,R,,,,,,,X,,,,,,10/24/2006,,,,,,,,,,,,,,,
780301,  FR,00042,     ,FR 42,Factory Outlet Dr,139,Town of Wytheville,098,Wythe County,1.36,Connector From US 11 NB,ECL Wytheville,1500,R,,,,,,,X,,,,,,11/07/2006,,,,,,,,,,,,,,,
780302,  FR,00043,     ,FR 43,Lovers Lane,139,Town of Wytheville,098,Wythe County,0.87,FR-41 Lovers Lane,NCL Wytheville,2300,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
780537,  FR,00324,     ,FR 324,Lithia Rd,139,Town of Wytheville,098,Wythe County,0.48,FR-41 Lithia Rd,"US 11, E Main St",1800,R,,,,,,,X,,,,,,10/26/2006,,,,,,,,,,,,,,,
684501, 139,00001,     ,139-1,Fairview Rd,139,Town of Wytheville,139,Town of Wytheville,1.19,US 52 N 4th St,NCL Wytheville,1300,G,91%,1%,1%,1%,2%,4%,C,0.1123,F,0.5262,1400,G,2008,,,,,,,,,,,,,,,
684502, 139,00002,     ,139-2,Holston Rd,139,Town of Wytheville,139,Town of Wytheville,1.24,US 52 4th St,Cove Rd,2400,G,98%,0%,1%,0%,1%,0%,F,0.0922,F,0.5265,2600,G,2008,,,,,,,,,,,,,,,
684512, 139,00004,     ,139-4,Nye Rd,139,Town of Wytheville,139,Town of Wytheville,0.96,FR-41 Lithia Rd,Peppers Ferry Rd,1600,G,87%,1%,2%,2%,8%,0%,C,0.0890,F,0.5183,1700,G,2008,,,,,,,,,,,,,,,
684002, 139,05250,     ,139-5250,Old Stage Rd,139,Town of Wytheville,139,Town of Wytheville,1.63,WCL Wytheville,US 21 Grayson St,1300,G,99%,0%,1%,0%,0%,0%,C,0.1062,F,0.6623,1400,G,2008,,,,,,,,,,,,,,,
684129, 139,05252,     ,139-5252,W Ridge St,139,Town of Wytheville,139,Town of Wytheville,1.55,Petunia Rd,18th St,1100,G,98%,0%,1%,0%,1%,0%,C,0.1023,F,0.5221,1200,G,2008,,,,,,,,,,,,,,,
684504, 139,05252,     ,139-5252,W Ridge Rd,139,Town of Wytheville,139,Town of Wytheville,0.49,18th St,US 21 4th St,3700,G,99%,0%,0%,0%,0%,0%,C,0.0948,F,0.5154,3900,G,2008,,,,,,,,,,,,,,,
684514, 139,05253,     ,139-5253,Withers Rd,139,Town of Wytheville,139,Town of Wytheville,0.25,US 11 Main St,11th St,3700,G,98%,0%,1%,0%,0%,0%,F,0.0960,F,0.5026,4000,G,2008,,,,,,,,,,,,,,,
684121, 139,05253,     ,139-5253,11th St,139,Town of Wytheville,139,Town of Wytheville,0.31,Withers St,US 11 Main St,2300,G,98%,0%,1%,0%,0%,0%,C,0.1030,F,0.5305,2500,G,2008,,,,,,,,,,,,,,,
684120, 139,05253,     ,139-5253,11th St,139,Town of Wytheville,139,Town of Wytheville,0.06,US 11 Main St,Monroe St,7500,G,98%,0%,1%,0%,0%,0%,F,0.0903,F,0.5525,8100,G,2008,,,,,,,,,,,,,,,
684515, 139,05253,     ,139-5253,North St,139,Town of Wytheville,139,Town of Wytheville,0.13,Monroe St,Fisher Rd,2300,G,98%,0%,1%,0%,0%,0%,F,0.0866,F,0.6112,2400,G,2008,,,,,,,,,,,,,,,
684513, 139,05253,     ,139-5253,Fisher Rd,139,Town of Wytheville,139,Town of Wytheville,0.14,North St,Pine St,1600,G,98%,0%,1%,0%,0%,0%,F,0.0909,F,0.5344,1700,G,2008,,,,,,,,,,,,,,,
684124, 139,05255,     ,139-5255,Cove Rd,139,Town of Wytheville,139,Town of Wytheville,0.52,Peppers Ferry Rd,Holston Rd,2600,G,97%,1%,1%,1%,0%,0%,C,0.0913,F,0.5279,2800,G,2008,,,,,,,,,,,,,,,
684517, 139,05255,     ,139-5255,Cove Rd,139,Town of Wytheville,139,Town of Wytheville,0.32,Holston Rd,Wytheview Dr,1200,G,97%,1%,1%,1%,0%,0%,F,0.1088,F,0.5748,1300,G,2008,,,,,,,,,,,,,,,
684518, 139,05255,     ,139-5255,Cove Rd,139,Town of Wytheville,139,Town of Wytheville,0.29,Wytheview Dr,NCL Wytheville,980,G,97%,1%,1%,1%,0%,0%,F,0.1067,F,0.5801,1100,G,2008,,,,,,,,,,,,,,,
684520, 139,05256,     ,139-5256,Spring St,139,Town of Wytheville,139,Town of Wytheville,0.30,12th St,4th St,1700,G,97%,1%,1%,1%,0%,0%,F,0.1006,F,0.5801,1800,G,2008,,,,,,,,,,,,,,,
684521, 139,05256,     ,139-5256,Spring St,139,Town of Wytheville,139,Town of Wytheville,0.54,4th St,11th St,2000,G,97%,1%,1%,1%,0%,0%,F,0.1087,F,0.6258,2200,G,2008,,,,,,,,,,,,,,,
684116, 139,05257,     ,139-5257,Tazewell St,139,Town of Wytheville,139,Town of Wytheville,0.06,Main St,Monroe St,1500,G,97%,1%,1%,1%,0%,0%,F,,,,1600,G,2008,,,,,,,,,,,,,,,
684105, 139,05258,     ,139-5258,Monroe St,139,Town of Wytheville,139,Town of Wytheville,0.31,12th St US 11,4th St US 21,3400,G,98%,0%,1%,0%,1%,0%,F,0.0984,F,0.6209,3700,G,2008,,,,,,,,,,,,,,,
684115, 139,05258,     ,139-5258,Monroe St,139,Town of Wytheville,139,Town of Wytheville,0.19,US 21 4th St,1st Street,5900,G,98%,0%,1%,0%,1%,0%,F,0.0999,F,0.5955,6400,G,2008,,,,,,,,,,,,,,,
684506, 139,05258,     ,139-5258,Monroe St,139,Town of Wytheville,139,Town of Wytheville,0.15,N 1st Street,N 5th St,5500,G,98%,0%,1%,0%,1%,0%,F,0.0968,F,0.5788,5900,G,2008,,,,,,,,,,,,,,,
684507, 139,05258,     ,139-5258,Monroe St,139,Town of Wytheville,139,Town of Wytheville,0.19,5th St,11th St,5700,G,99%,0%,0%,0%,0%,0%,C,0.0959,F,0.5535,6100,G,2008,,,,,,,,,,,,,,,
684123, 139,05258,     ,139-5258,Peppers Ferry Rd,139,Town of Wytheville,139,Town of Wytheville,0.46,11th St,Cove Rd,6600,G,98%,0%,1%,0%,1%,0%,C,0.0910,F,0.5451,7100,G,2008,,,,,,,,,,,,,,,
684125, 139,05258,     ,139-5258,Peppers Ferry Rd,139,Town of Wytheville,139,Town of Wytheville,0.59,Cove Rd,Ramp from I-77,5900,G,95%,0%,1%,2%,1%,0%,C,0.0889,F,0.5345,6400,G,2008,,,,,,,,,,,,,,,
684509, 139,05258,     ,139-5258,Peppers Ferry Rd,139,Town of Wytheville,139,Town of Wytheville,0.21,Ramp from I-77,Ramp to I-77,2800,N,96%,0%,1%,1%,3%,0%,N,0.0940,N,0.5556,3000,N,2008,,,,,,,,,,,,,,,
781826, 139,05258,     ,139-5258,Peppers Ferry Rd,139,Town of Wytheville,139,Town of Wytheville,0.53,Ramp to I-77,ECL Wytheville,2800,G,96%,0%,1%,1%,3%,0%,C,0.0940,F,0.5556,3000,G,2008,,,,,,,,,,,,,,,
684004, 139,05260,     ,139-5260,12th St,139,Town of Wytheville,139,Town of Wytheville,0.29,Main St US 11,Union St,2400,G,98%,0%,1%,1%,0%,0%,F,0.1025,F,0.6207,2600,G,2008,,,,,,,,,,,,,,,
684511, 139,05260,     ,139-5260,Union St,139,Town of Wytheville,139,Town of Wytheville,0.30,12th St,4th St,2100,G,98%,0%,1%,1%,0%,0%,F,0.0944,F,0.6229,2300,G,2008,,,,,,,,,,,,,,,
684131, 139,05260,     ,139-5260,Withers St,139,Town of Wytheville,139,Town of Wytheville,0.56,4th St,11th St,2900,G,98%,0%,1%,1%,0%,0%,C,0.0941,F,0.5084,3100,G,2008,,,,,,,,,,,,,,,
684519, 139,05261,     ,139-5261,4th St,139,Town of Wytheville,139,Town of Wytheville,0.31,Marshall St,Withers St,2300,G,95%,1%,1%,2%,2%,0%,F,0.1128,F,0.5135,2500,G,2008,,,,,,,,,,,,,,,
684113, 139,05261,     ,139-5261,4th St,139,Town of Wytheville,139,Town of Wytheville,0.30,Withers St,US 11 Main St,2400,G,95%,1%,1%,2%,2%,0%,F,0.0964,F,0.5134,2600,G,2008,,,,,,,,,,,,,,,
684127, 139,05262,     ,139-5262,Marshall St,139,Town of Wytheville,139,Town of Wytheville,0.91,4th St,Main St US 11,1600,G,95%,1%,1%,2%,2%,0%,C,0.1023,F,0.5792,1700,G,2008,,,,,,,,,,,,,,,
684130, 139,05264,     ,139-5264,Pine St,139,Town of Wytheville,139,Town of Wytheville,0.38,US 11 Lee Highway,US 21 4th St,3700,G,99%,1%,0%,0%,0%,0%,C,0.0944,F,0.5285,3900,G,2008,,,,,,,,,,,,,,,
684510, 139,05264,     ,139-5264,Pine St,139,Town of Wytheville,139,Town of Wytheville,0.44,US 21 4th St,Fisher Rd,430,G,99%,1%,0%,0%,0%,0%,F,0.1334,F,0.5420,460,G,2008,,,,,,,,,,,,,,,
584704, 139,00000,     ,139-0,10th St,139,Town of Wytheville,139,Town of Wytheville,0.00,Franklin Street,Washington Street,140,G,,,,,,,X,0.1627,F,0.5122,140,G,2008,,,,,,,,,,,,,,,
584700, 139,00000,     ,139-0,16th St,139,Town of Wytheville,139,Town of Wytheville,0.00,Spring St,Franklin St,100,G,,,,,,,X,0.1260,F,0.6774,110,G,2008,,,,,,,,,,,,,,,
788266, 139,00000,     ,139-0,3rd St,139,Town of Wytheville,139,Town of Wytheville,0.00,Ridge Street,Reservoir Street,370,G,,,,,,,X,0.1636,F,0.5461,370,G,2008,,,,,,,,,,,,,,,
584701, 139,00000,     ,139-0,Church St,139,Town of Wytheville,139,Town of Wytheville,0.00,Washington St,Withers St,740,G,,,,,,,X,0.1264,F,0.5463,800,G,2008,,,,,,,,,,,,,,,
584703, 139,00000,     ,139-0,Mountain View Dr,139,Town of Wytheville,139,Town of Wytheville,0.00,11th St,13th St,700,G,,,,,,,X,0.1105,F,0.6196,750,G,2008,,,,,,,,,,,,,,,
584702, 139,00000,     ,139-0,Spiller St,139,Town of Wytheville,139,Town of Wytheville,0.00,5th St,3rd St,130,G,,,,,,,X,0.1208,F,0.6500,140,G,2008,,,,,,,,,,,,,,,
584705, 139,00000,     ,139-0,Tazewell St,139,Town of Wytheville,139,Town of Wytheville,0.00,US 21,Umberger St,3000,G,99%,1%,0%,0%,0%,0%,C,0.1018,F,0.0000,3000,G,2008,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
