404294,  58,01201,     ,58-1201,School St,173,Town of Boydton,058,Mecklenburg County,0.06,58-756 Jefferson St,Bus US 58,260,G,99%,1%,0%,0%,0%,0%,C,0.1199,F,0.6286,280,G,2008,,,,,,,,,,,,,,,
753509,  58,01202,     ,58-1202,Bank St,173,Town of Boydton,058,Mecklenburg County,0.13,58-1205 Decatur,Bus US 58,480,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753510,  58,01203,     ,58-1203, ,173,Town of Boydton,058,Mecklenburg County,0.29,58-688,NCL Boydton,100,R,,,,,,,X,,,,,,06/21/2004,,,,,,,,,,,,,,,
753512,  58,01204,     ,58-1204,Hull St,173,Town of Boydton,058,Mecklenburg County,0.11,58-1205 Monroe St,SR 92,330,R,,,,,,,X,,,,,,06/21/2004,,,,,,,,,,,,,,,
753513,  58,01204,     ,58-1204,Hull St,173,Town of Boydton,058,Mecklenburg County,0.06,SR 92,58-1206 Jones St,100,R,,,,,,,X,,,,,,06/21/2004,,,,,,,,,,,,,,,
753514,  58,01204,     ,58-1204,Hull St,173,Town of Boydton,058,Mecklenburg County,0.10,58-1206 Jones St,58-1217 Cemetery St,60,R,,,,,,,X,,,,,,06/21/2004,,,,,,,,,,,,,,,
753515,  58,01204,     ,58-1204,Hull St,173,Town of Boydton,058,Mecklenburg County,0.10,58-1217 Cemetery St,Bus US 58,40,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753516,  58,01204,     ,58-1204,Carter Lane,173,Town of Boydton,058,Mecklenburg County,0.12,Bus US 58,ECL Boydton,190,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753518,  58,01205,     ,58-1205,Decatur St,173,Town of Boydton,058,Mecklenburg County,0.07,58-1206 Jones St,58-707,70,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753519,  58,01205,     ,58-1205,Monroe St,173,Town of Boydton,058,Mecklenburg County,0.24,58-707,Bus US 58,490,R,,,,,,,X,,,,,,06/21/2004,,,,,,,,,,,,,,,
753520,  58,01205,     ,58-1205,Monroe St,173,Town of Boydton,058,Mecklenburg County,0.08,Bus US 58,58-1204 Hull St,350,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753521,  58,01205,     ,58-1205,Monroe St,173,Town of Boydton,058,Mecklenburg County,0.03,58-1204 Hull St,Dead End,30,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753522,  58,01206,     ,58-1206,Jones St,173,Town of Boydton,058,Mecklenburg County,0.13,58-1205 Decatur St,Bus US 58,220,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753523,  58,01206,     ,58-1206,Jones St,173,Town of Boydton,058,Mecklenburg County,0.08,Bus US 58,58-1204 Hull St,80,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753524,  58,01207,     ,58-1207,Bryson St,173,Town of Boydton,058,Mecklenburg County,0.06,SR 92,58-1206 Jones St,60,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753525,  58,01208,     ,58-1208,Sheriff St,173,Town of Boydton,058,Mecklenburg County,0.06,58-756 Jefferson St,Bus US 58,60,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753526,  58,01209,     ,58-1209,Madison St Ext,173,Town of Boydton,058,Mecklenburg County,0.19,Bus US 58,ECL Boydton,190,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753528,  58,01210,     ,58-1210,Park St,173,Town of Boydton,058,Mecklenburg County,0.31,"58-756 E, Jefferson St","58-756 W, Jefferson St",40,R,,,,,,,X,,,,,,06/21/2004,,,,,,,,,,,,,,,
753529,  58,01211,     ,58-1211,Finch Lane,173,Town of Boydton,058,Mecklenburg County,0.10,58-707,Dead End,80,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753531,  58,01213,     ,58-1213,Jefferson St,173,Town of Boydton,058,Mecklenburg County,0.03,58-1214 Jefferson St,58-756 Jefferson St,70,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753532,  58,01214,     ,58-1214,Jefferson St,173,Town of Boydton,058,Mecklenburg County,0.10,Dead End,58-1213 Jefferson St,50,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753533,  58,01215,     ,58-1215,Bryant St,173,Town of Boydton,058,Mecklenburg County,0.07,Bus US 58,Dead End,20,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753534,  58,01216,     ,58-1216,Barnes St,173,Town of Boydton,058,Mecklenburg County,0.06,58-1209 Madison St Ext,Bus US 58,70,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753535,  58,01217,     ,58-1217,Cemetery St,173,Town of Boydton,058,Mecklenburg County,0.13,Bus US 58,58-1204 Hull St,20,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753536,  58,01218,     ,58-1218,Craddock St,173,Town of Boydton,058,Mecklenburg County,0.09,"58-1220 W, Craddock Ct","58-1220 E, Craddock Ct",60,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753537,  58,01218,     ,58-1218,Craddock St,173,Town of Boydton,058,Mecklenburg County,0.08,"58-1220 E, Craddock Ct",58-1219 Maple Ct,140,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753538,  58,01218,     ,58-1218,Craddock St,173,Town of Boydton,058,Mecklenburg County,0.06,58-1219 Maple St,58-707,200,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753539,  58,01219,     ,58-1219,Maple Dr,173,Town of Boydton,058,Mecklenburg County,0.09,58-1218 Craddock St,Dead End,50,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753540,  58,01220,     ,58-1220,Craddock Ct,173,Town of Boydton,058,Mecklenburg County,0.16,"58-1218 E, Craddock St","58-1218 W, Craddock St",60,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753585,  58,09253,     ,58-9253, ,173,Town of Boydton,058,Mecklenburg County,0.05,Cul-de-Sac,58-1201 School St,110,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
