771887,  87,01305,     ,87-1305,Johnson St,174,Town of Boykins,087,Southampton County,0.36,SR 35 Meherrin Rd,"SR 186 E, Pittman Rd",180,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771888,  87,01305,     ,87-1305,Broad St,174,Town of Boykins,087,Southampton County,0.12,"SR 186 W, Pittman Rd","87-1304 S, Railroad Ave",190,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771889,  87,01306,     ,87-1306,Virginia Ave,174,Town of Boykins,087,Southampton County,0.12,SR 35 Meherrin Rd,87-1307 Elizabeth St,220,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771890,  87,01306,     ,87-1306,Virginia Ave,174,Town of Boykins,087,Southampton County,0.09,87-1307 Elizabeth St,87-1310 Wilson St,170,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771891,  87,01306,     ,87-1306,Virginia Ave,174,Town of Boykins,087,Southampton County,0.06,87-1310 Wilson St,87-1311 Marshall St,140,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771892,  87,01306,     ,87-1306,Virginia Ave,174,Town of Boykins,087,Southampton County,0.08,87-1311 Marshall St,Dead End,50,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771893,  87,01307,     ,87-1307,Elizabeth St,174,Town of Boykins,087,Southampton County,0.06,87-1301 Bryant Ave,87-1306 Virginia Ave,40,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771894,  87,01307,     ,87-1307,Elizabeth St,174,Town of Boykins,087,Southampton County,0.07,87-1306 Virginia Ave,87-1309 Commerce St,100,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771895,  87,01307,     ,87-1307,Elizabeth St,174,Town of Boykins,087,Southampton County,0.02,87-1309 Commerce St,"87-1304 S, Railroad Ave",150,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771896,  87,01308,     ,87-1308,Virginia Ave,174,Town of Boykins,087,Southampton County,0.11,87-1305 Broad St,SR 35 Meherrin Rd,200,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771897,  87,01309,     ,87-1309,Commerce St,174,Town of Boykins,087,Southampton County,0.08,87-1307 Elizabeth St,87-1310 Wilson St,100,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771898,  87,01309,     ,87-1309,Commece St,174,Town of Boykins,087,Southampton County,0.07,87-1310 Wilson St,87-1311 Marshall St,46,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771899,  87,01309,     ,87-1309,Commerce St,174,Town of Boykins,087,Southampton County,0.03,87-1311 Marshall St,Dead End,10,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771900,  87,01310,     ,87-1310,Wilson St,174,Town of Boykins,087,Southampton County,0.06,87-1301 Bryant Dr; Bryant Ave,87-1306 Virginia Ave,50,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771901,  87,01310,     ,87-1310,Wilson St,174,Town of Boykins,087,Southampton County,0.07,87-1306 Virginia Ave,87-1309 Commerce St; Commerce St,70,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771902,  87,01310,     ,87-1310,Wilson St,174,Town of Boykins,087,Southampton County,0.03,87-1309 Commerce St; Commerce St,Dead End,40,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771903,  87,01311,     ,87-1311,Marshall St,174,Town of Boykins,087,Southampton County,0.05,87-1301 Bryant Dr,87-1306 Virginia Ave,50,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
771904,  87,01311,     ,87-1311,Marshall St,174,Town of Boykins,087,Southampton County,0.07,87-1306 Virginia Ave,87-1309 Commerce St; Commece St,100,R,,,,,,,X,,,,,,03/23/2006,,,,,,,,,,,,,,,
785226,  87,01312,     ,87-1312,Bass St,174,Town of Boykins,087,Southampton County,0.09,WCL Boykins,"SR 35 N, Meherrin Rd",290,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
771906,  87,01312,     ,87-1312,Bass St,174,Town of Boykins,087,Southampton County,0.06,"SR 35 S, Meherrin Rd",87-1313 Virginia St,100,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
771907,  87,01313,     ,87-1313,Virginia St,174,Town of Boykins,087,Southampton County,0.09,Dead End,87-1312 Bass St,210,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
771908,  87,01314,     ,87-1314,Truman St,174,Town of Boykins,087,Southampton County,0.14,87-1317 White St,87-1305 Johnson St,46,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
771909,  87,01314,     ,87-1314,Truman St,174,Town of Boykins,087,Southampton County,0.10,87-1305 Johnson St,Dead End,110,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
771910,  87,01315,     ,87-1315,JW Pope St,174,Town of Boykins,087,Southampton County,0.10,Dead End,87-1305 Johnson St,40,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
771911,  87,01315,     ,87-1315,JW Pope St,174,Town of Boykins,087,Southampton County,0.05,87-1305 Johnson St,Dead End,30,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
771912,  87,01316,     ,87-1316,Owens St,174,Town of Boykins,087,Southampton County,0.06,Dead End,87-1305 Johnson St,110,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
785477,  87,01317,     ,87-1317,White St,174,Town of Boykins,087,Southampton County,0.05,87-1315 JW Pope St,87-1314 Truman St,30,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
771913,  87,01317,     ,87-1317,White St,174,Town of Boykins,087,Southampton County,0.09,87-1314 Truman St,SR 186 Pittman Rd,190,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
785227,  87,01318,     ,87-1318,Bount St,174,Town of Boykins,087,Southampton County,0.02,NCL Boykins,SR 35 Meherrin Rd,400,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
771916,  87,01319,     ,87-1319,Spring Garden St,174,Town of Boykins,087,Southampton County,0.09,WCL Boykins,87-1303 Graham St,460,R,,,,,,,X,,,,,,03/22/2006,,,,,,,,,,,,,,,
771917,  87,01320,     ,87-1320,Edwards St,174,Town of Boykins,087,Southampton County,0.04,SR 35 Meherrin Rd,Dead End,80,R,,,,,,,X,,,,,,02/22/2006,,,,,,,,,,,,,,,
771918,  87,01321,     ,87-1321,Pine West Rd,174,Town of Boykins,087,Southampton County,0.15,SR 35 Meherrin Rd,87-1322 Oak Rd,120,R,,,,,,,X,,,,,,02/22/2006,,,,,,,,,,,,,,,
771919,  87,01321,     ,87-1321,Pine West Rd,174,Town of Boykins,087,Southampton County,0.18,87-1322 Oak Rd,SR 35 Meherrin Rd,46,R,,,,,,,X,,,,,,02/22/2006,,,,,,,,,,,,,,,
771920,  87,01322,     ,87-1322,Oak Rd,174,Town of Boykins,087,Southampton County,0.02,87-1321 Pine West Rd,Dead End,40,R,,,,,,,X,,,,,,02/22/2006,,,,,,,,,,,,,,,
771922,  87,01324,     ,87-1324,Woodland Park Dr,174,Town of Boykins,087,Southampton County,0.20,Dead End,SR 35 Meherrin Rd,30,R,,,,,,,X,,,,,,02/22/2006,,,,,,,,,,,,,,,
771923,  87,01325,     ,87-1325,Graham St,174,Town of Boykins,087,Southampton County,0.01,87-1312 Bass St,NCL Boykins,210,R,,,,,,,X,,,,,,02/22/2006,,,,,,,,,,,,,,,
794002,  87,01328,     ,87-1328, ,174,Town of Boykins,087,Southampton County,0.11,SR 186 Pittman Rd,Dead End,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
