720708,  25,00693,     ,25-693, ,234,Town of Haysi,025,Dickenson County,0.07,Dead End,25-717 North McClure Btm; J and M Belcher Dr,90,R,,,,,,,X,,,,,,08/19/2003,,,,,,,,,,,,,,,
720709,  25,00693,     ,25-693, ,234,Town of Haysi,025,Dickenson County,0.28,25-717 North McClure Btm; J and M Belcher Dr,25-685,270,R,,,,,,,X,,,,,,08/19/2003,,,,,,,,,,,,,,,
720710,  25,00693,     ,25-693, ,234,Town of Haysi,025,Dickenson County,0.27,25-685,SR 83,350,R,,,,,,,X,,,,,,08/19/2003,,,,,,,,,,,,,,,
720741,  25,00717,     ,25-717,J and M Belcher Dr,234,Town of Haysi,025,Dickenson County,0.12,Dead End,25-693,90,R,,,,,,,X,,,,,,01/31/2007,,,,,,,,,,,,,,,
720742,  25,00717,     ,25-717,North McClure Btm,234,Town of Haysi,025,Dickenson County,0.16,25-693,SR 63,50,R,,,,,,,X,,,,,,01/31/2007,,,,,,,,,,,,,,,
720795,  25,00767,     ,25-767,OQuinn St,234,Town of Haysi,025,Dickenson County,0.05,SR 83,Dead End,30,R,,,,,,,X,,,,,,01/19/2007,,,,,,,,,,,,,,,
785082,  25,00803,     ,25-803, ,234,Town of Haysi,025,Dickenson County,0.12,SCL Haysi,25-652,30,R,,,,,,,X,,,,,,09/11/2000,,,,,,,,,,,,,,,
720834,  25,00806,     ,25-806,Railroad St,234,Town of Haysi,025,Dickenson County,0.08,Dead End,25-717 North McClure Btm,70,R,,,,,,,X,,,,,,01/31/2007,,,,,,,,,,,,,,,
720903,  25,09697,     ,25-9697,Tiger Circle,234,Town of Haysi,025,Dickenson County,0.27,Haysi High School,SR 80,450,R,,,,,,,X,,,,,,01/31/2007,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
