020347,  US,00011,     ,US 11,Radford Rd,060,Montgomery County,060,Montgomery County,1.47,ECL Radford,60-663 Walton Rd,8400,G,98%,0%,1%,1%,0%,0%,F,0.0994,F,0.5316,8900,G,2009,,,,,,,,,,,,,,,
020346,  US,00011,     ,US 11,Radford Rd,060,Montgomery County,060,Montgomery County,2.32,60-663 Walton Rd,60-662 Harmon Dr,7900,G,98%,0%,1%,1%,0%,0%,C,0.1001,F,0.5264,8300,G,2009,,,,,,,,,,,,,,,
020345,  US,00011,     ,US 11,Radford St,060,Montgomery County,060,Montgomery County,0.65,60-662 Harmon Dr,WCL Christiansburg,8500,G,98%,0%,1%,1%,0%,0%,F,0.0952,F,0.5089,9000,G,2009,,,,,,,,,,,,,,,
618200,  US,00011,     ,US 11,Radford St,154,Town of Christiansburg,154,Town of Christiansburg,1.40,WCL Christiansburg,SR 8 W Main St,10000,G,97%,0%,1%,1%,0%,0%,C,0.1022,F,0.5210,11000,G,2009,,,,,,,,,,,,,,,
618198,  US,00011,     ,US 11,W Main St,154,Town of Christiansburg,154,Town of Christiansburg,0.30,"SR 8, Radford St",Bus US 460 S Franklin St,5300,G,97%,0%,1%,1%,0%,0%,F,0.0888,F,0.5023,5700,G,2009,,,,,,,,,,,,,,,
618189,  US,00011,     ,,E Main St,154,Town of Christiansburg,154,Town of Christiansburg,0.12,Bus US 460 S Franklin St,Roanoke St,7900,G,97%,0%,1%,1%,0%,0%,F,0.0838,F,0.6012,8500,G,2009,,,,,,,,,,,,,,,
618401,  US,00011,     ,,Roanoke St,154,Town of Christiansburg,154,Town of Christiansburg,0.11,E Main St,Craig St,11000,G,97%,0%,1%,1%,0%,0%,F,0.0866,F,0.5166,11000,G,2009,,,,,,,,,,,,,,,
618111,  US,00011,     ,,Roanoke St,154,Town of Christiansburg,154,Town of Christiansburg,0.98,Craig St,SR 111 Depot St,11000,G,97%,0%,1%,1%,0%,0%,F,0.0993,F,0.5606,12000,G,2009,,,,,,,,,,,,,,,
618192,  US,00011,     ,,Roanoke St,154,Town of Christiansburg,154,Town of Christiansburg,0.86,SR 111 Depot St,US 460,15000,G,98%,0%,1%,0%,1%,0%,C,0.1028,F,0.6041,16000,G,2009,,,,,,,,,,,,,,,
020344,  US,00011,     ,US 11,Roanoke St,154,Town of Christiansburg,060,Montgomery County,1.15,US 460,I-81,16000,G,96%,1%,1%,1%,1%,0%,C,0.0897,F,0.5111,17000,G,2009,,,,,,,,,,,,,,,
020424,  US,00011,     ,,Roanoke St,154,Town of Christiansburg,060,Montgomery County,0.09,I-81,"Tower Rd, Hampton Rd",8300,N,96%,1%,1%,1%,1%,0%,N,0.0988,N,0.5410,9000,N,2009,,,,,,,,,,,,,,,
020423,  US,00011,     ,,Roanoke St,154,Town of Christiansburg,154,Town of Christiansburg,2.01,"Tower Rd, Hampton Rd",ECL Christiansburg,8300,G,96%,1%,1%,1%,1%,0%,F,0.0988,F,0.5410,9000,G,2009,,,,,,,,,,,,,,,
020343,  US,00011,     ,,Roanoke Rd,060,Montgomery County,060,Montgomery County,5.11,ECL Christiansburg,60-753 Old Town Rd,6800,G,95%,0%,1%,2%,2%,0%,F,0.0944,F,0.5218,7100,G,2009,,,,,,,,,,,,,,,
020342,  US,00011,     ,,Roanoke Rd,060,Montgomery County,060,Montgomery County,3.21,60-753 Old Town Rd,60-631 Brake Rd,7200,G,95%,0%,1%,2%,2%,0%,F,0.0916,F,0.6493,7600,G,2009,,,,,,,,,,,,,,,
020341,  US,00011,     ,,Roanoke Rd,060,Montgomery County,060,Montgomery County,2.43,60-631 Brake Rd,Roanoke County Line,7700,F,95%,0%,1%,2%,2%,0%,C,0.0991,F,0.6573,8000,F,2009,,,,,,,,,,,,,,,
920383,  IS,00081,N    ,I-81 NB, ,060,Montgomery County,060,Montgomery County,0.49,Pulaski County Line,SR 232 First St,20000,G,69%,1%,1%,0%,27%,2%,F,,,,20000,G,2009,,39000,G,73%,1%,1%,1%,23%,2%,F,,,,39000,G
020473,  IS,00081,N    ,I-81 NB, ,060,Montgomery County,060,Montgomery County,3.81,SR 232 First St,SR 177 Tyler Rd,19000,F,69%,1%,1%,0%,27%,2%,F,,,,19000,F,2009,,38000,F,73%,1%,1%,1%,23%,2%,F,,,,38000,F
020350,  IS,00081,N    ,I-81 NB, ,060,Montgomery County,060,Montgomery County,5.12,SR 177 Tyler Rd,SR 8 Riner Rd; Main St,21000,B,69%,1%,1%,0%,27%,2%,C,0.1012,A,1.0000,21000,B,2009,,41000,F,73%,1%,1%,1%,24%,2%,C,0.0918,A,0.5562,40000,F
781950,  IS,00081,N    ,I-81 NB, ,060,Montgomery County,060,Montgomery County,0.08,SR 8 Riner Rd; Main St,SCL Christiansburg,23000,G,69%,1%,1%,0%,27%,2%,F,,,,360,G,2009,,46000,G,73%,1%,1%,1%,23%,2%,F,,,,20000,G
781197,  IS,00081,N    ,I-81 NB, ,154,Town of Christiansburg,060,Montgomery County,3.90,SCL Christiansburg,"US 11, US 460",23000,G,69%,1%,1%,0%,27%,2%,F,,,,360,G,2009,,46000,G,73%,1%,1%,1%,23%,2%,F,,,,20000,G
020182,  IS,00081,N    ,I-81 NB, ,154,Town of Christiansburg,060,Montgomery County,0.77,"US 11, US 460",NCL Christiansburg,23000,A,75%,1%,1%,1%,21%,1%,C,0.1086,A,1.0000,23000,A,2009,,46000,A,76%,1%,1%,1%,20%,1%,C,,,,45000,A
020180,  IS,00081,N    ,I-81 NB, ,060,Montgomery County,060,Montgomery County,9.22,NCL Christiansburg,60-603 Northfork Rd,23000,A,75%,1%,1%,1%,21%,1%,C,0.1086,A,1.0000,23000,A,2009,,46000,A,76%,1%,1%,1%,20%,1%,C,0.1006,A,0.5214,45000,A
020178,  IS,00081,N    ,I-81 NB, ,060,Montgomery County,060,Montgomery County,2.22,60-603 Northfork Rd,Roanoke County Line,24000,F,69%,1%,1%,0%,27%,2%,F,0.1039,B,1.0000,24000,F,2009,,47000,F,73%,1%,1%,1%,23%,2%,F,0.0527,B,1.0000,46000,F
120017,  IS,00081,S    ,I-81 SB, ,060,Montgomery County,060,Montgomery County,0.61,Pulaski County Line,SR 232 First St,20000,F,76%,1%,1%,1%,20%,2%,F,0.1040,B,1.0000,19000,F,2009,,39000,G,73%,1%,1%,1%,23%,2%,F,0.0989,B,0.5516,39000,G
120016,  IS,00081,S    ,I-81 SB, ,060,Montgomery County,060,Montgomery County,4.01,SR 232 First St,SR 177 Tyler Rd,19000,F,76%,1%,1%,1%,20%,2%,F,,,,19000,F,2009,,38000,F,73%,1%,1%,1%,23%,2%,F,,,,38000,F
120015,  IS,00081,S    ,I-81 SB, ,060,Montgomery County,060,Montgomery County,4.78,SR 177 Tyler Rd,SR 8 Riner Rd; Main St,20000,F,76%,1%,1%,1%,20%,2%,C,0.0992,B,1.0000,20000,F,2009,,41000,F,73%,1%,1%,1%,24%,2%,C,0.0918,A,0.5562,40000,F
120035,  IS,00081,S    ,I-81 SB, ,060,Montgomery County,060,Montgomery County,0.03,SR 8 Riner Rd; Main St,SCL Christiansburg,23000,G,76%,1%,1%,1%,20%,2%,F,,,,20000,G,2009,,46000,G,73%,1%,1%,1%,23%,2%,F,,,,20000,G
120014,  IS,00081,S    ,I-81 SB, ,154,Town of Christiansburg,060,Montgomery County,4.27,SCL Christiansburg,"US 11, US 460",23000,G,76%,1%,1%,1%,20%,2%,F,,,,20000,G,2009,,46000,G,73%,1%,1%,1%,23%,2%,F,,,,20000,G
120034,  IS,00081,S    ,I-81 SB, ,154,Town of Christiansburg,060,Montgomery County,0.34,"US 11, US 460",NCL Christiansburg,23000,A,77%,1%,1%,1%,19%,1%,C,0.1110,A,1.0000,22000,A,2009,,46000,A,76%,1%,1%,1%,20%,1%,C,,,,45000,A
120013,  IS,00081,S    ,I-81 SB, ,060,Montgomery County,060,Montgomery County,9.39,NCL Christiansburg,60-603 Northfork Rd,23000,A,77%,1%,1%,1%,19%,1%,C,0.1110,A,1.0000,22000,A,2009,,46000,A,76%,1%,1%,1%,20%,1%,C,0.1006,A,0.5214,45000,A
120012,  IS,00081,S    ,I-81 SB, ,060,Montgomery County,060,Montgomery County,2.06,60-603 Northfork Rd,Roanoke County Line,23000,A,77%,1%,1%,1%,19%,1%,C,0.0898,A,1.0000,23000,A,2009,,48000,F,76%,1%,1%,1%,20%,1%,F,,,,47000,F
618202,  SR,00111,     ,VA 111,Cambria St,154,Town of Christiansburg,154,Town of Christiansburg,0.79,US 460,Ellett Rd,6700,G,96%,1%,1%,2%,1%,0%,C,0.1049,F,0.6061,7300,G,2009,,,,,,,,,,,,,,,
618181,  SR,00111,     ,VA 111,Cambria St,154,Town of Christiansburg,154,Town of Christiansburg,0.39,Ellett Rd,Depot St,6200,G,97%,1%,1%,1%,0%,0%,C,0.1138,F,0.5564,6700,G,2009,,,,,,,,,,,,,,,
618182,  SR,00111,     ,VA 111,Depot St,154,Town of Christiansburg,154,Town of Christiansburg,0.97,Cambria St,Park St,4300,G,97%,1%,1%,1%,1%,0%,F,0.1035,F,0.5394,4600,G,2009,,,,,,,,,,,,,,,
618191,  SR,00111,     ,VA 111,Depot St,154,Town of Christiansburg,154,Town of Christiansburg,0.11,Park St,US 11 Roanoke St,4800,G,97%,1%,1%,1%,1%,0%,C,0.1019,F,0.5863,5200,G,2009,,,,,,,,,,,,,,,
020354,  SR,00114,     ,VA 114,Peppers Ferry Blvd,060,Montgomery County,060,Montgomery County,1.02,Pulaski County Line,60-812,13000,G,,,,,,,X,,,,14000,G,2009,,,,,,,,,,,,,,,
020133,  SR,00114,     ,VA 114,Peppers Ferry Blvd,060,Montgomery County,060,Montgomery County,3.62,60-812 Centreville Rd,E 60-659 Vicker Switch Rd,11000,G,,,,,,,X,0.1061,F,0.5637,12000,G,2009,,,,,,,,,,,,,,,
020353,  SR,00114,     ,VA 114,Peppers Ferry Blvd,060,Montgomery County,060,Montgomery County,1.34,E 60-659 Vicker Switch Rd,WCL Christiansburg,12000,G,,,,,,,X,0.1171,F,0.6367,13000,G,2009,,,,,,,,,,,,,,,
618204,  SR,00114,     ,VA 114,Peppers Ferry Rd,154,Town of Christiansburg,154,Town of Christiansburg,0.91,WCL Christiansburg,Somerset St,13000,G,98%,0%,1%,1%,1%,0%,C,0.0963,F,0.5767,14000,G,2009,,,,,,,,,,,,,,,
618210,  SR,00114,     ,VA 114,Peppers Ferry Rd,154,Town of Christiansburg,154,Town of Christiansburg,0.53,Somerset St,Bus US 460,16000,F,98%,0%,0%,1%,1%,0%,C,0.1004,F,0.5830,18000,F,2009,,,,,,,,,,,,,,,
789580,  SR,00114,     ,VA 114,Peppers Ferry Rd,154,Town of Christiansburg,154,Town of Christiansburg,0.63,Bus US 460,US 460,13000,G,97%,0%,1%,1%,1%,0%,C,0.0963,F,0.5167,14000,G,2009,,,,,,,,,,,,,,,
020355,  SR,00177,     ,VA 177,Tyler Rd,060,Montgomery County,060,Montgomery County,2.33,"60-600 S, Tyler Rd",SCL Radford; Rock Rd,10000,G,98%,0%,1%,1%,1%,0%,C,0.0983,F,0.5745,11000,G,2009,,,,,,,,,,,,,,,
663139,  SR,00177,     ,VA 177,Tyler Ave,126,City of Radford,126,City of Radford,0.86,SCL Radford; Rock Rd,Auburn Ave,8300,G,98%,0%,1%,1%,1%,0%,F,0.0907,F,0.6273,9000,G,2009,,,,,,,,,,,,,,,
663119,  SR,00177,     ,VA 177,Tyler Ave,126,City of Radford,126,City of Radford,0.78,Auburn Ave,Adams St,11000,G,98%,0%,1%,1%,1%,0%,F,0.0993,F,0.6378,12000,G,2009,,,,,,,,,,,,,,,
663115,  SR,00177,     ,VA 177,Tyler Ave,126,City of Radford,126,City of Radford,0.44,Adams St,US 11 E Main St,9300,G,99%,0%,1%,0%,0%,0%,C,0.0850,F,0.5810,10000,G,2009,,,,,,,,,,,,,,,
020163,  SR,00232,     ,VA 232,W Main St,060,Montgomery County,060,Montgomery County,0.48,Ramp split at I-81 NB,SCL Radford,5400,G,96%,1%,1%,0%,2%,0%,F,0.0953,F,0.6339,5700,G,2009,,,,,,,,,,,,,,,
663103,  SR,00232,     ,VA 232,W Main St,126,City of Radford,126,City of Radford,2.71,SCL Radford,Bolling Street,5500,G,96%,1%,1%,0%,2%,0%,C,0.0945,F,0.5771,5900,G,2009,,,,,,,,,,,,,,,
663101,  SR,00232,     ,VA 232,First St,126,City of Radford,126,City of Radford,0.63,Bolling Street,Wadsworth St,7600,G,96%,1%,1%,0%,2%,0%,F,0.0937,F,0.5139,8300,G,2009,,,,,,,,,,,,,,,
663107,  SR,00232,     ,VA 232,First St,126,City of Radford,126,City of Radford,0.31,Wadsworth St,Arlington St,10000,G,96%,1%,1%,0%,2%,0%,F,0.0937,F,0.5069,11000,G,2009,,,,,,,,,,,,,,,
663108,  SR,00232,     ,VA 232,First St,126,City of Radford,126,City of Radford,0.20,Arlington St,US 11 Norwood St,12000,G,96%,1%,1%,0%,2%,0%,F,0.0887,F,0.5335,13000,G,2009,,,,,,,,,,,,,,,
790995,  SR,00314,     ,VA 314,Southgate Dr,150,Town of Blacksburg,060,Montgomery County,0.15,US 460,0.15 Mile E US 460,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
607200,  SR,00412,     ,VA 412,Prices Fork Rd,150,Town of Blacksburg,150,Town of Blacksburg,1.07,US 460,Toms Creek Rd,26000,G,98%,1%,1%,0%,0%,0%,C,0.0863,F,0.5799,29000,G,2009,,,,,,,,,,,,,,,
607205,  SR,00412,     ,VA 412,Prices Fork Rd,150,Town of Blacksburg,150,Town of Blacksburg,0.28,Toms Creek Rd,Main St,18000,G,98%,1%,1%,0%,0%,0%,F,0.0835,F,0.5221,19000,G,2009,,,,,,,,,,,,,,,
020359,  US,00460,     ,US 460,Pandapas Pond Rd,060,Montgomery County,060,Montgomery County,3.46,Giles County Line,NCL Blacksburg,13000,G,91%,0%,1%,1%,7%,0%,F,0.0958,F,0.6986,13000,G,2009,,,,,,,,,,,,,,,
020451,  US,00460,     ,US 460, ,150,Town of Blacksburg,060,Montgomery County,0.40,NCL Blacksburg,Bus US 460,13000,G,91%,0%,1%,1%,7%,0%,F,0.0958,F,0.6986,13000,G,2009,,,,,,,,,,,,,,,
781594,  US,00460,     ,US 460, ,150,Town of Blacksburg,060,Montgomery County,3.30,"Bus US 460, N Main St",SR 412 Prices Fork Rd,20000,F,93%,0%,1%,1%,5%,0%,C,0.0978,F,0.6136,21000,F,2009,,,,,,,,,,,,,,,
781947,  US,00460,     ,US 460, ,150,Town of Blacksburg,060,Montgomery County,2.97,SR 412 Prices Fork Rd,Southgate Dr,33000,F,95%,0%,1%,1%,3%,0%,C,0.0992,F,0.5581,35000,F,2009,,,,,,,,,,,,,,,
791001,  US,00460,     ,US 460, ,150,Town of Blacksburg,060,Montgomery County,0.72,BUS US 460,SCL Blacksburg,36000,G,95%,0%,1%,1%,3%,0%,F,0.0950,F,0.6350,38000,G,2009,,,,,,,,,,,,,,,
788294,  US,00460,     ,US 460, ,060,Montgomery County,060,Montgomery County,1.76,SCL Blacksburg,SR 114,36000,G,95%,0%,1%,1%,3%,0%,F,0.0950,F,0.6350,38000,G,2009,,,,,,,,,,,,,,,
020189,  US,00460,     ,US 460, ,060,Montgomery County,060,Montgomery County,0.95,SR 114 Peppers Ferry Rd,Bus US 460,36000,G,95%,0%,1%,1%,3%,0%,F,0.0979,F,0.6513,38000,G,2009,,,,,,,,,,,,,,,
020187,  US,00460,     ,US 460, ,060,Montgomery County,060,Montgomery County,2.53,Bus US 460,US 11 Roanoke St,33000,G,93%,1%,1%,1%,4%,0%,C,0.0954,F,0.5374,34000,G,2009,,,,,,,,,,,,,,,
020424,  US,00460,     ,,Roanoke St,154,Town of Christiansburg,060,Montgomery County,0.09,I-81,"Tower Rd, Hampton Rd",8300,N,96%,1%,1%,1%,1%,0%,N,0.0988,N,0.5410,9000,N,2009,,,,,,,,,,,,,,,
020423,  US,00460,     ,,Roanoke St,154,Town of Christiansburg,154,Town of Christiansburg,2.01,"Tower Rd, Hampton Rd",ECL Christiansburg,8300,G,96%,1%,1%,1%,1%,0%,F,0.0988,F,0.5410,9000,G,2009,,,,,,,,,,,,,,,
020343,  US,00460,     ,,Roanoke Rd,060,Montgomery County,060,Montgomery County,5.11,ECL Christiansburg,60-753 Old Town Rd,6800,G,95%,0%,1%,2%,2%,0%,F,0.0944,F,0.5218,7100,G,2009,,,,,,,,,,,,,,,
020342,  US,00460,     ,,Roanoke Rd,060,Montgomery County,060,Montgomery County,3.21,60-753 Old Town Rd,60-631 Brake Rd,7200,G,95%,0%,1%,2%,2%,0%,F,0.0916,F,0.6493,7600,G,2009,,,,,,,,,,,,,,,
020341,  US,00460,     ,,Roanoke Rd,060,Montgomery County,060,Montgomery County,2.43,60-631,Roanoke County Line,7700,F,95%,0%,1%,2%,2%,0%,C,0.0991,F,0.6573,8000,F,2009,,,,,,,,,,,,,,,
020480,C7US,00460,     ,Bus US 460,Main St,150,Town of Blacksburg,150,Town of Blacksburg,0.29,US 460; SCL Blacksburg,SCL Blacksburg,18000,N,98%,0%,1%,0%,0%,0%,N,0.0932,N,0.5891,19000,N,2009,,,,,,,,,,,,,,,
020455,C7US,00460,     ,Bus US 460,Main St,060,Montgomery County,060,Montgomery County,0.76,SCL Blacksburg,NCL Christiansburg,18000,G,98%,0%,1%,0%,0%,0%,F,0.0932,F,0.5891,19000,G,2009,,,,,,,,,,,,,,,
618208,C7US,00460,     ,Bus US 460,N Franklin St,154,Town of Christiansburg,060,Montgomery County,0.97,NCL Christiansburg,SR 114 Peppers Ferry Rd,21000,F,98%,0%,0%,0%,0%,0%,C,0.0978,F,0.6337,21000,F,2009,,,,,,,,,,,,,,,
618203,C7US,00460,     ,Bus US 460,N Franklin St,154,Town of Christiansburg,060,Montgomery County,0.66,SR 114 Peppers Ferry Rd,US 460,22000,G,98%,0%,1%,0%,0%,0%,F,,,,23000,G,2009,,,,,,,,,,,,,,,
020360,C7US,00460,     ,Bus US 460,N Franklin St,154,Town of Christiansburg,060,Montgomery County,0.18,US 460,WCL Christiansburg,19000,G,,,,,,,X,0.0901,N,0.5823,19000,G,2009,,,,,,,,,,,,,,,
618201,C7US,00460,     ,Bus US 460,N Franklin St,154,Town of Christiansburg,060,Montgomery County,0.11,WCL Christiansburg,SR 111 Cambria St,35000,G,98%,0%,1%,0%,0%,0%,F,0.0901,F,0.5823,38000,G,2009,,,,,,,,,,,,,,,
618184,C7US,00460,     ,Bus US 460,N Franklin St,154,Town of Christiansburg,154,Town of Christiansburg,1.38,SR 111 Cambria St,Depot St,25000,F,98%,0%,1%,0%,0%,0%,C,0.0884,F,0.5596,27000,F,2009,,,,,,,,,,,,,,,
618185,C7US,00460,     ,Bus US 460,N Franklin St,154,Town of Christiansburg,154,Town of Christiansburg,0.28,Depot St,"US 11, SR 8 Main St",10000,G,98%,0%,1%,0%,0%,0%,F,0.0872,F,0.5051,11000,G,2009,,,,,,,,,,,,,,,
618189,C7US,00460,     ,,E Main St,154,Town of Christiansburg,154,Town of Christiansburg,0.12,US 11 Main St,Roanoke St,7900,G,97%,0%,1%,1%,0%,0%,F,0.0838,F,0.6012,8500,G,2009,,,,,,,,,,,,,,,
618401,C7US,00460,     ,,Roanoke St,154,Town of Christiansburg,154,Town of Christiansburg,0.11,E Main St,Craig St,11000,G,97%,0%,1%,1%,0%,0%,F,0.0866,F,0.5166,11000,G,2009,,,,,,,,,,,,,,,
618111,C7US,00460,     ,,Roanoke St,154,Town of Christiansburg,154,Town of Christiansburg,0.98,Craig St,SR 111 Depot St,11000,G,97%,0%,1%,1%,0%,0%,F,0.0993,F,0.5606,12000,G,2009,,,,,,,,,,,,,,,
618192,C7US,00460,     ,,Roanoke St,154,Town of Christiansburg,154,Town of Christiansburg,0.86,SR 111 Depot St,US 460,15000,G,98%,0%,1%,0%,1%,0%,C,0.1028,F,0.6041,16000,G,2009,,,,,,,,,,,,,,,
607202,C8US,00460,     ,Bus US 460,Main St,150,Town of Blacksburg,150,Town of Blacksburg,1.01,US 460,Mount Tabor Rd,4600,G,98%,0%,1%,0%,0%,0%,F,0.1051,F,0.7070,5000,G,2009,,,,,,,,,,,,,,,
607201,C8US,00460,     ,Bus US 460,Main St,150,Town of Blacksburg,150,Town of Blacksburg,0.87,Mount Tabor Rd,Patrick Henry Dr,7800,G,98%,0%,1%,0%,0%,0%,C,0.1018,F,0.6359,8400,G,2009,,,,,,,,,,,,,,,
607204,C8US,00460,     ,Bus US 460,Main St,150,Town of Blacksburg,150,Town of Blacksburg,0.44,Patrick Henry Dr,Broce Dr,14000,G,98%,0%,1%,0%,0%,0%,F,0.0847,F,0.6125,15000,G,2009,,,,,,,,,,,,,,,
607195,C8US,00460,     ,Bus US 460,Main St,150,Town of Blacksburg,150,Town of Blacksburg,0.26,Broce Dr,Progress St,13000,G,98%,0%,1%,0%,0%,0%,F,0.0834,F,0.5288,14000,G,2009,,,,,,,,,,,,,,,
607196,C8US,00460,     ,Bus US 460,Main St,150,Town of Blacksburg,150,Town of Blacksburg,0.17,Progress St,Prices Fork Rd,17000,G,98%,0%,1%,0%,0%,0%,F,0.0826,F,0.5501,19000,G,2009,,,,,,,,,,,,,,,
607207,C8US,00460,     ,Bus US 460,Main St,150,Town of Blacksburg,150,Town of Blacksburg,0.53,Prices Fork Rd,Roanoke St,19000,G,98%,0%,1%,0%,0%,0%,F,0.0792,F,0.5388,20000,G,2009,,,,,,,,,,,,,,,
607188,C8US,00460,     ,Bus US 460,Main St,150,Town of Blacksburg,150,Town of Blacksburg,0.19,Roanoke St,Clay St,16000,G,98%,0%,1%,1%,0%,0%,F,0.0787,F,0.5007,18000,G,2009,,,,,,,,,,,,,,,
607206,C8US,00460,     ,Bus US 460,Main St,150,Town of Blacksburg,150,Town of Blacksburg,0.53,Clay St,Upland Rd,17000,G,98%,0%,1%,1%,0%,0%,F,0.0905,F,0.5101,19000,G,2009,,,,,,,,,,,,,,,
607187,C8US,00460,     ,Bus US 460,Main St,150,Town of Blacksburg,150,Town of Blacksburg,1.00,Upland Rd,Ellett Rd,20000,G,98%,0%,1%,0%,0%,0%,C,0.0903,F,0.5091,21000,G,2009,,,,,,,,,,,,,,,
607185,C8US,00460,     ,Bus US 460,Main St,150,Town of Blacksburg,150,Town of Blacksburg,1.43,Ellett Rd,US 460; SCL Blackburg,20000,G,98%,0%,1%,1%,0%,0%,C,0.0862,F,0.5328,22000,G,2009,,,,,,,,,,,,,,,
780314,  FR,00056,     ,FR 56,Peterson,060,Montgomery County,060,Montgomery County,0.46,60-605,Dead End,150,R,,,,,,,X,,,,,,01/16/2008,,,,,,,,,,,,,,,
780315,  FR,00057,     ,FR 57, ,060,Montgomery County,060,Montgomery County,0.37,SR 232,Dead End,6,R,,,,,,,X,,,,,,01/16/2008,,,,,,,,,,,,,,,
780316,  FR,00058,     ,FR 58,Bains Chapel,060,Montgomery County,060,Montgomery County,0.57,60-665 WEST,60-665 EAST,320,R,,,,,,,X,,,,,,01/16/2008,,,,,,,,,,,,,,,
780317,  FR,00059,     ,FR 59,Seven Mile Tree Rd,060,Montgomery County,060,Montgomery County,1.37,60-666 Mud Pike Rd,Dead End,250,R,,,,,,,X,,,,,,01/10/2008,,,,,,,,,,,,,,,
780318,  FR,00060,     ,FR 60,Flanagan Dr,060,Montgomery County,060,Montgomery County,0.76,SCL Christiansburg,0.76 MW of SCL,320,R,,,,,,,X,,,,,,12/05/2007,,,,,,,,,,,,,,,
785258,  FR,00060,     ,FR 60,Flanagan Dr,154,Town of Christiansburg,060,Montgomery County,0.04,0.76 MW of SCL,SR 8 Riner Rd,280,R,,,,,,,X,,,,,,01/30/2008,,,,,,,,,,,,,,,
