619010,C1US,00060,P    ,,Kesswick St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.14,Roxbury St,Main St,4100,G,98%,0%,0%,0%,1%,0%,C,0.0892,F,1.0000,4300,G,2009,,9000,G,98%,0%,1%,0%,1%,0%,F,,,,9500,G
619015,C1US,00060,P    ,,Main St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.07,Kesswick St,Ridgeway Street,4200,G,98%,0%,1%,0%,1%,0%,C,0.0861,F,0.0000,4400,G,2009,,9000,G,97%,1%,1%,0%,1%,0%,C,,,,9200,G
080324,  IS,00064,E    ,, ,105,Town of Clifton Forge,003,Alleghany County,1.55,WCL Clifton Forge,ECL Clifton Forge,6700,G,77%,1%,1%,1%,20%,1%,F,,,,6200,G,2009,,13000,G,77%,1%,1%,1%,20%,1%,F,,,,12000,G
880049,  IS,00064,W    ,, ,105,Town of Clifton Forge,003,Alleghany County,1.55,WCL Clifton Forge,ECL Clifton Forge,6100,G,77%,1%,1%,1%,20%,1%,F,,,,5800,G,2009,,13000,G,77%,1%,1%,1%,20%,1%,F,,,,12000,G
619015,  SR,00188,     ,,Main St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.07,Ridgeway St,Keswick St,4200,G,98%,0%,1%,0%,1%,0%,C,0.0861,F,0.0000,4400,G,2009,,9000,G,97%,1%,1%,0%,1%,0%,C,,,,9200,G
619014,  SR,00188,     ,VA 188,Main St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.05,"US 60 Par, Keswick St",McCormick Blvd,280,G,99%,0%,1%,0%,0%,0%,F,0.1380,F,1.0000,310,G,2009,,2700,G,95%,1%,2%,0%,1%,0%,F,,,,2900,G
619017,  SR,00188,     ,VA 188,McCormick Blvd,105,Town of Clifton Forge,105,Town of Clifton Forge,0.07,Main St,"SR 188 Par, Church St",280,G,98%,1%,1%,0%,0%,0%,C,0.1346,F,1.0000,300,G,2009,,1800,G,98%,0%,1%,1%,0%,0%,C,,,,1900,G
619016,  SR,00188,     ,VA 188,McCormick Blvd,105,Town of Clifton Forge,105,Town of Clifton Forge,0.23,"SR 188 Par, Church St",Lafayette St,780,G,99%,0%,1%,0%,0%,0%,C,0.1041,F,0.5698,850,G,2009,,,,,,,,,,,,,,,
619011,  SR,00188,     ,VA 188,Lafayette St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.07,McCormick Blvd,Rose Ave,250,G,99%,0%,1%,0%,0%,0%,C,0.1292,F,0.6615,270,G,2009,,,,,,,,,,,,,,,
619021,  SR,00188,     ,VA 188,Rose Ave,105,Town of Clifton Forge,105,Town of Clifton Forge,0.22,Lafayette St,Tremont St,610,G,97%,1%,2%,0%,0%,0%,C,0.1002,F,0.5156,670,G,2009,,,,,,,,,,,,,,,
619026,  SR,00188,     ,VA 188,Tremont St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.03,Rose Ave,Sioux Ave,610,G,97%,1%,2%,0%,0%,0%,C,0.1002,F,0.5156,670,G,2009,,,,,,,,,,,,,,,
619025,  SR,00188,     ,VA 188,Sioux Ave,105,Town of Clifton Forge,105,Town of Clifton Forge,0.17,Tremont St,105-3551 Sioux Ave,610,G,97%,1%,2%,0%,0%,0%,C,0.1002,F,0.5156,670,G,2009,,,,,,,,,,,,,,,
619024, 1SR,00188,P    ,,Ridgeway St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.07,Main St,Bus US 60 Commercial Ave,4900,G,97%,1%,2%,0%,1%,0%,C,0.0970,N,0.0000,4900,G,2009,,9000,G,97%,1%,1%,0%,1%,0%,C,,,,9200,G
619001, 1SR,00188,P    ,VA 188 Par,Commercial Ave,105,Town of Clifton Forge,105,Town of Clifton Forge,0.05,"Bus US 60, Bus US 220, E Ridgway St","Bus US 60 Par, Bus US 220 Par, Main Street",1400,G,97%,0%,1%,1%,0%,0%,F,0.1047,F,0.6598,1600,G,2009,,,,,,,,,,,,,,,
619003, 1SR,00188,P    ,VA 188 Par,Commercial Ave,105,Town of Clifton Forge,105,Town of Clifton Forge,0.06,"Bus US 60 Par, Bus US 220 Par, Main Street",Church Street,2400,G,95%,1%,3%,0%,1%,0%,C,0.0977,F,0.6759,2600,G,2009,,2700,G,95%,1%,2%,0%,1%,0%,F,,,,2900,G
180091, 1SR,00188,P    ,VA 188 Par,Church St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.07,Commercial Ave,SR 188 McCormick Blvd,1500,G,97%,0%,1%,1%,0%,0%,C,0.1073,F,0.6131,1500,G,2009,,1800,G,98%,0%,1%,1%,0%,0%,C,,,,1900,G
880049,  US,00220,     ,, ,105,Town of Clifton Forge,003,Alleghany County,1.55,ECL Clifton Forge,WCL Clifton Forge,6100,G,77%,1%,1%,1%,20%,1%,F,,,,5800,G,2009,,13000,G,77%,1%,1%,1%,20%,1%,F,,,,12000,G
080625,C1US,00220,     ,Bus US 220, ,105,Town of Clifton Forge,105,Town of Clifton Forge,0.70,SCL Clifton Forge,Bus US 60,1900,G,95%,0%,1%,1%,2%,0%,C,0.0987,F,0.5855,2000,G,2009,,,,,,,,,,,,,,,
619013,C1US,00220,     ,,Main St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.06,Bus US 60,B ST,6600,G,96%,1%,2%,0%,1%,0%,C,0.0904,F,0.0000,6900,G,2009,,,,,,,,,,,,,,,
619012,C1US,00220,     ,,Main St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.26,B ST,Ridgeway St,8000,G,97%,1%,1%,0%,1%,0%,C,0.0886,F,0.0000,8400,G,2009,,,,,,,,,,,,,,,
619015,C1US,00220,     ,,Main St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.07,Ridgeway St,Keswick St,4200,G,98%,0%,1%,0%,1%,0%,C,0.0861,F,0.0000,4400,G,2009,,9000,G,97%,1%,1%,0%,1%,0%,C,,,,9200,G
619010,C1US,00220,     ,,Kesswick St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.14,Main St,Roxbury St,4100,G,98%,0%,0%,0%,1%,0%,C,0.0892,F,1.0000,4300,G,2009,,9000,G,98%,0%,1%,0%,1%,0%,F,,,,9500,G
619022,C1US,00220,     ,,Roxbury St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.05,Keswick St,Ridgeway St,5700,G,98%,1%,1%,0%,1%,0%,C,0.0846,F,0.0000,5900,G,2009,,,,,,,,,,,,,,,
619019,C1US,00220,     ,,Ridgeway St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.61,Roxbury St,6th St,9000,G,98%,0%,1%,0%,0%,0%,C,0.0872,F,0.0000,9400,G,2009,,,,,,,,,,,,,,,
619018,C1US,00220,     ,,Ridgeway St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.27,6th St,WCL Clifton Forge,8300,G,98%,0%,1%,0%,0%,0%,F,0.0869,F,0.0000,8700,G,2009,,,,,,,,,,,,,,,
780444,  FR,00206,     ,FR 206, ,105,Town of Clifton Forge,003,Alleghany County,0.05,Dead End,Dead End,290,R,,,,,,,X,,,,,,07/24/2008,,,,,,,,,,,,,,,
780445,  FR,00207,     ,FR 207,Holly Hill Rd,105,Town of Clifton Forge,003,Alleghany County,0.34,105-3551 Sioux Ave,Dead End,80,R,,,,,,,X,,,,,,07/24/2008,,,,,,,,,,,,,,,
781617, 105,03550,     ,105-3550,Church St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.12,1SR 188-P Commercial Street,105-3553 Jefferson Ave,1900,G,99%,0%,1%,0%,0%,0%,C,0.1155,F,0.5651,2000,G,2009,,,,,,,,,,,,,,,
619002, 105,03550,     ,105-3550,Church St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.33,Jefferson St,A Street,1700,G,97%,1%,1%,0%,0%,0%,C,0.1132,F,0.6859,1800,G,2009,,,,,,,,,,,,,,,
619023, 105,03551,     ,105-3551,Sioux Ave,105,Town of Clifton Forge,105,Town of Clifton Forge,0.25,SR 188; I-64,NCL Clifton Forge; 03-606,520,G,98%,1%,1%,0%,0%,0%,C,0.1115,F,0.5439,540,G,2009,,,,,,,,,,,,,,,
619005, 105,03553,     ,105-3553,Jefferson Ave,105,Town of Clifton Forge,105,Town of Clifton Forge,0.06,US 60 Main St,Church Street,1900,G,98%,0%,1%,0%,1%,0%,C,0.0956,F,0.6440,2000,G,2009,,,,,,,,,,,,,,,
619006, 105,03553,     ,105-3553,Jefferson Avenue,105,Town of Clifton Forge,105,Town of Clifton Forge,0.21,Church St,Lowell St,2100,G,98%,1%,1%,0%,0%,0%,C,0.0909,F,0.5490,2200,G,2009,,,,,,,,,,,,,,,
619007, 105,03553,     ,105-3553,Jefferson Avenue,105,Town of Clifton Forge,105,Town of Clifton Forge,0.15,Lowell St,Kensington Ave,1900,G,98%,1%,1%,0%,0%,0%,C,0.0990,F,0.5635,2000,G,2009,,,,,,,,,,,,,,,
619008, 105,03553,     ,105-3553,Jefferson Avenue,105,Town of Clifton Forge,105,Town of Clifton Forge,0.31,Kensington Ave,Benton St,1400,G,99%,0%,0%,0%,0%,0%,C,0.1028,F,0.5696,1500,G,2009,,,,,,,,,,,,,,,
619009, 105,03553,     ,105-3553,Jefferson Avenue,105,Town of Clifton Forge,105,Town of Clifton Forge,0.09,Benton St,Ingalls St,1100,G,99%,0%,0%,0%,0%,0%,F,0.0958,F,0.5217,1200,G,2009,,,,,,,,,,,,,,,
619004, 105,03555,     ,105-3555,Ingalls St,105,Town of Clifton Forge,105,Town of Clifton Forge,1.15,Main Street,Jefferson Ave,620,G,97%,1%,1%,0%,0%,0%,C,0.0957,F,0.5385,650,G,2009,,,,,,,,,,,,,,,
519001, 105,00000,     ,105-0,A St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.00,Church St,US 60,1500,G,98%,1%,1%,0%,0%,0%,C,0.0975,F,0.0000,1500,G,2009,,,,,,,,,,,,,,,
519003, 105,00000,     ,105-0,A St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.00,NCSX RR,US 60 Main Street,2500,G,96%,1%,1%,0%,2%,0%,C,0.0969,F,0.5723,2500,G,2009,,,,,,,,,,,,,,,
519007, 105,00000,     ,105-0,Alleghany St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.00,3rd St,2nd St,170,G,,,,,,,X,,,,170,G,2009,,,,,,,,,,,,,,,
519005, 105,00000,     ,105-0,Chestnut St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.00,Oak Hill Avenue,ECL Clifton Forge,350,G,,,,,,,X,,,,350,G,2009,,,,,,,,,,,,,,,
519010, 105,00000,     ,105-0,Church St,105,Town of Clifton Forge,105,Town of Clifton Forge,0.00,Rose Ave,McCormick Blvd,1500,G,98%,1%,1%,0%,0%,0%,C,0.0957,F,0.0000,1500,G,2009,,,,,,,,,,,,,,,
519009, 105,00000,     ,105-0,Commercial Avenue,105,Town of Clifton Forge,105,Town of Clifton Forge,0.00,Revere St,I-64,320,G,,,,,,,X,0.1173,F,0.5366,320,G,2009,,,,,,,,,,,,,,,
519004, 105,00000,     ,105-0,Jefferson Ave,105,Town of Clifton Forge,105,Town of Clifton Forge,0.00,Ingalls St,Jackson Street,620,G,,,,,,,X,0.0976,F,0.5238,620,G,2009,,,,,,,,,,,,,,,
519008, 105,00000,     ,105-0,Oak Hill Avenue,105,Town of Clifton Forge,105,Town of Clifton Forge,0.00,US 60,Chestnut Street,1300,G,,,,,,,X,0.1008,F,0.6113,1300,G,2009,,,,,,,,,,,,,,,
519006, 105,00000,     ,105-0,Rose Ave,105,Town of Clifton Forge,105,Town of Clifton Forge,0.00,Church St,Lafayette St,1200,G,,,,,,,X,,,,1200,G,2009,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
