611105,T US,00011,     ,,Goode St,102,City of Bristol,102,City of Bristol,0.21,SR 381 Commonwealth Ave,102-3305 Piedmont Ave,1100,G,97%,0%,1%,1%,1%,0%,F,0.1061,F,0.6860,1200,G,2009,,,,,,,,,,,,,,,
611106,T US,00011,     ,,Cumberland St,102,City of Bristol,102,City of Bristol,0.34,102-3305 Piedmont Ave,State St,2800,G,97%,0%,1%,1%,1%,0%,C,0.0914,F,0.6127,3000,G,2009,,,,,,,,,,,,,,,
611144,T US,00011,     ,,Randall St,102,City of Bristol,102,City of Bristol,0.93,US 421 Cumberland St,SR 113 Moore St; Oakview Ave,6100,G,98%,0%,1%,1%,1%,0%,C,0.0900,F,0.5164,6700,G,2009,,,,,,,,,,,,,,,
611171,T US,00011,     ,,Moore St,102,City of Bristol,102,City of Bristol,0.12,Cumberland St,Euclid Ave,8200,G,97%,1%,1%,0%,1%,0%,F,0.0881,F,0.5487,8900,G,2009,,,,,,,,,,,,,,,
611113,  US,00019,     ,,Commonwealth Ave,102,City of Bristol,102,City of Bristol,0.23,State St; Tennessee State Line,SR 113 Cumberland Ave,15000,G,93%,1%,1%,1%,4%,0%,F,0.0868,F,0.5500,17000,G,2009,,,,,,,,,,,,,,,
611138,  US,00019,     ,,Commonwealth Ave,102,City of Bristol,102,City of Bristol,0.16,SR 113 Cumberland Ave,SR 133 Par Sycamore St,22000,G,97%,0%,1%,0%,2%,0%,F,0.0833,F,0.5439,23000,G,2009,,,,,,,,,,,,,,,
611123,  US,00019,     ,,Commonwealth Ave,102,City of Bristol,102,City of Bristol,0.19,SR 133 Par Sycamore St,US 11 Euclid Ave,21000,G,97%,0%,1%,0%,2%,0%,F,0.0887,F,0.6191,22000,G,2009,,,,,,,,,,,,,,,
611126,  US,00019,     ,,Euclid Ave,102,City of Bristol,102,City of Bristol,0.48,SR 381 Commonwealth Ave,Piedmont Ave,8100,G,99%,0%,1%,0%,0%,0%,F,0.0852,F,0.5246,8800,G,2009,,,,,,,,,,,,,,,
611130,  US,00019,     ,,Euclid Ave,102,City of Bristol,102,City of Bristol,0.56,Piedmont Ave,Moore St,6500,G,99%,0%,1%,0%,0%,0%,C,0.0962,F,0.5180,7000,G,2009,,,,,,,,,,,,,,,
611131,  US,00019,     ,,Lee Highway,102,City of Bristol,102,City of Bristol,0.48,Moore St,Valley Dr,14000,G,99%,0%,1%,0%,0%,0%,F,0.0924,F,0.5111,15000,G,2009,,,,,,,,,,,,,,,
611145,  US,00019,     ,,Lee Highway,102,City of Bristol,102,City of Bristol,1.26,Valley Dr,Overhill Rd,13000,G,99%,0%,1%,0%,0%,0%,F,0.0869,F,0.5140,14000,G,2009,,,,,,,,,,,,,,,
611149,  US,00019,     ,,Lee Highway,102,City of Bristol,102,City of Bristol,1.36,Ramp to I-81,Bonham Rd,17000,G,98%,0%,0%,0%,1%,0%,F,0.0865,F,0.5146,18000,G,2009,,,,,,,,,,,,,,,
611163,  US,00019,     ,,Lee Highway,102,City of Bristol,102,City of Bristol,0.51,Bonham Rd,Old Airport Rd,17000,G,98%,0%,0%,0%,1%,0%,F,0.0878,F,0.5074,19000,G,2009,,,,,,,,,,,,,,,
784863,  US,00019,     ,,Lee Highway,102,City of Bristol,102,City of Bristol,0.68,Old Airport Rd,NCL Bristol,16000,G,98%,0%,0%,0%,1%,0%,F,0.0918,F,0.5616,17000,G,2009,,,,,,,,,,,,,,,
611105,T US,00019,     ,,Goode St,102,City of Bristol,102,City of Bristol,0.21,SR 381 Commonwealth Ave,102-3305 Piedmont Ave,1100,G,97%,0%,1%,1%,1%,0%,F,0.1061,F,0.6860,1200,G,2009,,,,,,,,,,,,,,,
611106,T US,00019,     ,,Cumberland St,102,City of Bristol,102,City of Bristol,0.34,102-3305 Piedmont Ave,Truck US 11 Randall St,2800,G,97%,0%,1%,1%,1%,0%,C,0.0914,F,0.6127,3000,G,2009,,,,,,,,,,,,,,,
611144,T US,00019,     ,,Randall St,102,City of Bristol,102,City of Bristol,0.93,State St,Cumberland St,6100,G,98%,0%,1%,1%,1%,0%,C,0.0900,F,0.5164,6700,G,2009,,,,,,,,,,,,,,,
611171,T US,00019,     ,,Moore St,102,City of Bristol,102,City of Bristol,0.12,Oakview Ave,Euclid Ave,8200,G,97%,1%,1%,0%,1%,0%,F,0.0881,F,0.5487,8900,G,2009,,,,,,,,,,,,,,,
611170,  US,00058,     ,,Gate City Hwy,102,City of Bristol,095,Washington County,0.50,WCL Bristol,I-81; US 421,4800,G,98%,0%,1%,0%,1%,0%,C,0.0956,F,0.6233,5200,G,2009,,,,,,,,,,,,,,,
010397,  US,00058,     ,, ,102,City of Bristol,095,Washington County,2.44,US 58; US 421,I-381,19000,G,75%,1%,1%,1%,21%,1%,F,,,,17000,G,2009,,37000,G,77%,1%,1%,1%,20%,1%,F,,,,40000,G
010574,  US,00058,     ,, ,102,City of Bristol,095,Washington County,1.39,I-381,"US 11, US 19",25000,G,75%,1%,1%,1%,21%,1%,F,,,,12000,G,2009,,49000,G,77%,1%,1%,1%,20%,1%,F,,,,34000,G
010595,  US,00058,     ,, ,102,City of Bristol,095,Washington County,2.13,"US 11, US 19",Old Airport Rd,25000,F,75%,1%,1%,1%,21%,1%,F,0.0935,B,1.0000,25000,F,2009,,50000,F,77%,1%,1%,1%,20%,1%,F,0.0933,B,0.5183,50000,F
010398,  US,00058,     ,, ,102,City of Bristol,095,Washington County,0.93,Old Airport Rd,NCL Bristol,23000,F,75%,1%,1%,1%,21%,1%,F,0.0918,B,1.0000,24000,F,2009,,46000,F,77%,1%,1%,1%,20%,1%,F,0.0944,B,0.5512,47000,F
010186,  IS,00081,N    ,I-81 NB, ,102,City of Bristol,095,Washington County,0.61,SCL Bristol,"US 58, US 421 Gate City Hwy",17000,A,75%,1%,1%,1%,21%,1%,C,0.0986,A,1.0000,18000,A,2009,,34000,A,77%,1%,1%,1%,20%,1%,C,,,,34000,A
010397,  IS,00081,N    ,, ,102,City of Bristol,095,Washington County,2.44,"US 58, US 421 Gate City Hwy",I-381,19000,G,75%,1%,1%,1%,21%,1%,F,,,,17000,G,2009,,37000,G,77%,1%,1%,1%,20%,1%,F,,,,40000,G
010574,  IS,00081,N    ,, ,102,City of Bristol,095,Washington County,1.39,I-381,"US 11, US 19",25000,G,75%,1%,1%,1%,21%,1%,F,,,,12000,G,2009,,49000,G,77%,1%,1%,1%,20%,1%,F,,,,34000,G
010595,  IS,00081,N    ,, ,102,City of Bristol,095,Washington County,2.13,"US 11, US 19",Old Airport Rd,25000,F,75%,1%,1%,1%,21%,1%,F,0.0935,B,1.0000,25000,F,2009,,50000,F,77%,1%,1%,1%,20%,1%,F,0.0933,B,0.5183,50000,F
010398,  IS,00081,N    ,, ,102,City of Bristol,095,Washington County,0.93,Old Airport Rd,NCL Bristol,23000,F,75%,1%,1%,1%,21%,1%,F,0.0918,B,1.0000,24000,F,2009,,46000,F,77%,1%,1%,1%,20%,1%,F,0.0944,B,0.5512,47000,F
786967,  IS,00081,N003A,I-81 NB Exit 003A,Ramp I-81 N Exit 3 to I-381 S,102,City of Bristol,095,Washington County,0.30,I-81 N,I-381 S,670,G,96%,0%,1%,0%,2%,0%,F,,,,360,G,2009,,1500,G,97%,0%,1%,0%,2%,0%,F,,,,730,G
110049,  IS,00081,S    ,I-81 SB, ,102,City of Bristol,095,Washington County,0.16,SCL Bristol,"US 58, US 421 Gate City Hwy",17000,A,78%,1%,1%,1%,18%,1%,C,0.1021,A,1.0000,17000,A,2009,,34000,A,77%,1%,1%,1%,20%,1%,C,,,,34000,A
110031,  IS,00081,S    ,, ,102,City of Bristol,095,Washington County,3.58,"US 58, US 421 Gate City Hwy",I-381,18000,G,78%,1%,1%,1%,18%,1%,F,,,,22000,G,2009,,37000,G,77%,1%,1%,1%,20%,1%,F,,,,40000,G
110030,  IS,00081,S    ,, ,102,City of Bristol,095,Washington County,1.25,I-381,"US 11, US 19",24000,G,78%,1%,1%,1%,18%,1%,F,,,,22000,G,2009,,49000,G,77%,1%,1%,1%,20%,1%,F,,,,34000,G
110029,  IS,00081,S    ,, ,102,City of Bristol,095,Washington County,1.99,"US 11, US 19",Old Airport Rd,25000,F,78%,1%,1%,1%,18%,1%,F,0.0965,B,1.0000,25000,F,2009,,50000,F,77%,1%,1%,1%,20%,1%,F,0.0933,B,0.5183,50000,F
110028,  IS,00081,S    ,, ,102,City of Bristol,095,Washington County,0.50,Old Airport Rd,NCL Bristol,23000,F,78%,1%,1%,1%,18%,1%,F,0.1019,B,1.0000,23000,F,2009,,46000,F,77%,1%,1%,1%,20%,1%,F,0.0944,B,0.5512,47000,F
787069,  IS,00081,S007A,I-81 SB Exit 007A,Ramp I-81 S Exit 7 to Old Airport Rd,102,City of Bristol,095,Washington County,0.19,I-81 S,Old Airport Rd,5500,F,,,,,,,X,0.1107,B,1.0000,5600,F,2009,,,,,,,,,,,,,,,
611114,  SR,00113,     ,VA 113,Cumberland St,102,City of Bristol,102,City of Bristol,0.28,Commonwealth Ave,US 421 Piedmont Ave,2200,G,97%,1%,1%,1%,1%,0%,C,0.0957,F,0.5537,2400,G,2009,,3000,G,97%,1%,1%,1%,1%,0%,C,,,,3200,G
611116,  SR,00113,     ,VA 113,Piedmont Ave,102,City of Bristol,102,City of Bristol,0.08,Cumberland St,"SR 113 P, Sycamore St",3200,G,97%,1%,1%,0%,1%,0%,F,0.1001,F,0.5339,3500,G,2009,,4100,G,97%,1%,1%,0%,1%,0%,F,,,,4400,G
611120,  SR,00113,     ,VA 113,Piedmont Ave,102,City of Bristol,102,City of Bristol,0.25,"SR 113 P, Sycamore Ave",Oakview Ave,3000,G,97%,1%,1%,0%,1%,0%,F,0.0933,F,0.5435,3200,G,2009,,,,,,,,,,,,,,,
611129,  SR,00113,     ,VA 113,Oakview Ave,102,City of Bristol,102,City of Bristol,0.60,Piedmont Ave,Moore St,2400,G,97%,1%,1%,0%,1%,0%,C,0.0976,F,0.5328,2600,G,2009,,,,,,,,,,,,,,,
611171,  SR,00113,     ,,Moore St,102,City of Bristol,102,City of Bristol,0.12,Oakview Ave,Euclid Ave,8200,G,97%,1%,1%,0%,1%,0%,F,0.0881,F,0.5487,8900,G,2009,,,,,,,,,,,,,,,
611115, 1SR,00113,P    ,VA 113 Par,Sycamore St,102,City of Bristol,102,City of Bristol,0.40,SR 381 Commonwealth Ave,Piedmont Ave,820,G,98%,0%,1%,0%,0%,0%,C,0.0995,F,0.5100,890,G,2009,,3000,G,97%,1%,1%,1%,1%,0%,C,,,,3200,G
010406,  IS,00381,N    ,I-381 NB, ,102,City of Bristol,095,Washington County,1.14,SR 381 Commonwealth Ave,I-81,8000,A,97%,0%,1%,0%,2%,0%,C,0.1098,A,1.0000,8400,A,2009,,16000,A,97%,0%,1%,0%,2%,0%,C,0.1035,A,0.5458,16000,A
010504,  IS,00381,N    ,I-381 NB,Ramp I-381 N to I-81 N,102,City of Bristol,095,Washington County,0.25,I-381 N,I-81 N,7200,G,97%,0%,1%,0%,2%,0%,F,0.1098,N,1.0000,15000,G,2009,,14000,G,97%,0%,1%,0%,2%,0%,F,,,,41000,G
787172,  IS,00381,N001A,I-381 NB Exit 001A,Ramp I-381 N to I-81 S,102,City of Bristol,095,Washington County,0.31,I-381 N,I-81 S,810,G,97%,0%,1%,0%,2%,0%,F,,,,370,G,2009,,1500,G,97%,0%,1%,0%,2%,0%,F,,,,730,G
110045,  IS,00381,S    ,I-381 SB, ,102,City of Bristol,095,Washington County,1.06,SR 381 Commonwealth Ave,I-81,7600,A,96%,0%,1%,0%,2%,0%,C,0.1082,A,1.0000,8000,A,2009,,16000,A,97%,0%,1%,0%,2%,0%,C,0.1035,A,0.5458,16000,A
110067,  IS,00381,S    ,I-381 SB,Ramp I-381 S from I-81 S,102,City of Bristol,095,Washington County,0.61,I-381 S,I-81 S,7100,G,96%,0%,1%,0%,2%,0%,F,0.1082,N,1.0000,26000,G,2009,,14000,G,97%,0%,1%,0%,2%,0%,F,,,,41000,G
611113,  SR,00381,     ,,Commonwealth Ave,102,City of Bristol,102,City of Bristol,0.23,State St; Tennessee State Line,SR 113 Cumberland St,15000,G,93%,1%,1%,1%,4%,0%,F,0.0868,F,0.5500,17000,G,2009,,,,,,,,,,,,,,,
611138,  SR,00381,     ,,Commonwealth Ave,102,City of Bristol,102,City of Bristol,0.16,SR 113 Cumberland St,SR 133 Par; Sycamore St,22000,G,97%,0%,1%,0%,2%,0%,F,0.0833,F,0.5439,23000,G,2009,,,,,,,,,,,,,,,
611123,  SR,00381,     ,,Commonwealth Ave,102,City of Bristol,102,City of Bristol,0.19,SR 133 Par; Sycamore St,US 11 Euclid Ave,21000,G,97%,0%,1%,0%,2%,0%,F,0.0887,F,0.6191,22000,G,2009,,,,,,,,,,,,,,,
611125,  SR,00381,     ,VA 381,Commonwealth Ave,102,City of Bristol,102,City of Bristol,0.63,US 11 Euclid Ave,Keys St; I-381,20000,G,97%,0%,1%,0%,2%,0%,F,0.0903,F,0.5224,21000,G,2009,,,,,,,,,,,,,,,
611170,  US,00421,     ,,Gate City Hwy,102,City of Bristol,095,Washington County,0.50,WCL Bristol,US 58; I-81,4800,G,98%,0%,1%,0%,1%,0%,C,0.0956,F,0.6233,5200,G,2009,,,,,,,,,,,,,,,
010408,  US,00421,     ,US 421,Gate City Hwy,102,City of Bristol,095,Washington County,0.21,US 58; I-81,Island Rd,8600,G,98%,0%,1%,0%,1%,0%,C,0.0911,F,0.5529,9300,G,2009,,,,,,,,,,,,,,,
010551,  US,00421,     ,US 421,Gate City Hwy,102,City of Bristol,102,City of Bristol,0.80,Island Rd,W US 11 N Euclid Ave; W State St,8300,G,98%,0%,1%,0%,1%,0%,F,0.0956,F,0.5985,9000,G,2009,,,,,,,,,,,,,,,
611102,  US,00421,     ,,Euclid Ave,102,City of Bristol,102,City of Bristol,0.75,W US 11,Vance St,13000,G,99%,0%,1%,0%,0%,0%,F,0.0831,F,0.5272,14000,G,2009,,,,,,,,,,,,,,,
611173,  US,00421,     ,,Euclid Ave,102,City of Bristol,102,City of Bristol,0.19,Vance St,Bob Morrison Blvd,14000,G,99%,0%,1%,0%,0%,0%,F,0.0819,F,0.5036,15000,G,2009,,,,,,,,,,,,,,,
611124,  US,00421,     ,,Euclid Ave,102,City of Bristol,102,City of Bristol,0.18,Bob Morrison Blvd,E RT 11,15000,G,99%,0%,1%,0%,0%,0%,F,0.0840,F,0.5221,16000,G,2009,,,,,,,,,,,,,,,
611123,  US,00421,     ,,Commonwealth Ave,102,City of Bristol,102,City of Bristol,0.19,E RT 11,SR 133 Par Sycamore St,21000,G,97%,0%,1%,0%,2%,0%,F,0.0887,F,0.6191,22000,G,2009,,,,,,,,,,,,,,,
611138,  US,00421,     ,,Commonwealth Ave,102,City of Bristol,102,City of Bristol,0.16,SR 133 Par Sycamore St,SR 113 Cumberland Ave,22000,G,97%,0%,1%,0%,2%,0%,F,0.0833,F,0.5439,23000,G,2009,,,,,,,,,,,,,,,
611113,  US,00421,     ,,Commonwealth Ave,102,City of Bristol,102,City of Bristol,0.23,SR 113 Cumberland Ave,<< Invalid Overlap >>,15000,G,93%,1%,1%,1%,4%,0%,F,0.0868,F,0.5500,17000,G,2009,,,,,,,,,,,,,,,
611105,  US,00421,     ,,Goode St,102,City of Bristol,102,City of Bristol,0.21,SR 381 Commonwealth Ave,102-3305 Piedmont Ave,1100,G,97%,0%,1%,1%,1%,0%,F,0.1061,F,0.6860,1200,G,2009,,,,,,,,,,,,,,,
611106,  US,00421,     ,,Cumberland St,102,City of Bristol,102,City of Bristol,0.34,102-3305 Piedmont Ave,Truck US 11 Randall St,2800,G,97%,0%,1%,1%,1%,0%,C,0.0914,F,0.6127,3000,G,2009,,,,,,,,,,,,,,,
611107,  US,00421,     ,US 421,Randall St,102,City of Bristol,102,City of Bristol,0.28,Truck US 11; Cumberland St,State St; Tennessee State Line,10000,G,97%,0%,1%,1%,1%,0%,F,0.0915,F,0.5989,11000,G,2009,,,,,,,,,,,,,,,
780295,  FR,00035,     ,FR 35, ,102,City of Bristol,095,Washington County,0.60,Dead End,Dead End,190,R,,,,,,,X,,,,,,09/03/2008,,,,,,,,,,,,,,,
611501, 102,00001,     ,102-1,Benham Rd,102,City of Bristol,102,City of Bristol,0.10,Island Rd,NCL Bristol,5000,G,99%,0%,1%,0%,0%,0%,F,0.0906,F,0.6469,5400,G,2009,,,,,,,,,,,,,,,
611108, 102,00002,     ,102-2,Goodson St,102,City of Bristol,102,City of Bristol,0.36,State St,Mary St,2800,G,97%,0%,1%,1%,0%,0%,C,0.0944,F,0.5776,3100,G,2009,,,,,,,,,,,,,,,
793533, 102,00003,     ,102-3,Island St,102,City of Bristol,102,City of Bristol,1.01,US 421 Gate City Hwy,Wagner Rd,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
795467, 102,00003,     ,102-3,Island St,102,City of Bristol,102,City of Bristol,0.85,Wagner Rd,Nininger Rd,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
795468, 102,00003,     ,102-3,Island St,102,City of Bristol,102,City of Bristol,0.12,Nininger Rd,Commonwealth Ave Ext,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
795469, 102,00003,     ,102-3,Island St,102,City of Bristol,102,City of Bristol,0.38,Commonwealth Ave Ext,102-8 Pittstown Rd,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
793534, 102,00004,     ,102-4,Osborne St,102,City of Bristol,102,City of Bristol,0.56,US 421 Gate City Hwy,102-13 Page St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
611502, 102,00005,     ,102-5,Commonwealth Ave Extension,102,City of Bristol,102,City of Bristol,0.33,Keys St,Pittstown Rd,3100,G,99%,0%,1%,0%,0%,0%,C,0.0923,F,0.6114,3400,G,2009,,,,,,,,,,,,,,,
611509, 102,00006,     ,102-6,Glenway Ave,102,City of Bristol,102,City of Bristol,0.42,Commonwealth Ave,Piedmont Ave,3100,G,99%,0%,0%,0%,0%,0%,C,0.0994,F,0.5014,3400,G,2009,,,,,,,,,,,,,,,
611141, 102,00008,     ,102-8,Pittstown Rd,102,City of Bristol,102,City of Bristol,0.45,Commonwealth Ave Extension,Island Rd,2900,G,99%,0%,1%,0%,0%,0%,C,0.0929,F,0.6334,3100,G,2009,,,,,,,,,,,,,,,
611510, 102,00009,     ,102-9,Randolph Ave,102,City of Bristol,102,City of Bristol,0.22,Vance St,Wagner Rd,3100,G,99%,0%,1%,0%,0%,0%,F,0.0954,F,0.5276,3400,G,2009,,,,,,,,,,,,,,,
611143, 102,00009,     ,102-9,Randolph Ave,102,City of Bristol,102,City of Bristol,0.51,Wagner Rd,Spurgeon Lane,3900,G,99%,0%,1%,0%,0%,0%,C,0.0935,F,0.5104,4200,G,2009,,,,,,,,,,,,,,,
611504, 102,00010,     ,102-10,Rhode Island Rd,102,City of Bristol,102,City of Bristol,0.35,Fairview St,Texas Ave,1400,G,97%,1%,1%,0%,1%,0%,C,0.1076,F,0.6199,1500,G,2009,,,,,,,,,,,,,,,
611506, 102,00011,     ,102-11,Spurgeon Ln,102,City of Bristol,102,City of Bristol,0.12,Randolph Ave,Commonwealth Ave,4400,G,99%,0%,1%,0%,0%,0%,F,0.0880,F,0.5081,4800,G,2009,,,,,,,,,,,,,,,
611508, 102,00012,     ,102-12,Texas St,102,City of Bristol,102,City of Bristol,0.49,Rhode Island Ave,E Valley Dr,2000,G,98%,1%,1%,0%,0%,0%,C,0.1007,F,0.6017,2100,G,2009,,,,,,,,,,,,,,,
611142, 102,00013,     ,102-13,Vance St,102,City of Bristol,102,City of Bristol,0.13,US 11 Euclid Ave,Randolph St,2300,G,99%,0%,1%,0%,0%,0%,C,0.0964,F,0.5199,2500,G,2009,,,,,,,,,,,,,,,
611146, 102,00013,     ,102-13,Vance St,102,City of Bristol,102,City of Bristol,0.32,Randolph St,Page St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
611156, 102,00013,     ,102-13,Page St,102,City of Bristol,102,City of Bristol,0.12,Vance St,102-4 Osborne St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
793535, 102,00014,     ,102-14,Catherine St,102,City of Bristol,102,City of Bristol,0.58,US 421 Gate City Hwy,102-13 Vance St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
793536, 102,00015,     ,102-15, ,102,City of Bristol,102,City of Bristol,0.23,SR 113 Piedmont Ave,Truck US 11,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
611103, 102,03300,     ,102-3300,State St,102,City of Bristol,102,City of Bristol,0.55,US 11 Euclid Ave,Peters St,15000,G,98%,0%,1%,0%,1%,0%,C,0.0804,F,0.5194,16000,G,2009,,,,,,,,,,,,,,,
611104, 102,03300,     ,102-3300,State St,102,City of Bristol,102,City of Bristol,0.67,Peters St,SR 381 Commonwealth Ave,14000,G,98%,0%,1%,0%,1%,0%,F,0.0863,F,1.0000,16000,G,2009,,,,,,,,,,,,,,,
781608, 102,03300,     ,102-3300,State St,102,City of Bristol,102,City of Bristol,0.43,SR 381 Commonwealth Ave,Edgemont Ave,10000,G,98%,0%,1%,0%,1%,0%,F,0.0857,F,0.5005,11000,G,2009,,,,,,,,,,,,,,,
611133, 102,03301,     ,102-3301,Bob Morrison Blvd,102,City of Bristol,102,City of Bristol,0.45,W State St,US 11 W Euclid Ave,2900,G,98%,0%,1%,1%,1%,0%,C,0.0960,F,0.5810,3100,G,2009,,,,,,,,,,,,,,,
781609, 102,03305,     ,102-3305,Piedmont Ave,102,City of Bristol,102,City of Bristol,0.05,102-3300 State St,US 421 Goode St,3900,G,99%,0%,1%,0%,0%,0%,F,0.0926,F,0.6331,4200,G,2009,,,,,,,,,,,,,,,
611122, 102,03305,     ,102-3305,Piedmont Ave,102,City of Bristol,102,City of Bristol,0.15,Oakview Ave,Highland Ave,2000,G,99%,0%,1%,0%,0%,0%,C,0.1160,F,0.5821,2200,G,2009,,,,,,,,,,,,,,,
611127, 102,03305,     ,102-3305,Piedmont Ave,102,City of Bristol,102,City of Bristol,0.15,Highland Ave,US 11 Euclid Ave,4100,G,99%,0%,1%,0%,0%,0%,F,0.0995,F,0.5893,4500,G,2009,,,,,,,,,,,,,,,
611111, 102,03307,     ,102-3307,Moore St,102,City of Bristol,102,City of Bristol,0.41,US 421,Cumberland St,810,G,99%,0%,0%,0%,0%,0%,C,0.1263,F,1.0000,880,G,2009,,,,,,,,,,,,,,,
611128, 102,03307,     ,102-3307,Moore St,102,City of Bristol,102,City of Bristol,0.43,Mary St,Oakview St,1500,G,99%,0%,0%,0%,0%,0%,F,0.0868,F,0.6078,1600,G,2009,,,,,,,,,,,,,,,
611119, 102,03308,     ,102-3308,Fairview St,102,City of Bristol,102,City of Bristol,0.27,Mary St,Rhode Island Ave,3000,G,96%,1%,2%,1%,0%,0%,F,0.1000,F,0.6019,3300,G,2009,,,,,,,,,,,,,,,
611174, 102,03308,     ,102-3308,Massachusetts Ave,102,City of Bristol,102,City of Bristol,0.37,Rhode Island Ave,Texas Ave,2000,G,96%,1%,2%,1%,0%,0%,C,0.1095,F,0.5970,2200,G,2009,,,,,,,,,,,,,,,
611175, 102,03308,     ,102-3308,Massachusetts Ave,102,City of Bristol,102,City of Bristol,0.15,Texas Ave,Hillside Ave,2000,N,96%,1%,2%,1%,0%,0%,N,0.1095,N,0.5970,2200,N,2009,,,,,,,,,,,,,,,
611512, 102,03308,     ,102-3308,Kings Mill Pike,102,City of Bristol,102,City of Bristol,0.46,Hillside Ave,E Valley Dr,3600,G,97%,1%,1%,1%,1%,0%,F,0.0991,F,0.5180,3900,G,2009,,,,,,,,,,,,,,,
611152, 102,03308,     ,102-3308,Kings Mill Pike,102,City of Bristol,102,City of Bristol,1.12,Valley Dr,Old Airport Rd,5600,G,97%,1%,1%,1%,1%,0%,C,0.0956,F,0.5591,6100,G,2009,,,,,,,,,,,,,,,
