050401,  SR,00031,     ,VA 31,Rolfe Hwy,090,Surry County,090,Surry County,7.47,ECL Dendron,"SR 10 S, Colonial Trail",1500,N,96%,1%,1%,1%,1%,0%,N,0.0948,N,0.5764,1500,N,2009,,,,,,,,,,,,,,,
050358,  SR,00031,     ,,Colonial Trail,090,Surry County,090,Surry County,0.47,S SR 10,SCL Surry,4300,F,93%,0%,1%,1%,5%,0%,F,0.0894,F,0.5588,4500,F,2009,,,,,,,,,,,,,,,
050387,  SR,00031,     ,,Colonial Trail,308,Town of Surry,090,Surry County,0.57,SCL Surry,N SR 10,4300,N,93%,0%,1%,1%,5%,0%,N,0.0894,N,0.5588,4500,N,2009,,,,,,,,,,,,,,,
050032,  SR,00031,     ,VA 31,Rolfe Hwy,308,Town of Surry,090,Surry County,0.41,"SR 10 N, Colonial Trail",NCL Surry,2000,F,97%,1%,0%,1%,0%,0%,C,0.1053,F,0.6479,2000,F,2009,,,,,,,,,,,,,,,
050033,  SR,00031,     ,VA 31,Rolfe Hwy,090,Surry County,090,Surry County,4.00,NCL Surry,Jamestown Ferry,2000,N,97%,1%,0%,1%,0%,0%,N,0.1053,N,0.6479,2000,N,2009,,,,,,,,,,,,,,,
050361,  SR,00040,     ,VA 40,Martin Luther King Hwy,090,Surry County,090,Surry County,5.97,Sussex County Line,90-611 Salisbury Rd,920,F,92%,1%,1%,2%,5%,0%,C,0.0919,F,0.5217,960,F,2009,,,,,,,,,,,,,,,
050037,  SR,00040,     ,VA 40,Martin Luther King Hwy,090,Surry County,090,Surry County,3.04,90-611 Salisbury Rd,SR 10 Spring Grove,830,F,92%,1%,1%,2%,5%,0%,F,0.0918,F,0.5723,860,F,2009,,,,,,,,,,,,,,,
775109,  90,00600,     ,90-600,Montpelier Rd,090,Surry County,090,Surry County,1.20,90-602 Laurel Springs Rd,Prince George County Line,130,R,,,,,,,X,,,,,,01/24/2006,,,,,,,,,,,,,,,
775110,  90,00601,     ,90-601,Laurel Rd,090,Surry County,090,Surry County,0.40,Prince George County Line,"90-602 W, Laurel Springs Rd",80,R,,,,,,,X,,,,,,01/24/2006,,,,,,,,,,,,,,,
775111,  90,00601,     ,90-601,Huntington Rd,090,Surry County,090,Surry County,3.80,"90-602 E, Laurel Springs Rd",90-607 Huntington Rd,150,R,,,,,,,X,,,,,,01/24/2006,,,,,,,,,,,,,,,
775112,  90,00601,     ,90-601,Huntington Rd,090,Surry County,090,Surry County,1.80,90-607 Huntington Rd,"SR 40 S, Martin Luther King Hwy",190,R,,,,,,,X,,,,,,01/24/2006,,,,,,,,,,,,,,,
775113,  90,00601,     ,90-601,Camera Rd,090,Surry County,090,Surry County,3.53,"SR 40 N, Martin Luther King Hwy",90-614 Three Bridge Rd,100,R,,,,,,,X,,,,,,01/24/2006,,,,,,,,,,,,,,,
775114,  90,00602,     ,90-602,Laurel Springs Rd,090,Surry County,090,Surry County,1.80,Sussex County Line,"90-601 E, Huntington Rd",40,R,,,,,,,X,,,,,,01/24/2006,,,,,,,,,,,,,,,
775115,  90,00602,     ,90-602,Laurel Springs Rd,090,Surry County,090,Surry County,4.70,"90-601 E, Huntington Rd",90-608 Oak Hill Rd,110,R,,,,,,,X,,,,,,02/07/2006,,,,,,,,,,,,,,,
775116,  90,00602,     ,90-602,Laurel Springs Rd,090,Surry County,090,Surry County,3.10,90-608 Oak Hill Rd,90-611 Salisbury Rd,40,R,,,,,,,X,,,,,,02/07/2006,,,,,,,,,,,,,,,
775117,  90,00603,     ,90-603,Three Bridges Rd,090,Surry County,090,Surry County,0.70,Sussex County Line,"90-614 S, Three Bridge Rd",30,R,,,,,,,X,,,,,,02/07/2006,,,,,,,,,,,,,,,
775118,  90,00603,     ,90-603,Three Bridges Rd,090,Surry County,090,Surry County,0.30,"90-614 S, Three Bridge Rd","90-614 N, Three Bridge Rd",20,R,,,,,,,X,,,,,,02/07/2006,,,,,,,,,,,,,,,
775119,  90,00603,     ,90-603,Three Bridges Rd,090,Surry County,090,Surry County,1.50,"90-614 N, Three Bridge Rd",90-615 Carsley Rd,8,R,,,,,,,X,,,,,,02/24/2009,,,,,,,,,,,,,,,
775120,  90,00604,     ,90-604,Owens Grove Rd,090,Surry County,090,Surry County,3.00,Southampton County Line,"90-617 E, White Marsh Rd",80,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775121,  90,00604,     ,90-604,Owens Grove Rd,090,Surry County,090,Surry County,3.14,"90-617 W, White Marsh Rd","SR 31 S, Rolfe Hwy",110,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
400101,  90,00604,     ,90-604,Owens Grove Rd,090,Surry County,090,Surry County,0.07,"SR 31 N, Rolfe Hwy",Sussex County Line,550,F,96%,1%,1%,1%,1%,0%,C,0.1144,F,0.6364,580,F,2009,,,,,,,,,,,,,,,
775122,  90,00605,     ,90-605,Walkers Rd,090,Surry County,090,Surry County,2.35,90-618 Southwick Rd,90-622 Runnymeade Rd,100,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775123,  90,00606,     ,90-606,Averys Mill Pond Rd,090,Surry County,090,Surry County,0.80,90-601 Huntington Rd,Dead End,2,R,,,,,,,X,,,,,,02/24/2009,,,,,,,,,,,,,,,
775124,  90,00607,     ,90-607,Huntington Rd,090,Surry County,090,Surry County,5.73,90-601 Huntington Rd,90-611 Salisbury Rd,40,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775125,  90,00608,     ,90-608,Oak Hill Rd,090,Surry County,090,Surry County,3.40,90-602 Laurel Springs Rd,SR 40 Martin Luther King Hwy,70,R,,,,,,,X,,,,,,02/14/2006,,,,,,,,,,,,,,,
775126,  90,00609,     ,90-609,River Rd,090,Surry County,090,Surry County,0.80,90-610 Swanns Point Rd,90-626 Holybush Rd,60,R,,,,,,,X,,,,,,02/08/2006,,,,,,,,,,,,,,,
775127,  90,00609,     ,90-609,River Rd,090,Surry County,090,Surry County,3.14,90-626 Holybush Rd,ECL Claremont,46,R,,,,,,,X,,,,,,02/08/2006,,,,,,,,,,,,,,,
785230,  90,00609,     ,90-609,River Rd,191,Town of Claremont,090,Surry County,0.92,ECL Claremont,90-1209 Dillard St,30,R,,,,,,,X,,,,,,02/08/2006,,,,,,,,,,,,,,,
775128,  90,00609,     ,90-609,River Rd,191,Town of Claremont,090,Surry County,0.07,90-1209 Dillard St,90-1208 Mystic Ave,20,R,,,,,,,X,,,,,,02/15/2006,,,,,,,,,,,,,,,
775129,  90,00609,     ,90-609,River Rd,191,Town of Claremont,090,Surry County,0.07,90-1208 Mystic Ave,90-613 Mancha Ave,20,R,,,,,,,X,,,,,,02/15/2006,,,,,,,,,,,,,,,
775130,  90,00609,     ,90-609,River Rd,191,Town of Claremont,090,Surry County,0.07,90-613 Mancha Ave,90-1212 Virginia Ave,20,R,,,,,,,X,,,,,,02/15/2006,,,,,,,,,,,,,,,
775131,  90,00609,     ,90-609,River Rd,191,Town of Claremont,090,Surry County,0.18,90-1212 Virginia Ave,90-1203 Spring Grove Rd,20,R,,,,,,,X,,,,,,02/15/2006,,,,,,,,,,,,,,,
775132,  90,00610,     ,90-610,Swanns Point Rd,090,Surry County,090,Surry County,2.20,90-646 Spring Grove Ave,90-609 River Rd,80,R,,,,,,,X,,,,,,02/14/2006,,,,,,,,,,,,,,,
775133,  90,00610,     ,90-610,Swanns Point Rd,090,Surry County,090,Surry County,5.00,90-609 River Rd,"90-618 S, Holybush Rd",46,R,,,,,,,X,,,,,,02/08/2006,,,,,,,,,,,,,,,
775134,  90,00610,     ,90-610,Swanns Point Rd,090,Surry County,090,Surry County,2.94,"90-618 N, Holybush Rd",Dead End,90,R,,,,,,,X,,,,,,02/08/2006,,,,,,,,,,,,,,,
775135,  90,00611,     ,90-611,Salisbury Rd,090,Surry County,090,Surry County,2.41,90-616 Golden Hill Rd,90-612 Otterdam Rd,70,R,,,,,,,X,,,,,,02/27/2009,,,,,,,,,,,,,,,
775136,  90,00611,     ,90-611,Salisbury Rd,090,Surry County,090,Surry County,3.40,90-612 Otterdam Rd,SR 40 Martin Luther King Hwy,120,R,,,,,,,X,,,,,,02/16/2006,,,,,,,,,,,,,,,
400102,  90,00611,     ,90-611,Salisbury Rd,090,Surry County,090,Surry County,2.33,SR 40 Martin Luther King Hwy,90-607 Huntington Rd,360,F,98%,1%,1%,0%,1%,0%,F,0.1096,F,0.5233,380,F,2009,,,,,,,,,,,,,,,
400103,  90,00611,     ,90-611,Salisbury Rd,090,Surry County,090,Surry County,0.77,90-607 Huntington Rd,SR 10 Colonial Trail,370,F,98%,1%,1%,0%,1%,0%,C,,,,390,F,2009,,,,,,,,,,,,,,,
775137,  90,00612,     ,90-612,Otterdam Rd,090,Surry County,090,Surry County,2.40,90-607 Huntington Rd,"SR 40 W, Martin Luther King Hwy",40,R,,,,,,,X,,,,,,02/15/2006,,,,,,,,,,,,,,,
775138,  90,00612,     ,90-612,Otterdam Rd,090,Surry County,090,Surry County,2.10,"SR 40 E, Martin Luther King Hwy",90-615 Carsley Rd,90,R,,,,,,,X,,,,,,02/15/2006,,,,,,,,,,,,,,,
775139,  90,00612,     ,90-612,Otterdam Rd,090,Surry County,090,Surry County,2.23,90-615 Carsley Rd,90-611 Salisbury Rd,70,R,,,,,,,X,,,,,,02/15/2006,,,,,,,,,,,,,,,
400104,  90,00613,     ,90-613,Cabin Point Rd,090,Surry County,090,Surry County,4.12,SR 10 Colonial Trail,SCL Claremont,470,F,97%,1%,1%,0%,1%,0%,C,,,,490,F,2009,,,,,,,,,,,,,,,
403960,  90,00613,     ,90-613,Cabin Point Rd,191,Town of Claremont,090,Surry County,0.43,SCL Claremont,90-646 Spring Grove Ave,470,N,97%,1%,1%,0%,1%,0%,N,,,,490,N,2009,,,,,,,,,,,,,,,
400105,  90,00613,     ,90-613,Spring Grove Rd,191,Town of Claremont,090,Surry County,0.72,90-646 Spring Grove Ave,90-1203 Spring Grove Rd,740,F,97%,1%,1%,1%,1%,0%,C,0.1041,F,0.6923,770,F,2009,,,,,,,,,,,,,,,
400106,  90,00613,     ,90-613,Mancha Ave,191,Town of Claremont,090,Surry County,0.11,90-1203 Spring Grove Rd,90-609 River Rd,280,F,97%,1%,1%,1%,1%,0%,F,0.1223,F,0.6849,290,F,2009,,,,,,,,,,,,,,,
775140,  90,00613,     ,90-613,Mancha Ave,191,Town of Claremont,090,Surry County,0.70,90-609 River Rd,90-1202 Villa Rd,20,R,,,,,,,X,,,,,,02/22/2006,,,,,,,,,,,,,,,
775141,  90,00614,     ,90-614,Three Bridge Rd,090,Surry County,090,Surry County,1.20,"90-615 W, Carsley Rd",90-601 Camera Rd,60,R,,,,,,,X,,,,,,02/22/2006,,,,,,,,,,,,,,,
775142,  90,00614,     ,90-614,Three Bridge Rd,090,Surry County,090,Surry County,1.20,90-601 Camera Rd,"90-603 S, Three Bridges Rd",60,R,,,,,,,X,,,,,,02/22/2006,,,,,,,,,,,,,,,
775143,  90,00614,     ,90-614,Three Bridge Rd,090,Surry County,090,Surry County,1.58,"90-603 N, Three Bridges Rd","90-615 E, Carsley Rd",50,R,,,,,,,X,,,,,,02/24/2009,,,,,,,,,,,,,,,
775144,  90,00614,     ,90-614,New Design Rd,090,Surry County,090,Surry County,1.95,90-615 MID,90-630 Mill Rd; Spatley Rd,10,R,,,,,,,X,,,,,,02/22/2006,,,,,,,,,,,,,,,
400107,  90,00615,     ,90-615,Carsley Rd,090,Surry County,090,Surry County,7.20,SR 31 Rolfe Hwy,SR 40 Martin Luther King Hwy,390,F,93%,4%,1%,1%,1%,0%,C,,,,410,F,2009,,,,,,,,,,,,,,,
775145,  90,00616,     ,90-616,New Design Rd,090,Surry County,090,Surry County,3.22,90-615 Carsley Rd,"90-630 E, Mill Rd",90,R,,,,,,,X,,,,,,02/16/2006,,,,,,,,,,,,,,,
775146,  90,00616,     ,90-616,New Design Rd,090,Surry County,090,Surry County,1.08,"90-630 E, Mill Rd",90-618 Southwick Rd,90,R,,,,,,,X,,,,,,02/16/2006,,,,,,,,,,,,,,,
775147,  90,00616,     ,90-616,New Design Rd,090,Surry County,090,Surry County,1.34,90-618 Southwick Rd,SR 31 Rolfe Hwy,120,R,,,,,,,X,,,,,,02/16/2006,,,,,,,,,,,,,,,
775148,  90,00616,     ,90-616,Golden Hill Rd,090,Surry County,090,Surry County,2.00,SR 31 Rolfe Hwy,"90-622 S, Runnymeade Rd",100,R,,,,,,,X,,,,,,02/16/2006,,,,,,,,,,,,,,,
775149,  90,00616,     ,90-616,Golden Hill Rd,090,Surry County,090,Surry County,2.10,"90-622 N, Runnymeade Rd","90-626 W, Beachland Rd",100,R,,,,,,,X,,,,,,02/16/2006,,,,,,,,,,,,,,,
400108,  90,00616,     ,90-616,Golden Hill Rd,090,Surry County,090,Surry County,3.00,"90-626 S, Beachland Rd",SR 10 Colonial Trail,390,F,93%,0%,2%,0%,4%,0%,C,0.1196,F,0.5800,410,F,2009,,,,,,,,,,,,,,,
775150,  90,00616,     ,90-616,Golden Hill Rd,090,Surry County,090,Surry County,0.55,SR 10 Colonial Trail,90-633 Chippokes Farm Rd,130,R,,,,,,,X,,,,,,02/16/2006,,,,,,,,,,,,,,,
400109,  90,00617,     ,90-617,White Marsh Rd,090,Surry County,090,Surry County,1.57,Sussex County Line,90-629 Terrapin Swamp Rd,570,F,90%,1%,1%,1%,8%,0%,F,0.1132,F,0.5033,590,F,2009,,,,,,,,,,,,,,,
400110,  90,00617,     ,90-617,White Marsh Rd,090,Surry County,090,Surry County,6.41,90-629 Terrapin Swamp Rd,"90-622 W, Runnymeade Rd",320,F,90%,1%,1%,1%,8%,0%,C,0.1304,F,0.5111,340,F,2009,,,,,,,,,,,,,,,
400111,  90,00617,     ,90-617,White Marsh Rd,090,Surry County,090,Surry County,1.12,"90-622 W, Runnymeade Rd","90-622 E, Aberdeen Rd",530,F,90%,1%,1%,1%,8%,0%,F,0.1187,F,0.6759,560,F,2009,,,,,,,,,,,,,,,
400112,  90,00617,     ,90-617,White Marsh Rd,090,Surry County,090,Surry County,2.73,"90-622 E, Aberdeen Rd",90-626 Belleview Rd,520,F,90%,1%,1%,1%,8%,0%,F,0.1253,F,0.6133,540,F,2009,,,,,,,,,,,,,,,
775151,  90,00617,     ,90-617,White Marsh Rd,090,Surry County,090,Surry County,5.57,90-626 Belleview Rd,SR 10 Colonial Trail,100,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
400113,  90,00617,     ,90-617,Bacons Castle Terrace,090,Surry County,090,Surry County,1.35,SR 10 Colonial Trail,90-650 Hog Island Rd,1100,F,99%,1%,1%,0%,0%,0%,C,,,,1200,F,2009,,,,,,,,,,,,,,,
775152,  90,00618,     ,90-618,Southwick Rd,090,Surry County,090,Surry County,2.00,90-621 Aberdeen Rd,"90-617 W, White Marsh Rd",30,R,,,,,,,X,,,,,,02/27/2009,,,,,,,,,,,,,,,
775153,  90,00618,     ,90-618,Southwick Rd,090,Surry County,090,Surry County,3.08,"90-617 E, White Marsh Rd",SR 31 Rolfe Hwy,50,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775154,  90,00618,     ,90-618,Southwick Rd,090,Surry County,090,Surry County,1.80,SR 31 Rolfe Hwy,90-616 Golden Hill Rd,70,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775155,  90,00618,     ,90-618,Southwick Rd,090,Surry County,090,Surry County,4.00,90-616 Golden Hill Rd,SR 10 Colonial Trail,80,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775156,  90,00618,     ,90-618,Southwick Rd,090,Surry County,090,Surry County,2.30,SR 10 Colonial Trail,"90-626 S, Holybush Rd",60,R,,,,,,,X,,,,,,02/08/2006,,,,,,,,,,,,,,,
775157,  90,00618,     ,90-618,Holybush Rd,090,Surry County,090,Surry County,0.38,"90-626 S, Holybush Rd","90-626 N, Lebanon Rd",80,R,,,,,,,X,,,,,,02/08/2006,,,,,,,,,,,,,,,
775158,  90,00618,     ,90-618,Holybush Rd,090,Surry County,090,Surry County,2.00,"90-626 N, Lebanon Rd",90-610 Swanns Point Rd,80,R,,,,,,,X,,,,,,02/08/2006,,,,,,,,,,,,,,,
775159,  90,00619,     ,90-619,Grayland Dr,090,Surry County,090,Surry County,0.34,Dead End,90-618 Southwick Rd,10,R,,,,,,,X,,,,,,02/27/2009,,,,,,,,,,,,,,,
775160,  90,00620,     ,90-620,Rocky Bottom Rd,090,Surry County,090,Surry County,1.18,90-626 Lebanon Rd,SR 31 Rolfe Hwy,60,R,,,,,,,X,,,,,,02/08/2006,,,,,,,,,,,,,,,
775161,  90,00621,     ,90-621,Aberdeen Rd,090,Surry County,090,Surry County,1.00,Southampton County Line,90-618 Southwick Rd,30,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775162,  90,00621,     ,90-621,Aberdeen Rd,090,Surry County,090,Surry County,1.40,90-618 Southwick Rd,90-617 White Marsh Rd,70,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775163,  90,00622,     ,90-622,Aberdeen Rd,090,Surry County,090,Surry County,1.32,Isle of Wight County Line,90-623 Mill Swamp Rd,40,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775164,  90,00622,     ,90-622,Aberdeen Rd,090,Surry County,090,Surry County,0.56,90-623 Mill Swamp Rd,"90-617 E, White Marsh Rd",60,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
400114,  90,00622,     ,90-622,Runnymeade Rd,090,Surry County,090,Surry County,0.84,"90-617 W, White Marsh Rd",90-605 Walkers Rd,410,F,99%,0%,1%,0%,0%,0%,F,0.1222,F,0.5294,430,F,2009,,,,,,,,,,,,,,,
400115,  90,00622,     ,90-622,Runnymeade Rd,090,Surry County,090,Surry County,1.53,90-605 Walkers Rd,"90-616 S, Golden Hill Rd",360,F,99%,0%,1%,0%,0%,0%,F,0.1255,F,0.5146,380,F,2009,,,,,,,,,,,,,,,
400116,  90,00622,     ,90-622,Runnymeade Rd,090,Surry County,090,Surry County,2.48,"90-616 S, Golden Hill Rd",SR 31 Rolfe Hwy,330,F,99%,0%,1%,0%,0%,0%,C,,,,340,F,2009,,,,,,,,,,,,,,,
775165,  90,00623,     ,90-623,Mill Swamp Rd,090,Surry County,090,Surry County,1.00,Isle of Wight County Line,90-622 Runnymeade Rd,30,R,,,,,,,X,,,,,,02/08/2006,,,,,,,,,,,,,,,
775166,  90,00624,     ,90-624,Southampton Rd,090,Surry County,090,Surry County,2.50,90-617 White Marsh Rd,Southampton County Line,70,R,,,,,,,X,,,,,,02/23/2006,,,,,,,,,,,,,,,
775167,  90,00625,     ,90-625,Bellevue Rd,090,Surry County,090,Surry County,1.62,Isle of Wight County Line,90-617 White Marsh Rd,100,R,,,,,,,X,,,,,,02/23/2006,,,,,,,,,,,,,,,
775168,  90,00626,     ,90-626,Bellevue Rd,090,Surry County,090,Surry County,1.57,Isle of Wight County Line,90-617 White Marsh Rd,90,R,,,,,,,X,,,,,,02/23/2006,,,,,,,,,,,,,,,
775169,  90,00626,     ,90-626,Belleview Rd,090,Surry County,090,Surry County,3.29,90-617 White Marsh Rd,"90-616 E, Golden Hill Rd",120,R,,,,,,,X,,,,,,02/23/2006,,,,,,,,,,,,,,,
400117,  90,00626,     ,90-626,Beachland Rd,090,Surry County,090,Surry County,3.46,"90-616 E, Golden Hill Rd",SCL Surry,230,F,99%,0%,0%,0%,0%,0%,F,0.1148,F,0.6545,240,F,2009,,,,,,,,,,,,,,,
403961,  90,00626,     ,90-626,Beachland Rd,308,Town of Surry,090,Surry County,0.35,SCL Surry,"SR 10 S, Colonial Trail",400,R,,,,,,,X,0.1148,N,0.6545,,,11/26/2000,,,,,,,,,,,,,,,
400118,  90,00626,     ,90-626,Lebanon Rd,308,Town of Surry,090,Surry County,0.42,"SR 10 N, Colonial Trail",NCL Surry,1600,F,99%,0%,0%,0%,0%,0%,C,0.1070,F,0.6379,1700,F,2009,,,,,,,,,,,,,,,
403962,  90,00626,     ,90-626,Lebanon Rd,090,Surry County,090,Surry County,1.40,NCL Surry,90-620 Rocky Bottom Rd,440,R,,,,,,,X,0.1070,N,0.6379,,,11/26/2000,,,,,,,,,,,,,,,
400119,  90,00626,     ,90-626,Lebanon Rd,090,Surry County,090,Surry County,0.93,90-620 Rocky Bottom Rd,"90-618 N, Holybush Rd",520,F,99%,0%,0%,0%,0%,0%,F,0.1141,F,0.6557,550,F,2009,,,,,,,,,,,,,,,
775170,  90,00626,     ,90-626,Holybush Rd,090,Surry County,090,Surry County,3.97,"90-618 S, Holybush Rd; Southwick Rd",90-610 Swanns Point Rd,90,R,,,,,,,X,,,,,,02/14/2006,,,,,,,,,,,,,,,
775171,  90,00626,     ,90-626,Holybush Rd,090,Surry County,090,Surry County,0.70,90-610 Swanns Point Rd,90-609 River Rd,90,R,,,,,,,X,,,,,,02/14/2006,,,,,,,,,,,,,,,
775172,  90,00626,     ,90-626,Holybush Rd,090,Surry County,090,Surry County,2.80,90-609 River Rd,90-646 Spring Grove Ave,60,R,,,,,,,X,,,,,,02/14/2006,,,,,,,,,,,,,,,
775173,  90,00627,     ,90-627,Mantura Rd,090,Surry County,090,Surry County,3.10,Isle of Wight County Line,SR 10 Colonial Trail,150,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775174,  90,00627,     ,90-627,Mantura Rd,090,Surry County,090,Surry County,0.68,SR 10 Colonial Trail,0.68 MW SR 10,90,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775175,  90,00627,     ,90-627,Mantura Rd,090,Surry County,090,Surry County,0.32,0.68 MW SR 10,1.00 MW SR 10,50,R,,,,,,,X,,,,,,02/27/2009,,,,,,,,,,,,,,,
775176,  90,00627,     ,90-627,Mantura Rd,090,Surry County,090,Surry County,0.20,1.00 MW SR 10,90-628 Burnt Mill Rd,130,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775177,  90,00628,     ,90-628,Burnt Mill Rd,090,Surry County,090,Surry County,1.80,Isle of Wight County Line,90-650 Hog Island Rd,90,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775178,  90,00628,     ,90-628,Burnt Mill Rd,090,Surry County,090,Surry County,0.10,90-650 Hog Island Rd,90-617 Bacons Castle Terrace,90,R,,,,,,,X,,,,,,03/02/2006,,,,,,,,,,,,,,,
775179,  90,00629,     ,90-629,Terrapin Swamp Rd,090,Surry County,090,Surry County,1.90,Sussex County Line,90-617 White Marsh Rd,70,R,,,,,,,X,,,,,,02/27/2009,,,,,,,,,,,,,,,
775180,  90,00630,     ,90-630,Spatley Rd,090,Surry County,090,Surry County,1.43,SR 31 Rolfe Hwy,90-614 New Design Rd,80,R,,,,,,,X,,,,,,02/28/2006,,,,,,,,,,,,,,,
775181,  90,00630,     ,90-630,Mill Rd,090,Surry County,090,Surry County,1.71,90-614 New Design Rd,"90-616 E, New Design Rd",20,R,,,,,,,X,,,,,,02/28/2006,,,,,,,,,,,,,,,
775182,  90,00630,     ,90-630,Mill Rd,090,Surry County,090,Surry County,2.90,"90-616 W, New Design Rd",90-618 Southwick Rd,60,R,,,,,,,X,,,,,,02/24/2009,,,,,,,,,,,,,,,
775183,  90,00631,     ,90-631,Green Swamp Rd,090,Surry County,090,Surry County,1.31,90-622 Runnymeade Rd,Dead End,60,R,,,,,,,X,,,,,,03/07/2006,,,,,,,,,,,,,,,
775184,  90,00632,     ,90-632,Chapel Bottom Rd,090,Surry County,090,Surry County,1.59,90-616 Golden Hill Rd,SR 10 Colonial Trail,110,R,,,,,,,X,,,,,,03/07/2006,,,,,,,,,,,,,,,
