616329,  US,00001,     ,"US 1, US 301",Jefferson Davis Hwy,020,Chesterfield County,020,Chesterfield County,1.32,SR 144 Harrowgate Rd,20-620 Woods Edge Rd,17000,G,98%,0%,1%,0%,0%,0%,C,0.0912,F,0.5658,19000,G,2011,,,,,,,,,,,,,,,
140151,  US,00001,     ,"US 1, US 301",Jefferson Davis Hwy,020,Chesterfield County,020,Chesterfield County,0.14,20-620 Woods Edge Rd,20-619 Happy Hill Rd,16000,G,98%,0%,1%,0%,0%,0%,F,,,,17000,G,2011,,,,,,,,,,,,,,,
616328,  US,00001,     ,"US 1, US 301",Jefferson Davis Hwy,020,Chesterfield County,020,Chesterfield County,2.44,20-619 Happy Hill Rd,20-618 Old Bermuda Hundred Rd,15000,G,98%,0%,1%,0%,0%,0%,F,0.0864,F,0.5629,17000,G,2011,,,,,,,,,,,,,,,
140152,  US,00001,     ,"US 1, US 301",Jefferson Davis Hwy,020,Chesterfield County,020,Chesterfield County,0.90,20-618 Old Bermuda Hundred Rd,SR 10 West Hundred Rd,20000,G,98%,0%,1%,0%,0%,0%,F,0.0892,F,0.5346,22000,G,2011,,,,,,,,,,,,,,,
140233,  US,00001,     ,"US 1, US 301",Jefferson Davis Hwy,020,Chesterfield County,020,Chesterfield County,1.65,SR 10 West Hundred Rd,SR 288,22000,G,98%,0%,1%,0%,0%,0%,F,0.0890,F,0.6147,25000,G,2011,,,,,,,,,,,,,,,
140153,  US,00001,     ,"US 1, US 301",Jefferson Davis Hwy,020,Chesterfield County,020,Chesterfield County,2.26,SR 288,SR 145 Chester Rd,17000,G,96%,1%,1%,1%,1%,0%,F,0.0834,F,0.5833,19000,G,2011,,,,,,,,,,,,,,,
140154,  US,00001,     ,"US 1, US 301",Jefferson Davis Hwy,020,Chesterfield County,020,Chesterfield County,2.41,SR 145 Chester Rd,SR 150 Chippenham Pkwy,21000,G,96%,1%,1%,1%,1%,0%,C,0.0878,F,0.6456,24000,G,2011,,,,,,,,,,,,,,,
140155,  US,00001,     ,"US 1, US 301",Jefferson Davis Hwy,020,Chesterfield County,020,Chesterfield County,1.17,SR 150 Chippenham Pkwy,SCL Richmond,18000,G,95%,1%,1%,1%,2%,0%,F,0.0841,F,0.5985,19000,G,2011,,,,,,,,,,,,,,,
665401,  US,00001,     ,"US 1, US 301",Jefferson Davis Hwy,127,City of Richmond,127,City of Richmond,2.13,SCL Richmond,Bellmeade Rd,17000,G,95%,1%,1%,1%,2%,0%,F,0.0827,F,0.6063,18000,G,2011,,,,,,,,,,,,,,,
140120,  US,00001,     ,"US 1, US 301",Jefferson Davis Hwy,127,City of Richmond,127,City of Richmond,0.86,Bellmeade Rd,Hopkins Rd,13000,A,95%,1%,1%,1%,2%,0%,C,0.0980,A,0.0000,13000,A,2011,,,,,,,,,,,,,,,
665404,  US,00001,     ,"US 1, US 301",Jefferson Davis Hwy,127,City of Richmond,127,City of Richmond,1.01,Hopkins Rd,US 360 Hull St,17000,G,95%,1%,1%,1%,2%,0%,F,0.0814,F,0.5226,18000,G,2011,,,,,,,,,,,,,,,
665406,  US,00001,     ,"US 1, US 301",Cowardin Ave,127,City of Richmond,127,City of Richmond,0.39,US 360 Hull St,Semmes Ave,18000,G,95%,1%,1%,1%,2%,0%,F,0.0889,F,0.6058,19000,G,2011,,,,,,,,,,,,,,,
665620,  US,00001,     ,"US 1, US 301",Lee Bridge,127,City of Richmond,127,City of Richmond,0.76,Semmes Ave,2nd St,32000,G,95%,1%,2%,1%,1%,0%,F,0.0943,F,0.5913,37000,G,2011,,,,,,,,,,,,,,,
665407,  US,00001,     ,"US 1, US 301",Belvidere St,127,City of Richmond,127,City of Richmond,0.92,2nd St,Franklin St,26000,G,95%,1%,2%,1%,1%,0%,F,0.0872,F,0.5680,30000,G,2011,,,,,,,,,,,,,,,
665408,  US,00001,     ,"US 1, US 301",Belvidere St,127,City of Richmond,127,City of Richmond,0.15,Franklin St,US 250 Broad St,32000,G,95%,1%,2%,1%,1%,0%,F,0.0808,F,0.5251,36000,G,2011,,,,,,,,,,,,,,,
665409,  US,00001,     ,"US 1, US 301",Belvidere St,127,City of Richmond,127,City of Richmond,0.40,US 250 Broad St,Chamberlayne Ave,29000,G,95%,1%,2%,1%,1%,0%,F,0.0872,F,0.6053,33000,G,2011,,,,,,,,,,,,,,,
665410,  US,00001,     ,"US 1, US 301",Chamberlayne Ave,127,City of Richmond,127,City of Richmond,1.02,Belvidere St,Edge Hill Rd,22000,G,95%,1%,2%,1%,1%,0%,C,0.0823,F,0.6277,25000,G,2011,,,,,,,,,,,,,,,
665411,  US,00001,     ,"US 1, US 301",Chamberlayne Ave,127,City of Richmond,127,City of Richmond,0.31,Edge Hill Rd,Brookland Park Blvd,21000,G,97%,1%,1%,0%,1%,0%,C,0.0841,F,0.6242,24000,G,2011,,,,,,,,,,,,,,,
665412,  US,00001,     ,"US 1, US 301",Chamberlayne Ave,127,City of Richmond,127,City of Richmond,0.86,Brookland Park Blvd,Laburnum Ave,16000,G,96%,1%,1%,0%,1%,0%,C,0.0863,F,0.6378,18000,G,2011,,,,,,,,,,,,,,,
665403,  US,00001,     ,"US 1, US 301",Chamberlayne Ave,127,City of Richmond,127,City of Richmond,0.26,Laburnum Ave,Claremont Ave,14000,G,97%,1%,1%,0%,1%,0%,F,0.0895,F,0.6570,16000,G,2011,,,,,,,,,,,,,,,
665413,  US,00001,     ,"US 1, US 301",Chamberlayne Ave,127,City of Richmond,127,City of Richmond,0.94,Claremont Ave,Azalea Ave,15000,G,97%,1%,1%,0%,1%,0%,C,0.0870,F,0.5861,17000,G,2011,,,,,,,,,,,,,,,
665502,  US,00001,     ,US 1,Azalea Ave,127,City of Richmond,127,City of Richmond,0.26,Chamberlayne Ave,NCL Richmond,18000,G,97%,1%,1%,0%,1%,0%,F,0.0889,F,0.5424,20000,G,2011,,,,,,,,,,,,,,,
789645,  US,00001, 093A,US 1 Exit 093A,Ramp,127,City of Richmond,043,Henrico County,0.07,US 01-S093A FROM BELV,I-95-S FROM RT 01-BELVIDERE STREET,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789650,  US,00001,N093A,US 1 NB Exit 093A,Ramp,127,City of Richmond,043,Henrico County,0.04,US 1 Belvidere St,127-99006 A,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
796566,  US,00001,N093A,US 1 NB Exit 093A,Ramp,127,City of Richmond,043,Henrico County,0.06,127-99006- A,US 01-S093A,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789651,  US,00001,N093B,US 1 NB Exit 093B,Ramp,127,City of Richmond,043,Henrico County,0.12,US 1 Chamberlayne Ave; Belvidere St,I-95 North,7800,A,,,,,,,X,0.1341,A,0.0000,8300,A,2011,,,,,,,,,,,,,,,
789657,  US,00001,S093A,US 1 SB Exit 093A,Ramp,127,City of Richmond,043,Henrico County,0.28,"US 1 S, Belvidere St",US 1 N Exit 93A to I-95 South,3600,A,,,,,,,X,0.1106,A,0.0000,3900,A,2011,,,,,,,,,,,,,,,
665736,  SR,00002,     ,"US 301, VA 2",Chamberlayne Ave,127,City of Richmond,127,City of Richmond,0.04,Azalea Ave,NCL Richmond,14000,G,98%,0%,1%,0%,1%,0%,F,0.0933,F,0.5247,16000,G,2011,,,,,,,,,,,,,,,
665801,  SR,00005,     ,"US 60, VA 5",Main St,127,City of Richmond,127,City of Richmond,0.30,25th St,Williamsburg Rd,16000,G,99%,0%,0%,0%,0%,0%,F,,,,18000,G,2011,,,,,,,,,,,,,,,
665705,  SR,00005,     ,VA 5,Main St,127,City of Richmond,127,City of Richmond,0.40,Williamsburg Rd,Nicholson St,6800,G,99%,0%,0%,0%,0%,0%,C,0.1164,F,0.7773,7700,G,2011,,,,,,,,,,,,,,,
665706,  SR,00005,     ,VA 5,Main St,127,City of Richmond,127,City of Richmond,0.26,Nicholson St,ECL Richmond,11000,G,99%,0%,0%,0%,0%,0%,F,0.1095,F,0.8447,12000,G,2011,,,,,,,,,,,,,,,
665414,  SR,00006,     ,VA 6,Patterson Ave,127,City of Richmond,127,City of Richmond,1.30,WCL Richmond,Libbie Ave,14000,G,99%,0%,0%,0%,0%,0%,F,0.0976,F,0.5616,16000,G,2011,,,,,,,,,,,,,,,
665415,  SR,00006,     ,VA 6,Patterson Ave,127,City of Richmond,127,City of Richmond,1.67,Libbie Ave,Malvern Ave,11000,G,99%,0%,0%,0%,0%,0%,F,0.1013,F,0.5278,12000,G,2011,,,,,,,,,,,,,,,
665802,  SR,00006,     ,VA 6,Patterson Ave,127,City of Richmond,127,City of Richmond,0.38,Malvern Ave,Thompson St,7800,G,99%,0%,0%,0%,0%,0%,F,0.1023,F,0.6048,8900,G,2011,,,,,,,,,,,,,,,
665416,  SR,00006,     ,VA 6,Kensington Ave,127,City of Richmond,127,City of Richmond,0.71,Thompson St,Boulevard,2500,F,98%,1%,1%,0%,0%,0%,C,0.0852,F,0.0000,2800,F,2011,,,,,,,,,,,,,,,
665421,  SR,00010,     ,VA 10,Broad Rock Rd,127,City of Richmond,127,City of Richmond,0.81,US 360 Hull St,N Belt Blvd,9100,G,97%,1%,1%,1%,0%,0%,C,0.0914,F,0.5353,10000,G,2011,,,,,,,,,,,,,,,
665420,  SR,00010,     ,"VA 10, VA 161",Broad Rock Blvd,127,City of Richmond,127,City of Richmond,0.43,N Belt Blvd,S Belt Blvd,16000,G,97%,1%,1%,1%,0%,0%,F,0.0830,F,0.5757,17000,G,2011,,,,,,,,,,,,,,,
665419,  SR,00010,     ,VA 10,Broad Rock Blvd,127,City of Richmond,127,City of Richmond,2.10,S Belt Blvd,W. Belmont Rd,19000,G,99%,0%,0%,0%,0%,0%,C,0.0897,F,0.6422,21000,G,2011,,,,,,,,,,,,,,,
665417,  SR,00010,     ,VA 10,Iron Bridge Rd,127,City of Richmond,127,City of Richmond,0.56,W. Belmont Rd,SCL Richmond,12000,G,99%,0%,0%,0%,0%,0%,F,0.0892,F,0.5877,13000,G,2011,,,,,,,,,,,,,,,
040026,  SR,00010,     ,VA 10,Iron Bridge Rd,020,Chesterfield County,020,Chesterfield County,0.60,SCL Richmond,SR 150 Chippenham Pkwy,12000,G,99%,0%,0%,0%,0%,0%,F,0.0890,F,0.5758,13000,G,2011,,,,,,,,,,,,,,,
040062,  SR,00010,     ,VA 10,Iron Bridge Rd,020,Chesterfield County,020,Chesterfield County,1.21,SR 150 Chippenham Pkwy,20-638 Cogbill Rd,33000,G,97%,0%,1%,1%,1%,0%,F,0.0909,F,0.6308,36000,G,2011,,,,,,,,,,,,,,,
040061,  SR,00010,     ,VA 10,Iron Bridge Rd,020,Chesterfield County,020,Chesterfield County,3.19,20-638 Cogbill Rd,SR 288,27000,G,97%,0%,1%,1%,1%,0%,F,0.0904,F,0.5752,29000,G,2011,,,,,,,,,,,,,,,
040659,  SR,00010,     ,VA 10,Iron Bridge Rd,020,Chesterfield County,020,Chesterfield County,1.47,SR 288,20-655 Beach Rd,36000,G,97%,0%,1%,1%,1%,0%,C,0.0924,F,0.5622,39000,G,2011,,,,,,,,,,,,,,,
040353,  SR,00010,     ,VA 10,Iron Bridge Rd,020,Chesterfield County,020,Chesterfield County,4.03,20-655 Beach Rd,20-749 Womack Rd,27000,G,97%,0%,1%,1%,1%,0%,F,0.0873,F,0.5453,30000,G,2011,,,,,,,,,,,,,,,
040671,  SR,00010,     ,VA 10,Iron Bridge Rd,020,Chesterfield County,020,Chesterfield County,0.67,20-749 Womack Rd,"SR 144 W, Harrowgate Rd",22000,G,97%,0%,1%,1%,1%,0%,F,0.0821,F,0.5019,25000,G,2011,,,,,,,,,,,,,,,
040670,  SR,00010,     ,"VA 10, VA 144",Hundred Rd,020,Chesterfield County,020,Chesterfield County,0.25,"SR 144 W, Harrowgate Rd","SR 144 E, Chester Rd",33000,G,97%,0%,1%,2%,0%,0%,F,0.0864,F,0.5541,36000,G,2011,,,,,,,,,,,,,,,
040352,  SR,00010,     ,VA 10,Hundred Rd,020,Chesterfield County,020,Chesterfield County,1.68,"SR 144 E, Chester Rd","US 1, US 301 Jefferson Davis Hwy",32000,G,97%,0%,1%,2%,0%,0%,C,0.0871,F,0.5862,35000,G,2011,,,,,,,,,,,,,,,
040351,  SR,00010,     ,VA 10,West Hundred Rd,020,Chesterfield County,020,Chesterfield County,0.44,"US 1, US 301 Jefferson Davis Hwy",I-95,37000,G,97%,0%,1%,2%,0%,0%,F,0.0825,F,0.5670,40000,G,2011,,,,,,,,,,,,,,,
040350,  SR,00010,     ,VA 10,West Hundred Rd,020,Chesterfield County,020,Chesterfield County,2.47,I-95,20-618 Old Bermuda Hundred Rd,41000,G,95%,0%,1%,1%,3%,0%,F,0.0859,F,0.5032,47000,G,2011,,,,,,,,,,,,,,,
040658,  SR,00010,     ,VA 10,Hundred Rd East,020,Chesterfield County,020,Chesterfield County,1.46,20-618 Old Bermuda Hundred Rd,I-295,36000,G,95%,0%,1%,1%,3%,0%,F,0.0874,F,0.5102,40000,G,2011,,,,,,,,,,,,,,,
040349,  SR,00010,     ,VA 10,Hundred Rd East,020,Chesterfield County,020,Chesterfield County,0.90,I-295,20-746 Enon Church Rd,26000,A,95%,0%,1%,1%,3%,0%,C,0.1020,A,0.0000,29000,A,2011,,,,,,,,,,,,,,,
040059,  SR,00010,     ,VA 10,Hundred Rd East,020,Chesterfield County,020,Chesterfield County,2.07,20-746 Enon Church Rd,Prince George County Line,22000,G,95%,0%,1%,1%,3%,0%,F,0.0882,F,0.5043,24000,G,2011,,,,,,,,,,,,,,,
789552,  SR,00010,E017A,VA 10 EB Exit 017A,Ramp,020,Chesterfield County,020,Chesterfield County,0.40,SR 10 TO RT 95,I-95-S FROM RT 10,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789553,  SR,00010,E017B,VA 10 EB Exit 017B,Ramp,020,Chesterfield County,020,Chesterfield County,0.13,SR 10 TO RT 95,I-95-N FROM RT 10,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789554,  SR,00010,E021A,VA 10 EB Exit 021A,Ramp,020,Chesterfield County,020,Chesterfield County,0.39,SR 10 TO RT 295,I-295-E FROM RT 10,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789555,  SR,00010,E021B,VA 10 EB Exit 021B,Ramp,020,Chesterfield County,020,Chesterfield County,0.26,SR 10 TO RT 295,I-295-W FROM RT 10,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789556,  SR,00010,W017A,VA 10 WB Exit 017A,Ramp,020,Chesterfield County,020,Chesterfield County,0.31,SR 10 TO RT 95,I-95-S FROM RT 10,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789557,  SR,00010,W017B,VA 10 WB Exit 017B,Ramp,020,Chesterfield County,020,Chesterfield County,0.25,SR 10 TO RT 95,I-95-N FROM RT 10,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789558,  SR,00010,W021A,VA 10 WB Exit 021A,Ramp,020,Chesterfield County,020,Chesterfield County,0.23,SR 10 TO RT 295,FROM RT 10,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789559,  SR,00010,W021B,VA 10 WB Exit 021B,Ramp,020,Chesterfield County,020,Chesterfield County,0.45,SR 10 TO RT 295,I-295-W FROM RT 10,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
665721,  US,00033,     ,US 33,Staples Mill Rd,127,City of Richmond,127,City of Richmond,0.03,WCL Richmond,US 250 Broad St,18000,G,99%,0%,1%,0%,0%,0%,F,0.0905,F,0.5281,20000,G,2011,,,,,,,,,,,,,,,
140117,  US,00033,     ,"US 33, US 250",Broad St,127,City of Richmond,127,City of Richmond,0.79,US 250; Staples Mill Rd,Malvern Ave,24000,A,98%,1%,1%,0%,0%,0%,C,0.1066,A,0.0000,27000,A,2011,,,,,,,,,,,,,,,
665475,  US,00033,     ,"US 33, US 250",Broad St,127,City of Richmond,127,City of Richmond,0.97,Malvern Ave,Sheppard St,23000,G,98%,1%,1%,0%,0%,0%,F,,,,26000,G,2011,,,,,,,,,,,,,,,
665476,  US,00033,     ,"US 33, US 250",Broad St,127,City of Richmond,127,City of Richmond,0.38,Sheppard St,SR 399 Terminal Place,22000,G,98%,1%,1%,0%,0%,0%,F,,,,24000,G,2011,,,,,,,,,,,,,,,
665478,  US,00033,     ,"US 33, US 250",Broad St,127,City of Richmond,127,City of Richmond,0.94,SR 399 Terminal Place,"SR 33 P, Harrison St",20000,G,98%,1%,1%,0%,0%,0%,F,,,,23000,G,2011,,,,,,,,,,,,,,,
665735,  US,00033,     ,"US 250, US 33",Broad St,127,City of Richmond,127,City of Richmond,0.08,"SR 33 P, Harrison St",US 250 Broad St,23000,G,98%,1%,1%,0%,0%,0%,F,,,,25000,G,2011,,32000,G,98%,1%,1%,0%,0%,0%,F,,,,36000,G
665727,  US,00033,     ,US 33,Hancock Rd,127,City of Richmond,127,City of Richmond,0.23,US 250 Broad St,Leigh St,710,G,98%,1%,1%,0%,0%,0%,F,0.1016,F,0.8393,780,G,2011,,4800,G,98%,1%,1%,0%,0%,0%,F,0.0922,F,0.8347,5300,G
665722,  SR,00033,     ,VA 33,Leigh St,127,City of Richmond,127,City of Richmond,0.27,US 33 Hancock St,US 1 Belvidere St,10000,G,97%,1%,1%,0%,0%,0%,F,0.0898,F,0.5261,12000,G,2011,,,,,,,,,,,,,,,
665622,  SR,00033,     ,VA 33,Leigh St,127,City of Richmond,127,City of Richmond,1.60,US 1 Belvidere St,Martin Luther King Jr Bridge,11000,G,97%,1%,1%,0%,0%,0%,C,0.0943,F,0.7167,12000,G,2011,,,,,,,,,,,,,,,
665804,  SR,00033,     ,VA 33,Mosby St,127,City of Richmond,127,City of Richmond,0.30,Martin Luther King Jr Bridge,Fairmont Ave,9500,G,97%,1%,1%,0%,0%,0%,F,0.1051,F,0.6434,11000,G,2011,,,,,,,,,,,,,,,
665803,  SR,00033,     ,VA 33,Fairmont Ave,127,City of Richmond,127,City of Richmond,0.43,Mosby St,25th St,7300,G,98%,1%,1%,0%,0%,0%,C,0.0956,F,0.5714,8000,G,2011,,,,,,,,,,,,,,,
665422,  SR,00033,     ,VA 33,Nine Mile Rd,127,City of Richmond,127,City of Richmond,0.90,25th St,ECL Richmond,9400,G,97%,1%,1%,0%,0%,0%,C,0.0958,F,0.6214,10000,G,2011,,,,,,,,,,,,,,,
665806, 1SR,00033,P    ,VA 33 Par,Harrison St,127,City of Richmond,127,City of Richmond,0.24,Broad St,Leigh St,4000,G,98%,1%,1%,0%,0%,0%,C,0.0905,F,0.8337,4500,G,2011,,4800,G,98%,1%,1%,0%,0%,0%,F,0.0922,F,0.8347,5300,G
665810, 1SR,00033,P    ,"VA 33 Par, US 33",Leigh St,127,City of Richmond,127,City of Richmond,0.07,Harrison St,Hancock St,9200,G,98%,1%,1%,0%,0%,0%,F,,,,10000,G,2011,,32000,G,98%,1%,1%,0%,0%,0%,F,,,,36000,G
040354,  SR,00036,     ,VA 36,River Rd,020,Chesterfield County,020,Chesterfield County,0.87,20-669 Church Rd,20-601 Little Rd,3600,G,97%,1%,1%,1%,0%,0%,C,0.1038,F,0.6269,3700,G,2011,,,,,,,,,,,,,,,
040780,  SR,00036,     ,VA 36,River Rd,020,Chesterfield County,020,Chesterfield County,1.13,20-601 Little Rd,"20-600 E, Pickett Ave",4400,G,97%,1%,1%,1%,0%,0%,F,0.0963,F,0.6125,4700,G,2011,,,,,,,,,,,,,,,
040355,  SR,00036,     ,VA 36,River Rd,020,Chesterfield County,020,Chesterfield County,3.05,"20-600 E, Pickett Ave",20-1121 Granger Rd,7000,G,99%,0%,0%,0%,0%,0%,F,0.0955,F,0.6394,7200,G,2011,,,,,,,,,,,,,,,
040782,  SR,00036,     ,VA 36,Chesterfield Ave,020,Chesterfield County,020,Chesterfield County,0.81,20-1121 Granger Rd,WCL Petersburg,7100,G,99%,0%,0%,0%,0%,0%,C,0.0889,F,0.5374,7300,G,2011,,,,,,,,,,,,,,,
040032,  US,00060,     ,US 60,Midlothian Tpke,020,Chesterfield County,020,Chesterfield County,1.36,Powhatan County Line,20-607 Huguenot Springs Rd,30000,N,99%,0%,0%,0%,0%,0%,N,0.0955,N,0.6802,32000,N,2011,,,,,,,,,,,,,,,
040028,  US,00060,     ,US 60,Midlothian Tpke,020,Chesterfield County,020,Chesterfield County,1.33,20-607 Huguenot Springs Rd,SR 288,30000,G,99%,0%,0%,0%,0%,0%,F,0.0955,F,0.6802,32000,G,2011,,,,,,,,,,,,,,,
040031,  US,00060,     ,US 60,Midlothian Tpke,020,Chesterfield County,020,Chesterfield County,0.63,SR 288,20-667 Otterdale Rd,29000,G,99%,0%,0%,0%,0%,0%,F,0.0955,N,0.6802,32000,G,2011,,,,,,,,,,,,,,,
040029,  US,00060,     ,US 60,Midlothian Tpke,020,Chesterfield County,020,Chesterfield County,1.46,20-667 Otterdale Rd,20-754 Coalfield Rd,33000,G,99%,0%,0%,0%,0%,0%,F,0.0955,N,0.6802,35000,G,2011,,,,,,,,,,,,,,,
040356,  US,00060,     ,US 60,Midlothian Tpke,020,Chesterfield County,020,Chesterfield County,2.26,20-754 Coalfield Rd,SR 147 Huguenot Rd,41000,G,99%,0%,0%,0%,0%,0%,F,0.0869,F,0.5853,45000,G,2011,,,,,,,,,,,,,,,
040278,  US,00060,     ,US 60,Midlothian Tpke,020,Chesterfield County,020,Chesterfield County,1.79,SR 147 Huguenot Rd,20-675 Robius Rd,52000,A,99%,0%,0%,0%,0%,0%,C,0.0984,A,0.0000,55000,A,2011,,,,,,,,,,,,,,,
040283,  US,00060,     ,US 60,Midlothian Tpke,020,Chesterfield County,020,Chesterfield County,1.12,20-675 Robius Rd,SR 76  Powhite Pkwy,63000,G,99%,0%,0%,0%,0%,0%,F,,,,68000,G,2011,,,,,,,,,,,,,,,
040279,  US,00060,     ,US 60,Midlothian Tpke,020,Chesterfield County,020,Chesterfield County,0.95,SR 76  Powhite Pkwy,20-678 Providence Rd,51000,G,99%,0%,0%,0%,0%,0%,F,,,,55000,G,2011,,,,,,,,,,,,,,,
040276,  US,00060,     ,US 60,Midlothian Tpke,020,Chesterfield County,020,Chesterfield County,1.30,20-678 Providence Rd,SR 150 Chippenham Pkwy; WCL Richmond,54000,G,99%,0%,0%,0%,0%,0%,F,,,,58000,G,2011,,,,,,,,,,,,,,,
665724,  US,00060,     ,US 60,Midlothian Tpke,127,City of Richmond,127,City of Richmond,0.38,SR 150 Chippenham Pkwy; WCL Richmond,Carnation St,41000,G,99%,0%,0%,0%,0%,0%,F,,,,45000,G,2011,,,,,,,,,,,,,,,
665426,  US,00060,     ,US 60,Midlothian Tpke,127,City of Richmond,127,City of Richmond,1.78,Carnation St,SR 161 Belt Blvd,27000,G,98%,1%,1%,0%,0%,0%,C,0.0881,F,0.6044,29000,G,2011,,,,,,,,,,,,,,,
665427,  US,00060,     ,US 60,Midlothian Tpke,127,City of Richmond,127,City of Richmond,0.62,SR 161 Belt Blvd,Roanoke St,19000,G,98%,1%,1%,0%,0%,0%,F,,,,21000,G,2011,,,,,,,,,,,,,,,
665428,  US,00060,     ,US 60,Roanoke St,127,City of Richmond,127,City of Richmond,0.45,Midlothian Tpke,Forest Hill Ave,9100,G,99%,1%,1%,0%,0%,0%,C,0.0966,F,0.6633,9700,G,2011,,,,,,,,,,,,,,,
665429,  US,00060,     ,US 60,Forest Hill Ave,127,City of Richmond,127,City of Richmond,0.22,Roanoke St,Semmes Ave,24000,G,99%,1%,1%,0%,0%,0%,F,,,,26000,G,2011,,,,,,,,,,,,,,,
665430,  US,00060,     ,US 60,Semmes Ave,127,City of Richmond,127,City of Richmond,1.13,Forest Hill Ave,"US 1, US 301 Cowardin Ave",22000,F,98%,1%,1%,0%,0%,0%,C,0.1039,F,0.0000,24000,F,2011,,,,,,,,,,,,,,,
