672331,  US,00011,     ,US 11,Commerce Rd,132,City of Staunton,132,City of Staunton,0.88,SR 262 Woodrow Wilson Pkwy,NCL Staunton,15000,G,97%,0%,1%,1%,1%,0%,F,0.0939,F,0.6055,16000,G,2011,,,,,,,,,,,,,,,
672333,C1US,00011,     ,"US 250, Bus US 11",Johnson St,132,City of Staunton,132,City of Staunton,0.18,US 11; Coalter St,New St,11000,G,99%,0%,0%,0%,0%,0%,F,0.0847,F,0.5761,12000,G,2011,,,,,,,,,,,,,,,
672233,C1US,00011,     ,"US 250 Par, Bus US 11",New St,132,City of Staunton,132,City of Staunton,0.17,Johnson St,Frederick St,1500,G,99%,1%,1%,0%,0%,0%,F,,,,1600,G,2011,,6700,G,99%,0%,1%,0%,0%,0%,F,,,,7100,G
672221,C1US,00011,     ,"US 250 Par, Bus US 11",New St,132,City of Staunton,132,City of Staunton,0.36,Frederick St,Churchville Ave,1000,G,99%,1%,1%,0%,0%,0%,C,0.1039,F,1.0000,1100,G,2011,,5800,G,99%,0%,1%,0%,0%,0%,C,0.0877,F,0.5243,6200,G
672225,C1US,00011,     ,"US 250, Bus US 11",Augusta St,132,City of Staunton,132,City of Staunton,0.02,Churchville Ave,Sunnyside St,7400,N,98%,0%,1%,0%,0%,0%,N,0.0922,N,0.6314,7900,N,2011,,,,,,,,,,,,,,,
672212,C1US,00011,     ,Bus US 11,Augusta St,132,City of Staunton,132,City of Staunton,0.41,Churchville Ave,Edgewood Rd,6600,G,99%,0%,1%,0%,0%,0%,F,0.0897,F,0.6369,7100,G,2011,,,,,,,,,,,,,,,
672332,C1US,00011,     ,Bus US 11,Augusta St,132,City of Staunton,132,City of Staunton,0.28,Edgewood Rd,Lambert St,9200,G,99%,0%,1%,0%,0%,0%,F,0.0880,F,0.5419,9800,G,2011,,,,,,,,,,,,,,,
672208,C1US,00011,     ,Bus US 11,Augusta St,132,City of Staunton,132,City of Staunton,1.14,Lambert St,Coalter St,5000,G,99%,0%,1%,0%,0%,0%,C,0.0997,F,0.5124,5300,G,2011,,,,,,,,,,,,,,,
672209,C1US,00011,     ,Bus US 11,Augusta St,132,City of Staunton,132,City of Staunton,0.71,Coalter St,US 11 Commerce Rd,6700,G,99%,0%,1%,0%,0%,0%,F,0.0954,F,0.5299,7200,G,2011,,,,,,,,,,,,,,,
672235,C1US,00011,P    ,"US 250, Bus US 11 Par",Johnson St,132,City of Staunton,132,City of Staunton,0.06,Augusta St,"US 250 Par, New St",5200,N,99%,0%,0%,0%,0%,0%,N,0.0857,N,0.7348,5500,N,2011,,,,,,,,,,,,,,,
672232,C1US,00011,P    ,"US 250, Bus US 11, Bus US 11 Par",Augusta St,132,City of Staunton,132,City of Staunton,0.07,SR 254 Beverly St,Johnson St,5200,G,99%,0%,0%,0%,0%,0%,F,0.0857,F,0.7348,5500,G,2011,,6700,G,99%,0%,1%,0%,0%,0%,F,,,,7100,G
672220,C1US,00011,P    ,"US 250, Bus US 11, Bus US 11 Par",Augusta St,132,City of Staunton,132,City of Staunton,0.43,US 250 Par; Sunnyside St,SR 254 Beverly St,4800,G,99%,0%,0%,0%,0%,0%,C,0.0895,F,0.6306,5100,G,2011,,5800,G,99%,0%,1%,0%,0%,0%,C,0.0877,F,0.5243,6200,G
080596,  US,00250,     ,US 250,Churchville Ave,132,City of Staunton,132,City of Staunton,0.04,WCL Staunton,SR 262 Woodrow Wilson Pkwy,6500,N,96%,1%,1%,1%,1%,0%,N,0.0917,N,0.7065,6800,N,2011,,,,,,,,,,,,,,,
672224,  US,00250,     ,US 250,Churchville Ave,132,City of Staunton,132,City of Staunton,0.79,SR 262 Woodrow Wilson Pkwy,Englewood Dr Near Hevener St,4200,G,97%,1%,1%,0%,0%,0%,F,0.0930,F,0.0000,4500,G,2011,,,,,,,,,,,,,,,
672201,  US,00250,     ,US 250,Churchville Ave,132,City of Staunton,132,City of Staunton,0.40,Englewood Dr Near Hevener St,Grubert Ave,7400,G,97%,1%,1%,0%,0%,0%,C,0.0901,F,0.5325,7900,G,2011,,,,,,,,,,,,,,,
672203,  US,00250,     ,US 250,Churchville Ave,132,City of Staunton,132,City of Staunton,0.99,Grubert Ave,Thornrose Ave,7300,G,97%,1%,1%,0%,0%,0%,F,0.0843,F,0.5966,7800,G,2011,,,,,,,,,,,,,,,
672213,  US,00250,     ,US 250,Churchville Ave,132,City of Staunton,132,City of Staunton,0.32,Thornrose Ave,Augusta St,7400,G,98%,0%,1%,0%,0%,0%,C,0.0922,F,0.6314,7900,G,2011,,,,,,,,,,,,,,,
672225,  US,00250,     ,"US 250, Bus US 11",Augusta St,132,City of Staunton,132,City of Staunton,0.02,Churchville Ave,US 250 Par New St; Sunnyside St,7400,N,98%,0%,1%,0%,0%,0%,N,0.0922,N,0.6314,7900,N,2011,,,,,,,,,,,,,,,
672220,  US,00250,     ,"US 250, Bus US 11, Bus US 11 Par",Augusta St,132,City of Staunton,132,City of Staunton,0.43,US 250 Par; Sunnyside St,SR 254 Beverly St,4800,G,99%,0%,0%,0%,0%,0%,C,0.0895,F,0.6306,5100,G,2011,,5800,G,99%,0%,1%,0%,0%,0%,C,0.0877,F,0.5243,6200,G
672232,  US,00250,     ,"US 250, Bus US 11, Bus US 11 Par",Augusta St,132,City of Staunton,132,City of Staunton,0.07,SR 254 Beverly St,Johnson St,5200,G,99%,0%,0%,0%,0%,0%,F,0.0857,F,0.7348,5500,G,2011,,6700,G,99%,0%,1%,0%,0%,0%,F,,,,7100,G
672235,  US,00250,     ,"US 250, Bus US 11 Par",Johnson St,132,City of Staunton,132,City of Staunton,0.06,Augusta St,"US 250 Par, New St",5200,N,99%,0%,0%,0%,0%,0%,N,0.0857,N,0.7348,5500,N,2011,,,,,,,,,,,,,,,
672333,  US,00250,     ,"US 250, Bus US 11",Johnson St,132,City of Staunton,132,City of Staunton,0.18,1US 250 P New St,"US 11, SR 254",11000,G,99%,0%,0%,0%,0%,0%,F,0.0847,F,0.5761,12000,G,2011,,,,,,,,,,,,,,,
672237,  US,00250,     ,"US 11, US 250",Greenville Ave,132,City of Staunton,132,City of Staunton,0.07,"US 11, SR 254 NEW ST",US 11 GREENVILLE AVE,16000,G,99%,1%,0%,0%,0%,0%,F,0.0867,F,0.5176,17000,G,2011,,,,,,,,,,,,,,,
672236,  US,00250,     ,US 250,Richmond Rd,132,City of Staunton,132,City of Staunton,0.75,US 11 Greenville Ave,Statler Blvd,11000,G,97%,0%,1%,1%,1%,0%,F,0.0860,F,0.5005,11000,G,2011,,,,,,,,,,,,,,,
672256,  US,00250,     ,US 250,Richmond Rd,132,City of Staunton,132,City of Staunton,0.96,Statler Blvd,Frontier Dr,22000,G,97%,0%,1%,1%,1%,0%,F,0.0881,F,0.5064,24000,G,2011,,,,,,,,,,,,,,,
672257,  US,00250,     ,US 250,Richmond Rd,132,City of Staunton,132,City of Staunton,0.44,Frontier Rd,ECL Staunton,26000,G,97%,0%,1%,1%,1%,0%,C,0.0884,F,0.5224,27000,G,2011,,,,,,,,,,,,,,,
672221, 1US,00250,P    ,"US 250 Par, Bus US 11",New St,132,City of Staunton,132,City of Staunton,0.36,Churchville Ave,Frederick St,1000,G,99%,1%,1%,0%,0%,0%,C,0.1039,F,1.0000,1100,G,2011,,5800,G,99%,0%,1%,0%,0%,0%,C,0.0877,F,0.5243,6200,G
672233, 1US,00250,P    ,"US 250 Par, Bus US 11",New St,132,City of Staunton,132,City of Staunton,0.17,Frederick St,Johnson St,1500,G,99%,1%,1%,0%,0%,0%,F,,,,1600,G,2011,,6700,G,99%,0%,1%,0%,0%,0%,F,,,,7100,G
672254,  SR,00252,     ,VA 252,Middlebrook Ave,132,City of Staunton,132,City of Staunton,1.08,SCL Staunton,Bridge St,2900,G,98%,0%,1%,0%,0%,0%,C,0.0985,F,0.5425,3000,G,2011,,,,,,,,,,,,,,,
672242,  SR,00252,     ,VA 252,Middlebrook Ave,132,City of Staunton,132,City of Staunton,0.60,Bridge St,Lewis Street,2500,G,98%,0%,1%,0%,0%,0%,F,0.1038,F,0.5780,2700,G,2011,,,,,,,,,,,,,,,
672229,  SR,00252,     ,"VA 254, VA 252",Beverly St,132,City of Staunton,132,City of Staunton,0.11,Lewis St,US 250 Augusta St; Johnson St,4200,G,99%,0%,1%,0%,0%,0%,F,0.0905,F,1.0000,4400,G,2011,,8100,G,99%,0%,1%,0%,0%,0%,F,0.0878,F,0.5301,8600,G
672215,  SR,00254,     ,VA 254,Beverly St,132,City of Staunton,132,City of Staunton,0.97,SR 262,Grubert St,8600,G,99%,0%,1%,0%,0%,0%,C,0.0948,F,0.5245,9100,G,2011,,,,,,,,,,,,,,,
672216,  SR,00254,     ,VA 254,Beverly St,132,City of Staunton,132,City of Staunton,0.69,Grubert St,Thornrose Ave,9200,G,99%,0%,1%,0%,0%,0%,F,0.0881,F,0.5567,9800,G,2011,,,,,,,,,,,,,,,
672217,  SR,00254,     ,VA 254,Beverly St,132,City of Staunton,132,City of Staunton,0.25,Thornrose Ave,Frederick St,7800,G,99%,0%,1%,0%,0%,0%,F,0.0848,F,0.5077,8300,G,2011,,,,,,,,,,,,,,,
672226,  SR,00254,     ,VA 254,Beverly St,132,City of Staunton,132,City of Staunton,0.25,Frederick St,SR 254 P Jefferson St,6400,G,99%,0%,1%,0%,0%,0%,F,0.0791,F,0.6843,6800,G,2011,,,,,,,,,,,,,,,
672228,  SR,00254,     ,VA 254,Beverly St,132,City of Staunton,132,City of Staunton,0.23,SR 254 P Jefferson St,Lewis St,5300,G,99%,0%,1%,0%,0%,0%,F,0.0894,F,1.0000,5600,G,2011,,8300,G,99%,0%,1%,0%,0%,0%,F,0.0912,F,0.5986,8900,G
672229,  SR,00254,     ,"VA 254, VA 252",Beverly St,132,City of Staunton,132,City of Staunton,0.11,Lewis St,US 250 Augusta St,4200,G,99%,0%,1%,0%,0%,0%,F,0.0905,F,1.0000,4400,G,2011,,8100,G,99%,0%,1%,0%,0%,0%,F,0.0878,F,0.5301,8600,G
672230,  SR,00254,     ,VA 254,Beverly St,132,City of Staunton,132,City of Staunton,0.06,US 250 Augusta St,US 250 P New St,4200,N,99%,0%,1%,0%,0%,0%,N,0.0905,N,1.0000,4400,N,2011,,7300,N,99%,0%,1%,0%,0%,0%,N,,,,7800,N
672223,  SR,00254,     ,VA 254,Beverly St,132,City of Staunton,132,City of Staunton,0.16,US 250 P New St,Coalter St,3000,G,99%,0%,1%,0%,0%,0%,F,0.1058,F,1.0000,3200,G,2011,,6200,G,99%,0%,1%,0%,0%,0%,F,0.0956,F,0.5436,6600,G
672234,  SR,00254,     ,VA 254,Coalter St,132,City of Staunton,132,City of Staunton,0.16,"SR 254 P, E Beverly St","US 11, US 250 Commerce St",5900,G,99%,0%,1%,0%,0%,0%,F,0.0945,F,0.6499,6300,G,2011,,,,,,,,,,,,,,,
672238,  SR,00254,     ,"US 11, VA 254",Commerce Rd,132,City of Staunton,132,City of Staunton,0.68,US 11 US 250 Commerce St,US 11 Commerce Rd,2500,G,96%,0%,1%,1%,1%,0%,C,0.0922,F,0.5547,2700,G,2011,,,,,,,,,,,,,,,
672259,  SR,00254,     ,VA 254,New Hope Rd,132,City of Staunton,132,City of Staunton,2.45,US 11 Commerce Rd,ECL Staunton,1100,G,98%,0%,1%,1%,0%,0%,C,0.1010,F,0.5081,1200,G,2011,,,,,,,,,,,,,,,
672340, 1SR,00254,P    ,VA 254 Par,Jefferson St,132,City of Staunton,132,City of Staunton,0.07,SR 254 Beverly St,W Frederick St,1600,G,96%,1%,1%,1%,1%,0%,C,0.1049,F,0.7405,1700,G,2011,,,,,,,,,,,,,,,
672339, 1SR,00254,P    ,VA 254 Par,Frederick St,132,City of Staunton,132,City of Staunton,0.28,Jefferson St,Central St,3100,G,99%,0%,0%,0%,0%,0%,C,0.1036,F,1.0000,3300,G,2011,,8300,G,99%,0%,1%,0%,0%,0%,F,0.0912,F,0.5986,8900,G
672334, 1SR,00254,P    ,"VA 254 Par, VA 252",Frederick St,132,City of Staunton,132,City of Staunton,0.11,Central St,"US 250, Bus US 11 Par, Augusta Ave",3900,G,99%,0%,0%,0%,0%,0%,F,0.0959,F,1.0000,4200,G,2011,,8100,G,99%,0%,1%,0%,0%,0%,F,0.0878,F,0.5301,8600,G
672245, 1SR,00254,P    ,VA 254 Par,Frederick St,132,City of Staunton,132,City of Staunton,0.17,"US 250, Bus US 11 Par, Augusta Ave",Coalter St,3100,G,99%,0%,0%,0%,0%,0%,F,0.0970,F,1.0000,3300,G,2011,,6200,G,99%,0%,1%,0%,0%,0%,F,0.0956,F,0.5436,6600,G
672246, 1SR,00254,P    ,VA 254 Par,Coalter St,132,City of Staunton,132,City of Staunton,0.07,E Frederick St,"SR 254, E Beverly St",5900,G,99%,0%,0%,0%,0%,0%,F,0.0940,F,0.7515,6200,G,2011,,,,,,,,,,,,,,,
672247,  SR,00261,     ,VA 261,Statler Blvd,132,City of Staunton,132,City of Staunton,0.84,Old Greenville Rd,Richmond Rd,9100,G,98%,0%,0%,0%,1%,0%,C,0.0975,F,0.5345,9700,G,2011,,,,,,,,,,,,,,,
672327,  SR,00261,     ,VA 261,Statler Blvd,132,City of Staunton,132,City of Staunton,0.78,Richmond Rd,New Hope Rd,13000,G,98%,0%,0%,1%,0%,0%,C,0.0934,F,0.5181,14000,G,2011,,,,,,,,,,,,,,,
672328,  SR,00261,     ,VA 261,Statler Blvd,132,City of Staunton,132,City of Staunton,0.14,New Hope Rd,Commerce Rd,14000,G,98%,0%,0%,1%,0%,0%,F,0.0860,F,0.5336,15000,G,2011,,,,,,,,,,,,,,,
672300,  SR,00261,     ,VA 261,Statler Blvd,132,City of Staunton,132,City of Staunton,0.25,Commerce Rd,Beverly St,10000,G,98%,0%,0%,1%,0%,0%,F,0.0850,F,0.5316,11000,G,2011,,,,,,,,,,,,,,,
672301,  SR,00261,     ,VA 261,Statler Blvd,132,City of Staunton,132,City of Staunton,0.20,Beverly St,Coalter St,9800,G,98%,0%,0%,1%,0%,0%,F,0.0884,F,0.5477,10000,G,2011,,,,,,,,,,,,,,,
080641,  SR,00262,     ,VA 262, ,132,City of Staunton,007,Augusta County,0.58,WCL Staunton,US 250 Churchville Ave,7800,G,97%,0%,1%,1%,1%,0%,F,0.0914,F,0.5510,8300,G,2011,,,,,,,,,,,,,,,
080637,  SR,00262,     ,VA 262,Woodrow Wilson Pkwy,132,City of Staunton,007,Augusta County,2.22,US 250 Churchville Ave,07-613 Spring Hill Rd,7900,G,94%,0%,1%,3%,1%,0%,C,0.0923,F,0.6175,8400,G,2011,,,,,,,,,,,,,,,
672351,  SR,00262,     ,VA 262,Woodrow Wilson Pkwy,132,City of Staunton,007,Augusta County,1.74,07-613 Spring Hill Rd,US 11 Commerce Rd,9700,G,95%,0%,1%,3%,1%,0%,C,0.0925,F,0.6477,10000,G,2011,,,,,,,,,,,,,,,
672329,  SR,00262,     ,VA 262,Woodrow Wilson Pkwy,132,City of Staunton,007,Augusta County,1.34,US 11 Commerce Rd,ECL Staunton,11000,G,95%,0%,1%,3%,1%,0%,F,0.0949,F,0.5212,12000,G,2011,,,,,,,,,,,,,,,
798751,  SR,00317,     ,VA 317,Staunton Correctional Facility,132,City of Staunton,007,Augusta County,0.26,US 11 Greenville Ave,Dead End,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
788180,  FR,01058,     ,FR 1058,Seth Dr,132,City of Staunton,007,Augusta County,0.07,Dead End,Connector to SR 252,90,R,,,,,,,X,,,,,,06/21/2007,,,,,,,,,,,,,,,
795456,  FR,01058,     ,FR 1058,Seth Dr,132,City of Staunton,007,Augusta County,0.19,Connector to SR 252,Dead End,90,R,,,,,,,X,,,,,,06/21/2010,,,,,,,,,,,,,,,
672338, 132,00001,     ,132-1,Englewood Dr,132,City of Staunton,132,City of Staunton,0.34,Churchville Ave,Schutterlee Mill Rd,1900,G,98%,0%,1%,0%,0%,0%,C,0.1130,F,0.5530,2000,G,2011,,,,,,,,,,,,,,,
672241, 132,04900,     ,132-4900,Hampton St,132,City of Staunton,132,City of Staunton,0.28,Middlebrook Ave,Greenville Ave,8100,G,98%,0%,1%,0%,0%,0%,F,0.0880,F,0.5115,8700,G,2011,,,,,,,,,,,,,,,
672335, 132,04901,     ,132-4901,Barterbrook Rd,132,City of Staunton,132,City of Staunton,0.17,SCL Staunton,Greenville Ave,3200,G,98%,0%,1%,0%,0%,0%,C,0.1004,F,0.5764,3400,G,2011,,,,,,,,,,,,,,,
672262, 132,04902,     ,132-4902,Buttermilk Spring Rd,132,City of Staunton,132,City of Staunton,1.00,WCL Staunton,Pierce St,420,G,98%,1%,1%,0%,0%,0%,C,0.1241,F,0.5185,450,G,2011,,,,,,,,,,,,,,,
781783, 132,04902,     ,132-4902,Straith St,132,City of Staunton,132,City of Staunton,0.30,Pierce St,SR 254 Beverly St,960,G,98%,1%,1%,0%,0%,0%,F,,,,1000,G,2011,,,,,,,,,,,,,,,
672222, 132,04903,     ,132-4903,Coalter St,132,City of Staunton,132,City of Staunton,0.54,Frederick St,Edgewood Rd,3900,G,99%,0%,1%,0%,0%,0%,F,0.0958,F,0.5013,4100,G,2011,,,,,,,,,,,,,,,
672210, 132,04903,     ,132-4903,Coalter St,132,City of Staunton,132,City of Staunton,1.31,Edgewood Rd,Augusta St,3500,G,99%,0%,1%,0%,0%,0%,C,0.0978,F,0.5110,3700,G,2011,,,,,,,,,,,,,,,
672218, 132,04905,     ,132-4905,Lewis St,132,City of Staunton,132,City of Staunton,0.48,Beverly St,Churchville Ave,3600,G,97%,1%,2%,0%,0%,0%,C,0.1000,F,0.5835,3800,G,2011,,,,,,,,,,,,,,,
672243, 132,04909,     ,132-4909,Bridge St,132,City of Staunton,132,City of Staunton,0.19,Middlebrook Ave,Stuart St,6600,G,99%,0%,0%,0%,0%,0%,C,0.1005,F,0.5907,7000,G,2011,,,,,,,,,,,,,,,
781784, 132,04909,     ,132-4909,Green St; Fayette St,132,City of Staunton,132,City of Staunton,0.27,Stuart St,SR 254 W Beverly St,2500,G,99%,0%,0%,0%,0%,0%,F,0.1000,F,0.5056,2700,G,2011,,,,,,,,,,,,,,,
672219, 132,04913,     ,132-4913,N Central St,132,City of Staunton,132,City of Staunton,0.38,Beverly St,Churchville Ave,4100,G,,,,,,,X,,,,4500,G,2011,,,,,,,,,,,,,,,
672349, 132,04915,     ,132-4915,Thornrose Ave,132,City of Staunton,132,City of Staunton,0.31,Beverly St,Circle Ave,2000,G,98%,1%,1%,0%,0%,0%,C,0.1118,F,0.6795,2200,G,2011,,,,,,,,,,,,,,,
672783, 132,04915,     ,132-4915,Thornrose Ave,132,City of Staunton,132,City of Staunton,0.42,Circle Ave,Churchville Ave,4500,G,98%,1%,1%,0%,0%,0%,F,0.1037,F,0.5972,4800,G,2011,,,,,,,,,,,,,,,
672202, 132,04919,     ,132-4919,Grubert Ave,132,City of Staunton,132,City of Staunton,0.99,Beverly St,Churchville Ave,4300,G,99%,0%,1%,0%,0%,0%,C,0.0944,F,0.5218,4600,G,2011,,,,,,,,,,,,,,,
672250, 132,04921,     ,132-4921,Morris Mill Rd,132,City of Staunton,132,City of Staunton,0.88,WCL Staunton,Beverly St,2400,G,99%,0%,0%,0%,0%,0%,C,0.1512,F,0.5802,2600,G,2011,,,,,,,,,,,,,,,
672207, 132,04925,     ,132-4925,Lambert St,132,City of Staunton,132,City of Staunton,0.44,Augusta St,Donaghe St,8000,G,99%,1%,0%,0%,0%,0%,C,0.0907,F,0.5586,8500,G,2011,,,,,,,,,,,,,,,
672204, 132,04927,     ,132-4927,Spring Hill Rd,132,City of Staunton,132,City of Staunton,0.76,Churchville Ave,Donaghe St,2400,G,99%,0%,0%,0%,0%,0%,F,0.1031,F,0.5295,2600,G,2011,,,,,,,,,,,,,,,
672345, 132,04927,     ,132-4927,Springhill Rd,132,City of Staunton,132,City of Staunton,1.45,Donaghe St,NCL Staunton,2800,G,99%,0%,0%,0%,0%,0%,C,0.0929,F,0.5649,3000,G,2011,,,,,,,,,,,,,,,
672341, 132,04929,     ,132-4929,Mt View Dr,132,City of Staunton,132,City of Staunton,0.39,Commerce Rd,Coalter St,600,G,99%,0%,0%,0%,0%,0%,C,0.1058,F,0.5797,640,G,2011,,,,,,,,,,,,,,,
672782, 132,04931,     ,132-4931,Shutterlee Mill Rd,132,City of Staunton,132,City of Staunton,0.95,Englewood Dr,NCL Staunton,1400,G,99%,0%,1%,0%,0%,0%,C,0.1331,F,0.5510,1400,G,2011,,,,,,,,,,,,,,,
672343, 132,04932,     ,132-4932,Pierce St,132,City of Staunton,132,City of Staunton,0.20,Straith St,Hays Ave,880,G,98%,1%,1%,0%,0%,0%,C,0.0981,F,0.5667,940,G,2011,,,,,,,,,,,,,,,
672342, 132,04933,     ,132-4933,Peck St,132,City of Staunton,132,City of Staunton,0.17,Montgomery Ave,Austin Ave,3700,G,98%,1%,1%,0%,0%,0%,F,0.1005,F,0.5476,4000,G,2011,,,,,,,,,,,,,,,
781787, 132,04933,     ,132-4933,Chysler St/Hays Ave,132,City of Staunton,132,City of Staunton,0.36,Austin Ave,SR 254 Beverly St,3400,G,98%,1%,1%,0%,0%,0%,F,0.0976,F,0.5386,3700,G,2011,,,,,,,,,,,,,,,
672336, 132,04935,     ,132-4935,Stuart St,132,City of Staunton,132,City of Staunton,0.57,Montgomery Ave,Bridge St,4600,G,98%,1%,1%,0%,0%,0%,F,0.1054,F,0.6152,4900,G,2011,,,,,,,,,,,,,,,
672227, 132,04937,     ,132-4937,Johnson St,132,City of Staunton,132,City of Staunton,0.23,Jefferson St,Lewis St,2100,G,98%,0%,0%,1%,0%,0%,C,0.1110,F,0.7500,2200,G,2011,,,,,,,,,,,,,,,
672231, 132,04937,     ,132-4937,Johnson St,132,City of Staunton,132,City of Staunton,0.11,Lewis St,Augusta St,6100,G,98%,0%,0%,1%,0%,0%,F,0.0887,F,0.0000,6500,G,2011,,,,,,,,,,,,,,,
672344, 132,04938,     ,132-4938,Prospect St,132,City of Staunton,132,City of Staunton,0.53,Augusta St,N Coalter St,840,G,99%,0%,0%,0%,0%,0%,C,0.0943,F,0.6071,900,G,2011,,,,,,,,,,,,,,,
672206, 132,04940,     ,132-4940,Donaghe St,132,City of Staunton,132,City of Staunton,0.37,Churchville Ave,Lambert St,5700,G,99%,0%,1%,0%,0%,0%,F,0.0939,F,0.7096,6000,G,2011,,,,,,,,,,,,,,,
672205, 132,04940,     ,132-4940,Donaghe St,132,City of Staunton,132,City of Staunton,0.47,Lambert St,Spring Hill Rd,3000,G,99%,0%,1%,0%,0%,0%,C,0.0915,F,0.5705,3200,G,2011,,,,,,,,,,,,,,,
672330, 132,04942,     ,132-4942,Old Greenville Rd,132,City of Staunton,132,City of Staunton,0.47,SCL Staunton,US 11 Greenville Ave,5600,G,,,,,,,X,0.1169,F,0.6028,6000,G,2011,,,,,,,,,,,,,,,
672255, 132,04944,     ,132-4944,Frontier Dr,132,City of Staunton,132,City of Staunton,1.00,SCL Staunton,US 250 Richmond Rd,8500,G,99%,0%,1%,0%,0%,0%,C,0.0994,F,0.5588,9000,G,2011,,,,,,,,,,,,,,,
572004, 132,00000,     ,132-0,Archer St,132,City of Staunton,132,City of Staunton,0.00,Tuxedo St,Devon Rd,880,G,,,,,,,X,0.1119,F,0.5364,940,G,2011,,,,,,,,,,,,,,,
572008, 132,00000,     ,132-0,Berry St,132,City of Staunton,132,City of Staunton,0.00,Gypsy Ave,Parkview Ave,90,G,,,,,,,X,0.1488,F,0.6250,90,G,2011,,,,,,,,,,,,,,,
572011, 132,00000,     ,132-0,Blue Ridge Dr,132,City of Staunton,132,City of Staunton,0.00,East Beverly St,1st Lammermoor Dr Intersection,270,G,,,,,,,X,0.1505,F,0.6190,290,G,2011,,,,,,,,,,,,,,,
572005, 132,00000,     ,132-0,College Circle,132,City of Staunton,132,City of Staunton,0.00,US 11 Augusta St,Oak Lane,1000,G,,,,,,,X,0.0991,F,0.6250,1100,G,2011,,,,,,,,,,,,,,,
