752972,  57,01006,     ,57-1006,Fleetwood Circle,057,Mathews County,057,Mathews County,0.07,57-665 Fleetwood Circle; Blue Water Dr,Begin Loop,120,R,,,,,,,X,,,,,,05/06/2010,,,,,,,,,,,,,,,
752973,  57,01006,     ,57-1006,Fleetwood Circle,057,Mathews County,057,Mathews County,0.07,Begin Loop,57-1007 Water Edge Dr,30,R,,,,,,,X,,,,,,05/06/2010,,,,,,,,,,,,,,,
752974,  57,01006,     ,57-1006,Fleetwood Circle,057,Mathews County,057,Mathews County,0.10,57-1007 Water Edge Dr,End Loop,50,R,,,,,,,X,,,,,,05/06/2010,,,,,,,,,,,,,,,
752975,  57,01007,     ,57-1007,Water Edge Dr,057,Mathews County,057,Mathews County,0.06,57-1006 Fleetwood Circle,Cul-de-Sac,40,R,,,,,,,X,,,,,,05/06/2010,,,,,,,,,,,,,,,
790521,  57,01010,     ,57-1010,Dixie Dr,057,Mathews County,057,Mathews County,0.42,Cul-de-Sac,SR 3 Windsor Rd,190,R,,,,,,,X,,,,,,04/27/2010,,,,,,,,,,,,,,,
790522,  57,01011,     ,57-1011,Corr St,057,Mathews County,057,Mathews County,0.12,Cul-de-Sac,57-1010 Martin St,450,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752976,  57,01015,     ,57-1015, ,057,Mathews County,057,Mathews County,0.19,SR 198 Buckley Hall Rd,Cul-de-Sac,9,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752977,  57,01016,     ,57-1016,Catlett Rd,057,Mathews County,057,Mathews County,0.07,Cul-de-Sac,57-1015,10,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752978,  57,01101,     ,57-1101,Raymond N Lowe Dr,057,Mathews County,057,Mathews County,0.12,Dead End,SR 198,110,R,,,,,,,X,,,,,,04/27/2010,,,,,,,,,,,,,,,
752980,  57,09249,     ,57-9249,Mathews County High School,057,Mathews County,057,Mathews County,0.08,SR 14,Mathews County HS,210,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
752981,  57,09250,     ,57-9250, ,057,Mathews County,057,Mathews County,0.10,57-611 Thomas,Hunter Int Sch,20,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
