060252,  SR,00014,     ,VA 14,Main St,057,Mathews County,057,Mathews County,0.62,"SR 198 E, Buckley Hall Rd",57-611 Tabernacle Rd,5000,G,98%,1%,1%,0%,0%,0%,C,0.0889,F,0.5788,5100,G,2011,,,,,,,,,,,,,,,
060251,  SR,00014,     ,VA 14,John Clayton Mem Hwy,057,Mathews County,057,Mathews County,4.65,57-611 Tabernacle Rd,57-604 Antioch Rd,2900,G,98%,1%,1%,0%,0%,0%,F,0.1070,F,0.5279,3000,G,2011,,,,,,,,,,,,,,,
060250,  SR,00014,     ,VA 14,John Clayton Mem Hwy,057,Mathews County,057,Mathews County,1.88,57-604 Antioch Rd,57-602 Sand Bank Rd,1000,G,98%,1%,1%,1%,0%,0%,C,0.1004,F,0.5625,1100,G,2011,,,,,,,,,,,,,,,
060036,  SR,00014,     ,VA 14,John Clayton Mem Hwy,057,Mathews County,057,Mathews County,1.74,57-602 Sand Bank Rd,Bayside Wharf,360,G,98%,1%,1%,1%,0%,0%,F,0.1350,F,0.7209,370,G,2011,,,,,,,,,,,,,,,
060259,  SR,00198,     ,VA 198,Dutton Rd,057,Mathews County,057,Mathews County,0.44,Gloucester County Line,"SR 3 W, Winsdor Rd",2400,G,96%,1%,1%,1%,1%,0%,F,0.1113,F,0.6582,2400,G,2011,,,,,,,,,,,,,,,
160070,  SR,00198,     ,"VA 3, VA 198", ,057,Mathews County,057,Mathews County,1.55,"SR 3 W, Windsor Rd",SR 3 E,8200,G,97%,1%,1%,1%,1%,0%,F,0.0944,F,0.5503,7600,G,2011,,,,,,,,,,,,,,,
060258,  SR,00198,     ,VA 198, ,057,Mathews County,057,Mathews County,6.24,SR 3 E,SR 223 Cricket Hill Rd,4100,G,95%,1%,1%,1%,1%,0%,C,0.0956,F,0.5338,4200,G,2011,,,,,,,,,,,,,,,
060257,  SR,00198,     ,VA 198, ,057,Mathews County,057,Mathews County,0.93,SR 223 Cricket Hill Rd,"SR 14 N, John Clayton Mem Hwy",6100,G,95%,1%,1%,1%,1%,0%,F,0.0864,F,0.5118,6200,G,2011,,,,,,,,,,,,,,,
060253,  SR,00198,     ,"VA 14, VA 198", ,057,Mathews County,057,Mathews County,1.69,SR 14 North Intersection,SR 14 South Intersection,6900,G,97%,1%,1%,0%,1%,0%,C,0.0932,F,0.5137,7000,G,2011,,,,,,,,,,,,,,,
060038,  SR,00198,     ,VA 198,Buckley Hall Rd,057,Mathews County,057,Mathews County,1.01,SR 14 Main St,57-642 Buckley Hall Rd,1400,G,95%,1%,1%,1%,1%,0%,F,0.1135,F,0.5617,1400,G,2011,,,,,,,,,,,,,,,
060260,  SR,00223,     ,VA 223,Cricket Hill Rd,057,Mathews County,057,Mathews County,2.07,SR 198 Hudgins,57-633 Old Ferry Rd; Gwynn Island,2100,G,97%,0%,1%,1%,1%,0%,C,0.0974,F,0.5441,2100,G,2011,,,,,,,,,,,,,,,
752777,  57,00600,     ,57-600,Point Rd,057,Mathews County,057,Mathews County,1.10,Dead End,"SR 14 S, John Clayton Mem Hwy",210,R,,,,,,,X,,,,,,05/20/2010,,,,,,,,,,,,,,,
404557,  57,00600,     ,57-600,Circle Dr,057,Mathews County,057,Mathews County,1.62,"SR 14 Mid, John Clayton Mem Hwy","SR 14 N, John Clayton Mem Hwy",200,G,97%,1%,1%,0%,0%,0%,C,0.1274,F,0.0000,200,G,2011,,,,,,,,,,,,,,,
752778,  57,00601,     ,57-601,Dyers Creek Rd,057,Mathews County,057,Mathews County,0.54,Dead End,"57-602 E, Sand Bank Rd",200,R,,,,,,,X,,,,,,05/20/2010,,,,,,,,,,,,,,,
752779,  57,00601,     ,57-601,Horn Harbor Ave,057,Mathews County,057,Mathews County,1.07,"57-602 W, Sand Bank Rd",Dead End,140,R,,,,,,,X,,,,,,05/20/2010,,,,,,,,,,,,,,,
752780,  57,00602,     ,57-602,Sand Bank Rd,057,Mathews County,057,Mathews County,0.42,SR 14 John Clayton Mem Hwy,57-691,410,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
752781,  57,00602,     ,57-602,Sand Bank Rd,057,Mathews County,057,Mathews County,0.30,57-691,"57-601 E, Dyers Creek Rd",300,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
752782,  57,00602,     ,57-602,Sand Bank Rd,057,Mathews County,057,Mathews County,0.30,"57-601 E, Dyers Creek Rd",Dead End,80,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
752783,  57,00603,     ,57-603,Belleview Rd,057,Mathews County,057,Mathews County,0.66,Dead End,57-673,30,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
752784,  57,00603,     ,57-603,Belleview Rd,057,Mathews County,057,Mathews County,0.75,57-673,SR 14 John Clayton Mem Hwy,140,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
752785,  57,00604,     ,57-604,Antoich Rd,057,Mathews County,057,Mathews County,1.08,Dead End,SR 14 John Clayton Mem Hwy,190,R,,,,,,,X,,,,,,05/20/2010,,,,,,,,,,,,,,,
752786,  57,00605,     ,57-605,Old Creek House Rd,057,Mathews County,057,Mathews County,0.80,Dead End,"SR 14 S, John Clayton Mem Hwy",140,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
752787,  57,00605,     ,57-605,Old Creek House Rd,057,Mathews County,057,Mathews County,1.10,"SR 14 N, John Clayton Mem Hwy",57-710 Railway Rd,160,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
752788,  57,00605,     ,57-605,Old Creek House Rd,057,Mathews County,057,Mathews County,0.10,57-710 Railway Rd,57-607,140,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
752789,  57,00606,     ,57-606,Diggs Wharf Rd,057,Mathews County,057,Mathews County,0.50,Dead End,57-646,170,R,,,,,,,X,,,,,,05/20/2010,,,,,,,,,,,,,,,
752790,  57,00606,     ,57-606,Diggs Wharf Rd,057,Mathews County,057,Mathews County,0.40,57-646,SR 14 John Clayton Mem Hwy,410,R,,,,,,,X,,,,,,05/20/2010,,,,,,,,,,,,,,,
752791,  57,00607,     ,57-607, ,057,Mathews County,057,Mathews County,1.90,Dead End,57-608,240,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
404558,  57,00608,     ,57-608,"Hamburg Rd, Potato Neck Rd",057,Mathews County,057,Mathews County,1.50,SR 14 John Clayton Mem Hwy,57-609 Bethel Beach Rd,560,G,99%,0%,1%,0%,0%,0%,C,0.1087,F,0.5313,570,G,2011,,,,,,,,,,,,,,,
404559,  57,00608,     ,57-608,Potato Neck Rd,057,Mathews County,057,Mathews County,1.30,57-609 Bethel Beach Rd,57-649 Peary Rd,340,G,99%,0%,1%,0%,0%,0%,F,0.1110,F,0.5256,350,G,2011,,,,,,,,,,,,,,,
752792,  57,00608,     ,57-608,Potato Neck Rd,057,Mathews County,057,Mathews County,1.30,57-649 Peary Rd,Dead End,120,R,,,,,,,X,,,,,,04/28/2010,,,,,,,,,,,,,,,
404560,  57,00609,     ,57-609,Bethel Beach Rd,057,Mathews County,057,Mathews County,1.00,57-608 Potato Neck Rd,57-611 Tabernacle Rd,210,G,96%,1%,1%,1%,0%,0%,C,0.1553,F,0.5882,210,G,2011,,,,,,,,,,,,,,,
752793,  57,00609,     ,57-609,Bethel Beach Rd,057,Mathews County,057,Mathews County,0.12,57-611 Tabernacle Rd,57-705 Kings Landing Rd,210,R,,,,,,,X,,,,,,04/28/2010,,,,,,,,,,,,,,,
752794,  57,00609,     ,57-609,Bethel Beach Rd,057,Mathews County,057,Mathews County,0.58,57-705 Kings Landing Rd,57-610 Old Garden Creek Rd,90,R,,,,,,,X,,,,,,04/28/2010,,,,,,,,,,,,,,,
752795,  57,00609,     ,57-609,Bethel Beach Rd,057,Mathews County,057,Mathews County,1.10,57-610 Old Garden Creek Rd,1.10 ME 57-610 Old Garden Creek Rd,90,R,,,,,,,X,,,,,,04/28/2010,,,,,,,,,,,,,,,
752796,  57,00609,     ,57-609,Bethel Beach Rd,057,Mathews County,057,Mathews County,0.08,1.10 ME 57-610 Old Garden Creek Rd,57-720 Bashi Shores Dr,70,R,,,,,,,X,,,,,,04/28/2010,,,,,,,,,,,,,,,
752797,  57,00609,     ,57-609,Bethel Beach Rd,057,Mathews County,057,Mathews County,0.22,57-720 Bashi Shores Dr,Dead End,20,R,,,,,,,X,,,,,,04/28/2010,,,,,,,,,,,,,,,
752798,  57,00610,     ,57-610,Marsh Hawk Rd,057,Mathews County,057,Mathews County,0.90,57-614 Ridgefield Rd,"57-611 N, Tabernacle Rd",70,R,,,,,,,X,,,,,,04/28/2010,,,,,,,,,,,,,,,
752799,  57,00610,     ,57-610,Old Garden Creek Rd,057,Mathews County,057,Mathews County,0.75,"57-611 S, Tabernacle Rd","0.75 ME 57-611 S, Tabernacle Rd",40,R,,,,,,,X,,,,,,04/28/2010,,,,,,,,,,,,,,,
752800,  57,00610,     ,57-610,Old Garden Creek Rd,057,Mathews County,057,Mathews County,1.05,"0.75 ME 57-611 S, Tabernacle Rd",57-609 Bethel Beach Rd,40,R,,,,,,,X,,,,,,04/28/2010,,,,,,,,,,,,,,,
404561,  57,00611,     ,57-611,Church St,057,Mathews County,057,Mathews County,2.35,"SR 14 N, John Clayton Mem Hwy",57-1003 Brickbat Rd,2100,G,98%,1%,1%,0%,0%,0%,C,0.0992,F,0.5516,2200,G,2011,,,,,,,,,,,,,,,
404562,  57,00611,     ,57-611,Church St,057,Mathews County,057,Mathews County,0.08,57-1003 Brickbat Rd,SR 14 MID,2700,G,98%,1%,1%,0%,0%,0%,F,0.1086,F,0.5382,2800,G,2011,,,,,,,,,,,,,,,
404563,  57,00611,     ,57-611,Tabernacle Rd,057,Mathews County,057,Mathews County,2.26,"SR 14 S, John Clayton Mem Hwy; Main St","57-613 W, Beaver Dam Rd",760,G,98%,1%,1%,0%,0%,0%,F,0.1098,F,0.5838,780,G,2011,,,,,,,,,,,,,,,
404564,  57,00611,     ,57-611,Tabernacle Rd,057,Mathews County,057,Mathews County,2.16,"57-613 W, Beaver Dam Rd",57-609 Bethel Beach Rd,420,G,98%,1%,1%,0%,0%,0%,F,0.0973,F,0.5506,430,G,2011,,,,,,,,,,,,,,,
752801,  57,00611,     ,57-611, ,057,Mathews County,057,Mathews County,0.30,57-609 Bethel Beach Rd,Dead End,47,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752802,  57,00612,     ,57-612,Garden Creek Rd,057,Mathews County,057,Mathews County,0.50,57-613 Beaverdam Rd,57-611 Tabernacle Rd,100,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
404565,  57,00613,     ,57-613,Beaver Dam Rd,057,Mathews County,057,Mathews County,2.80,SR 14 John Clayton Mem Hwy,"57-611 W, Tabernacle Rd",100,G,95%,5%,0%,1%,0%,0%,C,0.1622,F,0.6667,100,G,2011,,,,,,,,,,,,,,,
752803,  57,00613,     ,57-613,Knights Woods Rd,057,Mathews County,057,Mathews County,1.70,"57-611 E, Tabernacle Rd",57-643 Haven Beach Rd,90,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752804,  57,00614,     ,57-614,Williams Wharf Rd,057,Mathews County,057,Mathews County,1.00,Dead End,"SR 14 N, John Clayton Mem Hwy",110,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752805,  57,00614,     ,57-614,Williams Wharf Rd,057,Mathews County,057,Mathews County,0.90,"SR 14 S, John Clayton Mem Hwy",57-644 Bandy Ridge Rd; 57-730 Old Ruff Rd,170,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752806,  57,00614,     ,57-614,Williams Wharf Rd,057,Mathews County,057,Mathews County,0.30,57-644 Bandy Ridge Rd; 57-730 Old Ruff Rd,57-613 Beaver Dam Rd,80,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752807,  57,00614,     ,57-614,Ridgefield Rd,057,Mathews County,057,Mathews County,1.20,57-613 Beaver Dam Rd,57-610 Marsh Hawk Rd,90,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752808,  57,00614,     ,57-614, ,057,Mathews County,057,Mathews County,1.20,57-610 Marsh Hawk Rd,57-609 Bethel Beach Rd,90,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752809,  57,00615,     ,57-615, ,057,Mathews County,057,Mathews County,0.60,Dead End,SR 14 John Clayton Mem Hwy,80,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752810,  57,00616,     ,57-616,Hookemfair Rd,057,Mathews County,057,Mathews County,0.54,SR 198,Dead End,160,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
752811,  57,00617,     ,57-617, ,057,Mathews County,057,Mathews County,0.80,Dead End,"57-660 S, East River Rd",170,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
404566,  57,00617,     ,57-617,N River Rd,057,Mathews County,057,Mathews County,3.37,57-660 NORTH,57-618,290,G,98%,0%,1%,0%,0%,0%,F,0.1429,F,0.6098,290,G,2011,,,,,,,,,,,,,,,
404567,  57,00617,     ,57-617,N River Rd,057,Mathews County,057,Mathews County,0.94,57-618,57-654 Gum Spring Rd,1200,G,98%,0%,1%,0%,0%,0%,F,0.1023,F,0.6504,1200,G,2011,,,,,,,,,,,,,,,
404568,  57,00617,     ,57-617,N River Rd,057,Mathews County,057,Mathews County,1.06,57-654 Gum Spring Rd,SR 14 John Clayton Mem Hwy,1600,G,98%,0%,1%,0%,0%,0%,C,0.1205,F,0.5045,1600,G,2011,,,,,,,,,,,,,,,
404569,  57,00618,     ,57-618, ,057,Mathews County,057,Mathews County,0.50,57-617 N River Rd,57-660,970,G,98%,1%,1%,0%,0%,0%,C,0.1016,F,0.0000,990,G,2011,,,,,,,,,,,,,,,
752812,  57,00619,     ,57-619,Cakes Creek Lane,057,Mathews County,057,Mathews County,0.65,Dead End,57-617 WEST,40,R,,,,,,,X,,,,,,05/24/2010,,,,,,,,,,,,,,,
752813,  57,00619,     ,57-619,Turnpike Rd,057,Mathews County,057,Mathews County,0.81,57-617 EAST,57-660,110,R,,,,,,,X,,,,,,05/24/2010,,,,,,,,,,,,,,,
752814,  57,00619,     ,57-619,Mill Lane Rd,057,Mathews County,057,Mathews County,0.50,57-660,Dead End,170,R,,,,,,,X,,,,,,05/24/2010,,,,,,,,,,,,,,,
752815,  57,00620,     ,57-620,Chapel Neck Rd,057,Mathews County,057,Mathews County,2.10,Dead End,SR 14 John Clayton Mem Hwy,560,R,,,,,,,X,,,,,,04/27/2010,,,,,,,,,,,,,,,
752816,  57,00621,     ,57-621,Glebe Rd,057,Mathews County,057,Mathews County,0.28,Dead End,0.28 MN Dead End,50,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752817,  57,00621,     ,57-621,Glebe Rd,057,Mathews County,057,Mathews County,0.12,0.28 MN Dead End,57-684 Gayle Lane,110,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
404570,  57,00621,     ,57-621,Glebe Rd,057,Mathews County,057,Mathews County,0.95,57-684 Gayle Lane,57-622 Evans Rd,250,G,95%,3%,1%,1%,0%,0%,F,0.1172,F,0.5667,250,G,2011,,,,,,,,,,,,,,,
404571,  57,00621,     ,57-621,Glebe Rd,057,Mathews County,057,Mathews County,0.40,57-622 Evans Rd,57-611 Church St,840,G,95%,3%,1%,1%,0%,0%,F,0.1109,F,0.6118,860,G,2011,,,,,,,,,,,,,,,
404572,  57,00621,     ,57-621,Glebe Rd,057,Mathews County,057,Mathews County,0.80,57-611 Church St,SR 14,1000,G,95%,3%,1%,1%,0%,0%,C,0.1994,F,0.6269,1000,G,2011,,,,,,,,,,,,,,,
752818,  57,00622,     ,57-622,Evans Rd,057,Mathews County,057,Mathews County,0.50,Dead End,"57-623 W, Thurston Rd",90,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
752819,  57,00622,     ,57-622,Evans Rd,057,Mathews County,057,Mathews County,0.04,"57-623 W, Thurston Rd","57-623 Mid, Bendall Lane",140,R,,,,,,,X,,,,,,08/20/2007,,,,,,,,,,,,,,,
404573,  57,00622,     ,57-622,Long Rd,057,Mathews County,057,Mathews County,1.00,"57-623 Mid, Bendall Lane",57-621 Glebe Rd,510,G,98%,1%,0%,1%,0%,0%,C,0.0971,F,0.5400,520,G,2011,,,,,,,,,,,,,,,
752820,  57,00623,     ,57-623,Thurston Rd,057,Mathews County,057,Mathews County,0.46,Dead End,0.46 MN Dead End,60,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
752821,  57,00623,     ,57-623,Thurston Rd,057,Mathews County,057,Mathews County,0.10,Dead End,"57-622 W, Evans Rd",100,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
752822,  57,00623,     ,57-623,Greene Rd,057,Mathews County,057,Mathews County,0.40,"57-622 Mid, Evans Rd",57-670 Magnolia Rd,45,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
752823,  57,00623,     ,57-623,Magnolia Rd,057,Mathews County,057,Mathews County,0.30,57-670 Bendall Lane,"57-622 E, Evans Rd",190,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
752824,  57,00624,     ,57-624, ,057,Mathews County,057,Mathews County,0.15,57-625 Tick Neck Rd,57-671,120,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
752825,  57,00624,     ,57-624, ,057,Mathews County,057,Mathews County,0.05,57-671,Dead End,30,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
752826,  57,00625,     ,57-625,Tick Neck Rd,057,Mathews County,057,Mathews County,0.60,57-660,57-624,270,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
752827,  57,00625,     ,57-625,Tick Neck Rd,057,Mathews County,057,Mathews County,0.20,57-624,Dead End,70,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
404574,  57,00626,     ,57-626,Ridge Rd,057,Mathews County,057,Mathews County,3.40,SR 14 John Clayton Mem Hwy,SR 198 SOUTH,530,G,98%,0%,1%,0%,0%,0%,F,0.1159,F,0.5221,540,G,2011,,,,,,,,,,,,,,,
404575,  57,00626,     ,57-626,Hallieford Rd,057,Mathews County,057,Mathews County,1.80,SR 198 NORTH,57-666 Johnson Point Rd,1000,G,98%,0%,1%,0%,0%,0%,C,0.0978,F,0.5045,1100,G,2011,,,,,,,,,,,,,,,
752828,  57,00626,     ,57-626,Hallieford Rd,057,Mathews County,057,Mathews County,0.16,57-666,57-652,320,R,,,,,,,X,,,,,,04/20/2010,,,,,,,,,,,,,,,
752829,  57,00626,     ,57-626,Hallieford Rd,057,Mathews County,057,Mathews County,0.14,57-652,57-662,260,R,,,,,,,X,,,,,,04/20/2010,,,,,,,,,,,,,,,
752830,  57,00626,     ,57-626,Hallieford Rd,057,Mathews County,057,Mathews County,0.30,57-662,Dead End,70,R,,,,,,,X,,,,,,04/20/2010,,,,,,,,,,,,,,,
752831,  57,00627,     ,57-627,Smithers Rd,057,Mathews County,057,Mathews County,0.30,SR 198,Dead End,30,R,,,,,,,X,,,,,,04/20/2010,,,,,,,,,,,,,,,
404576,  57,00628,     ,57-628, ,057,Mathews County,057,Mathews County,0.70,SR 198,57-725,460,G,97%,1%,1%,1%,0%,0%,C,0.1160,F,1.0000,460,G,2011,,,,,,,,,,,,,,,
752832,  57,00628,     ,57-628, ,057,Mathews County,057,Mathews County,0.80,57-725,57-724 Creeknoll Lane,320,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
752833,  57,00628,     ,57-628, ,057,Mathews County,057,Mathews County,0.17,57-724 Creeknoll Lane,Dead End,150,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
752834,  57,00629,     ,57-629, ,057,Mathews County,057,Mathews County,1.28,SR 198,57-722 Dinwiddie Way,320,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
752835,  57,00629,     ,57-629, ,057,Mathews County,057,Mathews County,0.44,57-722 Dinwiddie Way,Dead End,120,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
752836,  57,00630,     ,57-630,Roane Point Dr,057,Mathews County,057,Mathews County,1.50,SR 198,Dead End,360,R,,,,,,,X,,,,,,04/20/2010,,,,,,,,,,,,,,,
752837,  57,00631,     ,57-631,Chapel Lane,057,Mathews County,057,Mathews County,1.20,SR 198,Dead End,270,R,,,,,,,X,,,,,,04/20/2010,,,,,,,,,,,,,,,
752838,  57,00632,     ,57-632, ,057,Mathews County,057,Mathews County,0.50,57-626,Dead End,150,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
752839,  57,00633,     ,57-633,Cricket Hill Rd,057,Mathews County,057,Mathews County,0.20,Dead End,SR 223 Cricket Hill Rd,260,R,,,,,,,X,,,,,,05/06/2010,,,,,,,,,,,,,,,
404577,  57,00633,     ,57-633,Old Ferry Rd,057,Mathews County,057,Mathews County,2.66,SR 223 Cricket Hill Rd,Dead End,820,G,98%,1%,1%,0%,0%,0%,C,0.0993,F,0.6310,840,G,2011,,,,,,,,,,,,,,,
752840,  57,00634,     ,57-634, ,057,Mathews County,057,Mathews County,0.50,Dead End,57-633,320,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
752841,  57,00635,     ,57-635,Ivison Lane,057,Mathews County,057,Mathews County,0.60,57-609 Bethel Beach Rd,Dead End,47,R,,,,,,,X,,,,,,04/28/2010,,,,,,,,,,,,,,,
752842,  57,00636,     ,57-636, ,057,Mathews County,057,Mathews County,0.35,Dead End,57-672 Edwards Landing Rd,60,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
404578,  57,00636,     ,57-636,S Bay Haven Rd,057,Mathews County,057,Mathews County,0.63,57-672 Edwards Landing Rd,57-633 Old Ferry Rd,120,G,98%,0%,2%,0%,0%,0%,C,0.1920,F,0.6250,130,G,2011,,,,,,,,,,,,,,,
752843,  57,00636,     ,57-636, ,057,Mathews County,057,Mathews County,0.50,57-633,Dead End,190,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
752844,  57,00637,     ,57-637,Gwynnsville Rd,057,Mathews County,057,Mathews County,0.60,Dead End,57-680 Henrys Rd,140,R,,,,,,,X,,,,,,05/06/2010,,,,,,,,,,,,,,,
404579,  57,00637,     ,57-637,Gwynnville Rd,057,Mathews County,057,Mathews County,0.50,57-680 Henrys Rd,57-633 Old Ferry Rd,250,G,97%,2%,1%,0%,0%,0%,C,0.1236,F,0.5625,250,G,2011,,,,,,,,,,,,,,,
752845,  57,00638,     ,57-638,Gum Thicket Rd,057,Mathews County,057,Mathews County,1.00,Dead End,57-633,100,R,,,,,,,X,,,,,,05/06/2010,,,,,,,,,,,,,,,
752846,  57,00639,     ,57-639,Hills Bay Dr,057,Mathews County,057,Mathews County,0.85,Dead End,"SR 223 W, Cricket Hill Rd",130,R,,,,,,,X,,,,,,05/06/2010,,,,,,,,,,,,,,,
404580,  57,00639,     ,57-639,Crab Neck Rd,057,Mathews County,057,Mathews County,1.03,"SR 223 E, Cricket Hill Rd",57-648 Big Gum Rd,410,G,98%,1%,0%,1%,0%,0%,C,0.1075,F,0.5435,420,G,2011,,,,,,,,,,,,,,,
752847,  57,00639,     ,57-639,Crab Neck Rd,057,Mathews County,057,Mathews County,0.10,57-648 Big Gum Rd,57-676 Traders Rd,130,R,,,,,,,X,,,,,,05/06/2010,,,,,,,,,,,,,,,
752848,  57,00639,     ,57-639,Crab Neck Rd,057,Mathews County,057,Mathews County,0.20,57-676 Traders Rd,Dead End,90,R,,,,,,,X,,,,,,05/06/2010,,,,,,,,,,,,,,,
