633223,  SR,00097,     ,VA 97,Pipers Gap Rd,113,City of Galax,113,City of Galax,0.11,SR 89 Main St,ECL Galax,2500,G,98%,0%,1%,1%,1%,0%,C,0.0919,F,0.6087,2600,G,2011,,,,,,,,,,,,,,,
633224,  US,00221,     ,"US 58, US 221",Reserve Blvd,113,City of Galax,113,City of Galax,0.47,WCL Galax,Oldtown Rd,7500,G,96%,0%,1%,1%,2%,0%,C,0.0916,F,0.5683,8000,G,2011,,,,,,,,,,,,,,,
633226,  US,00221,     ,"US 58, US 221",Reserve Blvd; W Stuart Dr,113,City of Galax,113,City of Galax,1.10,Oldtown Rd,Fries Rd,6800,G,96%,0%,1%,1%,2%,0%,F,0.0885,F,0.5955,7300,G,2011,,,,,,,,,,,,,,,
633212,  US,00221,     ,"US 58, US 221",W Stuart Dr,113,City of Galax,113,City of Galax,0.20,Fries Rd,SR 89 MAIN ST,10000,G,96%,0%,1%,1%,2%,0%,F,0.0885,F,0.5621,11000,G,2011,,,,,,,,,,,,,,,
633210,  US,00221,     ,"US 58, US 221",E Stuart Dr,113,City of Galax,113,City of Galax,0.34,SR 89 MAIN ST,Meadow St,14000,G,96%,0%,1%,1%,2%,0%,F,0.0872,F,0.5403,15000,G,2011,,,,,,,,,,,,,,,
633203,  US,00221,     ,"US 58, US 221",E Stuart Dr,113,City of Galax,113,City of Galax,1.81,Meadow St,Haynes Rd,20000,G,96%,0%,1%,1%,2%,0%,F,0.0817,F,0.5252,21000,G,2011,,,,,,,,,,,,,,,
633205,  US,00221,     ,"US 58, US 221",E Stuart Dr,113,City of Galax,113,City of Galax,1.10,Haynes Rd,ECL Galax,16000,G,96%,0%,1%,1%,2%,0%,C,0.0832,F,0.5431,17000,G,2011,,,,,,,,,,,,,,,
633506, 113,00002,     ,113-2,Calhoun St,113,City of Galax,113,City of Galax,0.07,Jefferson St,SR 89 Main St,1900,G,,,,,,,X,0.1171,F,0.6301,2100,G,2011,,,,,,,,,,,,,,,
633231, 113,00003,     ,113-3,Fries Rd,113,City of Galax,113,City of Galax,0.58,US 58 Stuart Dr,Sherry Lane,1400,G,99%,0%,1%,0%,0%,0%,C,0.0824,F,0.6288,1500,G,2011,,,,,,,,,,,,,,,
633503, 113,00003,     ,113-3,Fries Rd,113,City of Galax,113,City of Galax,1.03,Sherry Lane,NCL Galax,2000,G,99%,0%,1%,0%,0%,0%,F,0.0891,F,0.5302,2100,G,2011,,,,,,,,,,,,,,,
781639, 113,00004,     ,113-4,Iron Bridge Rd,113,City of Galax,113,City of Galax,0.21,"113-3 Fries Rd, Leonard Rd",38-607 NCL Galax,1600,G,98%,0%,1%,1%,0%,0%,F,0.0855,F,0.5016,1800,G,2011,,,,,,,,,,,,,,,
633507, 113,04051,     ,113-4051,Branch St/Chestnut Dr,113,City of Galax,113,City of Galax,0.43,SCL Galax,SR 89 Main St,590,G,98%,0%,1%,1%,0%,0%,C,0.0870,F,0.7273,630,G,2011,,,,,,,,,,,,,,,
633227, 113,04052,     ,113-4052,Greenville Rd,113,City of Galax,113,City of Galax,0.37,WCL Galax,US 58,1100,G,94%,0%,1%,3%,2%,0%,C,0.0944,F,0.6371,1200,G,2011,,,,,,,,,,,,,,,
633513, 113,04052,     ,113-4052,Stuart Dr,113,City of Galax,113,City of Galax,0.48,US 58 Bypass,Alderman St,3300,G,99%,0%,1%,0%,0%,0%,F,0.0935,F,0.5250,3500,G,2011,,,,,,,,,,,,,,,
633512, 113,04052,     ,113-4052,Stuart Dr,113,City of Galax,113,City of Galax,0.29,Alderman St,Stanford St,3400,G,99%,0%,1%,0%,0%,0%,F,0.0903,F,0.5400,3700,G,2011,,,,,,,,,,,,,,,
633504, 113,04052,     ,113-4052,Mac Arthur St,113,City of Galax,113,City of Galax,0.19,US 58 Stuart Dr,Circle Dr,2500,G,99%,0%,1%,0%,0%,0%,C,0.0836,F,0.5022,2600,G,2011,,,,,,,,,,,,,,,
633505, 113,04052,     ,113-4052,Mac Arthur St,113,City of Galax,113,City of Galax,0.31,Circle Dr,SR 89 Main St,1800,G,99%,0%,1%,0%,0%,0%,F,0.0967,F,0.5330,1900,G,2011,,,,,,,,,,,,,,,
633208, 113,04053,     ,113-4053,Lineberry Rd,113,City of Galax,113,City of Galax,1.21,SR 89 Main St,Oldtown St,5000,G,98%,0%,1%,1%,1%,0%,C,0.0901,F,0.5842,5300,G,2011,,,,,,,,,,,,,,,
633206, 113,04053,     ,113-4053,Meadow St,113,City of Galax,113,City of Galax,0.59,Oldtown St,US 58 E Stuart Dr,8900,G,98%,0%,1%,1%,1%,0%,F,0.0851,F,0.5314,9500,G,2011,,,,,,,,,,,,,,,
633219, 113,04054,     ,113-4054,Grayson St,113,City of Galax,113,City of Galax,0.38,113-4055 Jefferson St,113-4053 Meadow St,2600,G,98%,0%,1%,1%,0%,0%,C,0.1037,F,0.5354,2800,G,2011,,,,,,,,,,,,,,,
633220, 113,04055,     ,113-4055,Jefferson St,113,City of Galax,113,City of Galax,0.12,Calhoun St,Grayson St,590,G,97%,1%,1%,0%,0%,0%,F,0.1170,F,0.6890,630,G,2011,,,,,,,,,,,,,,,
633502, 113,04055,     ,113-4055,Jefferson St,113,City of Galax,113,City of Galax,0.29,Grayson St,US 58 Stuart Dr,990,G,97%,1%,1%,0%,0%,0%,C,0.1097,F,0.5169,1100,G,2011,,,,,,,,,,,,,,,
633207, 113,04056,     ,113-4056,Poplar Knob Rd,113,City of Galax,113,City of Galax,0.14,Meadow St,Oak St,1900,G,99%,0%,0%,0%,0%,0%,C,0.0918,F,0.5455,2100,G,2011,,,,,,,,,,,,,,,
633511, 113,04056,     ,113-4056,Poplar Knob Rd,113,City of Galax,113,City of Galax,1.08,Oak St,ECL Galax,1500,G,99%,0%,0%,0%,0%,0%,F,0.0955,F,0.5926,1600,G,2011,,,,,,,,,,,,,,,
633501, 113,04057,     ,113-4057,Country Club Lane,113,City of Galax,113,City of Galax,0.21,SECL Galax,Poplar Knob Rd,1100,G,99%,0%,0%,0%,0%,0%,F,0.0991,F,0.5417,1200,G,2011,,,,,,,,,,,,,,,
633229, 113,04057,     ,113-4057,Country Club Lane,113,City of Galax,113,City of Galax,0.78,Poplar Knob Rd,US 58 E Stuart Dr,2900,G,99%,0%,0%,0%,0%,0%,C,0.0852,F,0.5269,3100,G,2011,,,,,,,,,,,,,,,
633230, 113,04057,     ,113-4057,Larkspur Lane,113,City of Galax,113,City of Galax,0.32,US 58 E Stuart Dr,Glendale Rd,1500,G,99%,0%,0%,0%,0%,0%,F,0.0809,F,0.5776,1600,G,2011,,,,,,,,,,,,,,,
633232, 113,04058,     ,113-4058,Glendale Rd,113,City of Galax,113,City of Galax,0.62,US 58 E Stuart Dr,Cliffview Rd,7500,G,99%,0%,0%,0%,0%,0%,F,0.0863,F,0.5967,8000,G,2011,,,,,,,,,,,,,,,
633202, 113,04058,     ,113-4058,Glendale Rd,113,City of Galax,113,City of Galax,1.05,Cliffview Rd,Haynes Rd,6800,G,99%,0%,0%,0%,0%,0%,C,0.0870,F,0.5927,7200,G,2011,,,,,,,,,,,,,,,
633500, 113,04058,     ,113-4058,Glendale Rd,113,City of Galax,113,City of Galax,1.02,Haynes Rd,NCL Galax,4500,G,99%,0%,0%,0%,0%,0%,F,0.0940,F,0.6917,4800,G,2011,,,,,,,,,,,,,,,
633228, 113,04059,     ,113-4059,Cliffview Rd,113,City of Galax,113,City of Galax,0.39,Glendale Rd,NCL Galax,5300,G,98%,0%,1%,0%,0%,0%,C,0.0852,F,0.6653,5700,G,2011,,,,,,,,,,,,,,,
633508, 113,04060,     ,113-4060,Cranberry Rd,113,City of Galax,113,City of Galax,0.24,Glendale Rd,US 58 Stuart Dr,3200,G,97%,0%,0%,1%,1%,0%,C,0.0987,F,0.5394,3400,G,2011,,,,,,,,,,,,,,,
633509, 113,04060,     ,113-4060,Cranberry Rd,113,City of Galax,113,City of Galax,0.30,US 58 Stuart Dr,ECL Galax,2200,G,97%,0%,0%,1%,1%,0%,F,0.0923,F,0.5729,2300,G,2011,,,,,,,,,,,,,,,
533003, 113,00000,     ,113-0,Calloway St,113,City of Galax,113,City of Galax,0.00,Eastview St,Hanks St,270,G,,,,,,,X,0.1021,F,0.5484,290,G,2011,,,,,,,,,,,,,,,
533002, 113,00000,     ,113-0,Clover St,113,City of Galax,113,City of Galax,0.00,Stanley Dr,Valley St,1100,G,,,,,,,X,0.0905,F,0.5899,1100,G,2011,,,,,,,,,,,,,,,
533004, 113,00000,     ,113-0,Forrest Ave,113,City of Galax,113,City of Galax,0.00,Country Club Lane,Burwell St,130,G,,,,,,,X,0.1280,F,0.5135,140,G,2011,,,,,,,,,,,,,,,
533007, 113,00000,     ,113-0,Hospital Dr,113,City of Galax,113,City of Galax,0.00,Doctors Park,Valley St,3100,G,,,,,,,X,,,,3100,G,2011,,,,,,,,,,,,,,,
533001, 113,00000,     ,113-0,Kenbrook Dr,113,City of Galax,113,City of Galax,0.00,Piine Knoll Dr,Scotland Dr,340,G,,,,,,,X,0.0909,F,0.5429,370,G,2011,,,,,,,,,,,,,,,
533006, 113,00000,     ,113-0,Valley St,113,City of Galax,113,City of Galax,0.00,113-4058 Glendale Rd,Hospital Dr,4700,G,,,,,,,X,,,,4700,G,2011,,,,,,,,,,,,,,,
533008, 113,00000,     ,113-0,Valley St,113,City of Galax,113,City of Galax,0.00,Hospital Dr,Clover St,1300,G,,,,,,,X,,,,1300,G,2011,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
