753219,  58,00713,     ,58-713,Rough Rd,058,Mecklenburg County,058,Mecklenburg County,2.70,58-711; 58-712,US 1,290,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
404260,  58,00714,     ,58-714,Oine Rd,058,Mecklenburg County,058,Mecklenburg County,0.40,North Carolina State Line,58-712 Palmer Springs Rd,140,G,94%,3%,1%,0%,1%,0%,C,0.1265,F,0.5714,150,G,2011,,,,,,,,,,,,,,,
404261,  58,00715,     ,58-715,Rock Church Lane,058,Mecklenburg County,058,Mecklenburg County,0.33,SR 4 Buggs Island Rd,58-712 Palmer Springs Rd,190,G,94%,2%,2%,1%,1%,0%,C,0.1031,F,0.5217,190,G,2011,,,,,,,,,,,,,,,
753220,  58,00716,     ,58-716,Keats Point Rd,058,Mecklenburg County,058,Mecklenburg County,1.65,North Carolina State Line,Dead End,80,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
404262,  58,00717,     ,58-717,Epps Fork Rd,058,Mecklenburg County,058,Mecklenburg County,0.80,North Carolina State Line,58-826 Mill Creek Rd,110,G,96%,2%,1%,1%,0%,0%,C,0.1810,F,0.5714,110,G,2011,,,,,,,,,,,,,,,
753221,  58,00718,     ,58-718,Antioch Church Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,North Carolina State Line,58-826 Mill Creek Rd,140,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
404263,  58,00719,     ,58-719,Rock Church Rd,058,Mecklenburg County,058,Mecklenburg County,1.43,North Carolina State Line,58-825 Ivy Hill Rd,310,G,94%,1%,1%,0%,3%,0%,C,0.1183,F,0.5750,310,G,2011,,,,,,,,,,,,,,,
753222,  58,00720,     ,58-720,Duckworth Dr,058,Mecklenburg County,058,Mecklenburg County,0.20,58-785 Jonbil Rd,SR 49,90,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753223,  58,00721,     ,58-721,State Line Rd,058,Mecklenburg County,058,Mecklenburg County,0.80,Dead End,US 15,70,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
753224,  58,00721,     ,58-721,State Line Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,US 15,58-822 Old Saudan Rd,280,R,,,,,,,X,,,,,,03/09/2010,,,,,,,,,,,,,,,
753225,  58,00722,     ,58-722,Pooles Mill Rd,058,Mecklenburg County,058,Mecklenburg County,1.65,58-601 Love Town Rd,US 58 WEST,160,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753226,  58,00722,     ,58-722,Carters Point Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,US 58 EAST,58-869 Big River Rd,210,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753227,  58,00722,     ,58-722,Carters Point Rd,058,Mecklenburg County,058,Mecklenburg County,0.53,58-869 Big River Rd,58-731 Gravel Hill Rd,250,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753228,  58,00722,     ,58-722,Carters Point Rd,058,Mecklenburg County,058,Mecklenburg County,2.08,58-731 Gravel Hill Rd,58-767 Buffalo Springs Rd,150,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753229,  58,00722,     ,58-722,Carters Point Rd,058,Mecklenburg County,058,Mecklenburg County,1.79,58-767 Buffalo Springs Rd,Dead End; Gap,250,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753230,  58,00722,     ,58-722,Cow Rd,058,Mecklenburg County,058,Mecklenburg County,1.40,Dead End; Gap,"58-730 W, Bull Rd",240,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753231,  58,00722,     ,58-722,Cow Rd,058,Mecklenburg County,058,Mecklenburg County,0.03,"58-730 W, Bull Rd","58-730 E, Kingswood Rd",510,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753232,  58,00722,     ,58-722,Cow Rd,058,Mecklenburg County,058,Mecklenburg County,1.25,"58-730 E, Kingswood Rd",58-779 Chicken Town Rd,510,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753233,  58,00722,     ,58-722,Cow Rd,058,Mecklenburg County,058,Mecklenburg County,0.55,58-779 Chicken Town Rd,US 58 WEST,800,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
404264,  58,00722,     ,58-722,Noblin Farm Rd,058,Mecklenburg County,058,Mecklenburg County,1.50,US 58 EAST,WCL Clarksville,600,G,98%,1%,0%,1%,0%,0%,F,0.1533,F,0.6806,610,G,2011,,,,,,,,,,,,,,,
404977,  58,00722,     ,58-722, ,192,Town of Clarksville,058,Mecklenburg County,0.13,WCL Clarksville,ECL Clarksville,600,N,98%,1%,0%,1%,0%,0%,N,0.1533,N,0.6806,610,N,2011,,,,,,,,,,,,,,,
404980,  58,00722,     ,58-722, ,058,Mecklenburg County,058,Mecklenburg County,0.07,ECL Clarksville,US 15 NORTH,600,N,98%,1%,0%,1%,0%,0%,N,0.1533,N,0.6806,610,N,2011,,,,,,,,,,,,,,,
404265,  58,00722,     ,58-722,Burlington Dr,058,Mecklenburg County,058,Mecklenburg County,0.83,US 15 SOUTH,"58-821 S, Old National Hwy",1700,G,98%,1%,0%,1%,0%,0%,C,0.0861,F,0.5652,1800,G,2011,,,,,,,,,,,,,,,
753234,  58,00722,     ,58-722,Old Rock Rd,058,Mecklenburg County,058,Mecklenburg County,0.16,"58-821 S, Old National Hwy",58-1135 Ballou St,410,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753235,  58,00722,     ,58-722,Old Rock Rd,058,Mecklenburg County,058,Mecklenburg County,0.10,58-1135 Ballou St,58-1136 Mill Village Circle,380,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753236,  58,00722,     ,58-722,Old Rock Rd,058,Mecklenburg County,058,Mecklenburg County,0.14,58-1136 Mill Village Circle,58-1137 Mill Village Circle,320,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753237,  58,00722,     ,58-722,Old Rock Rd,058,Mecklenburg County,058,Mecklenburg County,0.40,58-1137 Mill Village Circle,Dead End,270,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753238,  58,00723,     ,58-723,Shiney Rock Rd,058,Mecklenburg County,058,Mecklenburg County,0.60,North Carolina State Line,58-725 Dave Winston Rd,310,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
404266,  58,00723,     ,58-723,Shiney Rock Rd,058,Mecklenburg County,058,Mecklenburg County,1.50,58-725 Williamson Rd,58-728 Union Chapel Rd,410,G,95%,2%,1%,1%,1%,0%,F,0.1331,F,0.7257,420,G,2011,,,,,,,,,,,,,,,
404267,  58,00723,     ,58-723,Shiney Rock Rd,058,Mecklenburg County,058,Mecklenburg County,3.30,58-728 Union Chapel Rd,58-722 Noblin Farm Rd,620,G,95%,2%,1%,1%,1%,0%,C,0.1057,F,0.5211,630,G,2011,,,,,,,,,,,,,,,
404268,  58,00723,     ,58-723,Shiney Rock Rd,058,Mecklenburg County,058,Mecklenburg County,0.22,58-722 Noblin Farm Rd,SCL Clarksville,590,G,95%,2%,1%,1%,1%,0%,F,,,,630,G,2011,,,,,,,,,,,,,,,
404269,  58,00723,     ,58-723,Shiney Rock Rd,192,Town of Clarksville,058,Mecklenburg County,0.53,SCL Clarksville,US 15 College St,360,G,95%,2%,1%,1%,1%,0%,F,0.1167,F,0.5556,370,G,2011,,,,,,,,,,,,,,,
753239,  58,00724,     ,58-724,Lewis Mill Rd,058,Mecklenburg County,058,Mecklenburg County,1.80,58-723 Shiney Rock Rd,Dead End,80,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753240,  58,00725,     ,58-725,Dave Winston Rd,058,Mecklenburg County,058,Mecklenburg County,0.90,58-814 Dave Winston Rd,58-723 Shiney Rock Rd,180,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753241,  58,00726,     ,58-726,Old Garner Rd,058,Mecklenburg County,058,Mecklenburg County,0.50,58-737 Nelson Church Rd,Dead End,30,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753242,  58,00727,     ,58-727,Henrico Rd,058,Mecklenburg County,058,Mecklenburg County,0.69,North Carolina State Line,0.69 MN of SL,30,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753243,  58,00727,     ,58-727,Henrico Rd,058,Mecklenburg County,058,Mecklenburg County,1.81,0.69 MN of SL,"58-728 E, Union Chapel Rd",180,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753244,  58,00727,     ,58-727,Henrico Rd,058,Mecklenburg County,058,Mecklenburg County,2.35,"58-728 W, Union Chapel Rd",58-871 Sandy Fork Rd,490,R,,,,,,,X,,,,,,02/11/2010,,,,,,,,,,,,,,,
753245,  58,00728,     ,58-728,Union Chapel Rd,058,Mecklenburg County,058,Mecklenburg County,0.01,SR 49,58-867 Tank Rd,700,R,,,,,,,X,,,,,,02/11/2010,,,,,,,,,,,,,,,
753246,  58,00728,     ,58-728,Union Chapel Rd,058,Mecklenburg County,058,Mecklenburg County,1.90,58-867 Tank Rd,"58-727 W, Henrico Rd",140,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753247,  58,00728,     ,58-728,Union Chapel Rd,058,Mecklenburg County,058,Mecklenburg County,0.30,"58-727 W, Henrico Rd","58-727 E, Henrico Rd",260,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753248,  58,00728,     ,58-728,Union Chapel Rd,058,Mecklenburg County,058,Mecklenburg County,0.47,"58-727 E, Henrico Rd",58-811 Newton Rd,270,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753249,  58,00728,     ,58-728,Union Chapel Rd,058,Mecklenburg County,058,Mecklenburg County,0.63,58-811 Newton Rd,58-723 Shiney Rock Rd,170,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753250,  58,00729,     ,58-729,Winston Rd,058,Mecklenburg County,058,Mecklenburg County,1.40,North Carolina State Line,58-735 Averett Church Rd,90,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753251,  58,00730,     ,58-730,Buffalo Church Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,Dead End,US 58,130,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753252,  58,00730,     ,58-730,Bull Rd,058,Mecklenburg County,058,Mecklenburg County,1.22,US 58,58-722 Cow Rd,330,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753253,  58,00730,     ,58-730,Kingswood Rd,058,Mecklenburg County,058,Mecklenburg County,1.10,58-722 Cow Rd,Dead End,280,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
753254,  58,00731,     ,58-731,Gravel Hill Rd,058,Mecklenburg County,058,Mecklenburg County,1.40,58-722 Carters Point Rd,58-732 Buffalo Springs Rd,250,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753255,  58,00732,     ,58-732,Tabernacle Rd,058,Mecklenburg County,058,Mecklenburg County,0.40,US 58 WEST,58-601 Love Town Rd,140,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753256,  58,00732,     ,58-732,Tabernacle Rd,058,Mecklenburg County,058,Mecklenburg County,0.90,58-601 Love Town Rd,US 58 EAST,160,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753257,  58,00732,     ,58-732,Buffalo Springs Rd,058,Mecklenburg County,058,Mecklenburg County,0.60,US 58 EAST,58-731 Gravel Hill Rd,680,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753258,  58,00732,     ,58-732,Buffalo Springs Rd,058,Mecklenburg County,058,Mecklenburg County,0.03,58-731 Gravel Hill Rd,58-767 Buffalo Springs Rd,510,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753259,  58,00732,     ,58-732,Baffalo Creek Rd,058,Mecklenburg County,058,Mecklenburg County,1.27,58-767 Buffalo Springs Rd,Dead End,140,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753260,  58,00733,     ,58-733,M T Hayes Rd,058,Mecklenburg County,058,Mecklenburg County,0.01,58-735 White House Rd,0.01 ME 58-735,100,R,,,,,,,X,,,,,,02/11/2010,,,,,,,,,,,,,,,
753261,  58,00733,     ,58-733,M T Hayes Rd,058,Mecklenburg County,058,Mecklenburg County,1.81,0.01 ME 58-735,58-734 Cherry Hill Rd,150,R,,,,,,,X,,,,,,02/11/2010,,,,,,,,,,,,,,,
753262,  58,00734,     ,58-734,Cherry Hill Rd,058,Mecklenburg County,058,Mecklenburg County,0.10,SR 49,"58-733, M T Hayes Rd",430,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753263,  58,00734,     ,58-734,Cherry Hill Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,"58-733, M T Hayes Rd",58-800 Williams Farm,340,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753264,  58,00734,     ,58-734,Cherry Hill Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,58-800 Williams Farm,58-730 Buffalo Church Rd,280,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753265,  58,00734,     ,58-734,Cherry Hill Rd,058,Mecklenburg County,058,Mecklenburg County,0.35,58-730 Buffalo Church Rd,US 58,410,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753266,  58,00735,     ,58-735,Averett Church Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,North Carolina State Line,58-729 Winston Rd,50,R,,,,,,,X,,,,,,02/11/2010,,,,,,,,,,,,,,,
404270,  58,00735,     ,58-735,Averett Church Rd,058,Mecklenburg County,058,Mecklenburg County,1.50,58-729 Winston Rd,58-867 Gap,180,G,,,,,,,X,,,,190,G,2011,,,,,,,,,,,,,,,
753267,  58,00735,     ,58-735,White  House Rd,058,Mecklenburg County,058,Mecklenburg County,0.75,SR 49 Gap,58-736 Overbey Rd,250,R,,,,,,,X,,,,,,02/11/2010,,,,,,,,,,,,,,,
753268,  58,00735,     ,58-735,White House Rd,058,Mecklenburg County,058,Mecklenburg County,3.16,58-736 Overbey Rd,58-602 Whitehouse Rd,100,R,,,,,,,X,,,,,,02/11/2010,,,,,,,,,,,,,,,
301241,  58,00735,     ,58-735,Hite Dr,058,Mecklenburg County,058,Mecklenburg County,1.70,58-602 Whitehouse Rd,US 58,400,G,,,,,,,X,0.1185,F,0.6863,400,G,2011,,,,,,,,,,,,,,,
753269,  58,00736,     ,58-736,Overbey Rd,058,Mecklenburg County,058,Mecklenburg County,2.90,58-735 White House Rd; White  House Rd,58-602 Whitehouse Rd,140,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753270,  58,00737,     ,58-737,Nelson Church Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,North Carolina State Line,58-738 Beech Creek Rd,130,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753271,  58,00737,     ,58-737,Nelson Church Rd,058,Mecklenburg County,058,Mecklenburg County,0.50,58-738 Beech Creek Rd,SR 49,420,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753272,  58,00737,     ,58-737,Nelson Church Rd,058,Mecklenburg County,058,Mecklenburg County,0.60,SR 49,58-829 Wilson Newton Rd,450,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753273,  58,00737,     ,58-737,Nelson Church Rd,058,Mecklenburg County,058,Mecklenburg County,3.00,58-829 Wilson Newton Rd,58-602 White House Rd,300,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753274,  58,00738,     ,58-738,Beech Creek Rd,058,Mecklenburg County,058,Mecklenburg County,2.00,58-737 Nelson Church Rd,North Carolina State Line; Gap,270,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753275,  58,00738,     ,58-738,Beech Creek Rd,058,Mecklenburg County,058,Mecklenburg County,0.80,North Carolina State Line; Gap,58-604 Willards Mill Rd,230,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753276,  58,00738,     ,58-738,Beech Creek Rd,058,Mecklenburg County,058,Mecklenburg County,1.80,58-604 Willards Mill Rd,SR 49,260,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753277,  58,00739,     ,58-739,Luck Circle,058,Mecklenburg County,058,Mecklenburg County,0.20,58-637 Chaptico Rd,58-879 Stone Rd,49,R,,,,,,,X,,,,,,03/16/2010,,,,,,,,,,,,,,,
753278,  58,00739,     ,58-739,Chaptico Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,58-879 Stone Rd,Dead End,30,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753279,  58,00740,     ,58-740,Red Store Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,58-723 Shiney Rock Rd,Dead End,100,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753280,  58,00741,     ,58-741,Twin Dr,058,Mecklenburg County,058,Mecklenburg County,0.90,Dead End,SR 47,40,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753281,  58,00742,     ,58-742,Keel Dr,058,Mecklenburg County,058,Mecklenburg County,0.18,WCL Chase City; SR 49,WCL Chase City; SR 92,290,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753282,  58,00743,     ,58-743,Meherrin Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,58-660 Old Cox Rd,Dead End,30,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753283,  58,00744,     ,58-744,Gareenhouse Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,Charlotte County Line,SR 47,90,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753284,  58,00745,     ,58-745,Twin Peaks Rd,058,Mecklenburg County,058,Mecklenburg County,2.30,58-634 Traffic Rd,58-662 Wightman Rd,50,R,,,,,,,X,,,,,,07/05/2007,,,,,,,,,,,,,,,
753285,  58,00746,     ,58-746,Ponderosa Lane,058,Mecklenburg County,058,Mecklenburg County,1.00,North Carolina State Line,Dead End,290,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
753286,  58,00747,     ,58-747,Hill Top Rd,058,Mecklenburg County,058,Mecklenburg County,0.47,58-723 Shiney Rock Rd,Dead End,130,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753287,  58,00748,     ,58-748,Hobgood Dr,058,Mecklenburg County,058,Mecklenburg County,0.15,Dead End,0.15 MN Dead End,10,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753288,  58,00748,     ,58-748,Hobgood Dr,058,Mecklenburg County,058,Mecklenburg County,0.15,0.15 MN Dead End,58-871 Sandy Fork Rd,80,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753289,  58,00749,     ,58-749, ,058,Mecklenburg County,058,Mecklenburg County,0.30,Dead End,58-722 Carters Point Rd,20,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
404271,  58,00750,     ,58-750,Buffalo Rd,058,Mecklenburg County,058,Mecklenburg County,0.32,US 58 WEST,WCL Clarksville,510,G,99%,1%,0%,0%,0%,0%,F,0.1126,F,0.5739,520,G,2011,,,,,,,,,,,,,,,
404272,  58,00750,     ,58-750,Buffalo Rd,192,Town of Clarksville,058,Mecklenburg County,0.76,WCL Clarksville,58-1125 Woodland Dr,820,G,99%,1%,0%,0%,0%,0%,F,0.0831,F,0.5033,840,G,2011,,,,,,,,,,,,,,,
404273,  58,00750,     ,58-750,Buffalo Rd,192,Town of Clarksville,058,Mecklenburg County,0.64,58-1125 Woodland Dr,US 58 EAST,630,G,99%,1%,0%,0%,0%,0%,C,0.0999,F,0.6765,640,G,2011,,,,,,,,,,,,,,,
753290,  58,00750,     ,58-750,8th St,192,Town of Clarksville,058,Mecklenburg County,0.09,US 58 EAST,58-1103,260,R,,,,,,,X,,,,,,09/06/2007,,,,,,,,,,,,,,,
753291,  58,00750,     ,58-750,8th St,192,Town of Clarksville,058,Mecklenburg County,0.09,58-1103,Caroline St,70,R,,,,,,,X,,,,,,09/06/2007,,,,,,,,,,,,,,,
753292,  58,00751,     ,58-751,Golf Dr,058,Mecklenburg County,058,Mecklenburg County,0.90,Dead End,58-619; 58-903,1200,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753293,  58,00752,     ,58-752,Piercy Rd,058,Mecklenburg County,058,Mecklenburg County,0.45,Dead End,58-629 Reed Rd,90,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753294,  58,00753,     ,58-753,Turtle Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,Dead End,58-642 Rocky Branch Rd,170,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753295,  58,00754,     ,58-754,Alpine Rd,058,Mecklenburg County,058,Mecklenburg County,1.11,Dead End,US 1,180,R,,,,,,,X,,,,,,03/11/2010,,,,,,,,,,,,,,,
753296,  58,00755,     ,58-755,Radio Rd,058,Mecklenburg County,058,Mecklenburg County,0.07,SR 47,58-806 Ivy Rd,620,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753297,  58,00755,     ,58-755,Radio Rd,058,Mecklenburg County,058,Mecklenburg County,0.83,58-806 Ivy Rd,58-652 Callis Rd,190,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
404274,  58,00756,     ,58-756,Jefferson St,058,Mecklenburg County,058,Mecklenburg County,0.59,US 58,SCL Boydton,740,G,98%,1%,0%,0%,0%,0%,F,0.1228,F,0.5224,760,G,2011,,,,,,,,,,,,,,,
404275,  58,00756,     ,58-756,Jefferson St,173,Town of Boydton,058,Mecklenburg County,0.37,SCL Boydton,58-1201 School St,710,G,98%,1%,0%,0%,0%,0%,C,0.1089,F,0.5930,720,G,2011,,,,,,,,,,,,,,,
404276,  58,00756,     ,58-756,Jefferson St,173,Town of Boydton,058,Mecklenburg County,0.29,58-1201 School St,58-707 Washington St,540,G,98%,1%,0%,0%,0%,0%,F,0.1113,F,0.6320,550,G,2011,,,,,,,,,,,,,,,
753298,  58,00756,     ,58-756,Jefferson St,173,Town of Boydton,058,Mecklenburg County,0.12,58-707,58-1213 Jefferson St,290,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753299,  58,00757,     ,58-757,Allsbond Lane,058,Mecklenburg County,058,Mecklenburg County,1.00,58-660 Old Cox Rd,Dead End,60,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753300,  58,00758,     ,58-758,Quarter Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,SR 47,Dead End,70,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753301,  58,00759,     ,58-759,Browntown Rd,058,Mecklenburg County,058,Mecklenburg County,1.50,US 58,Dead End,390,R,,,,,,,X,,,,,,03/16/2010,,,,,,,,,,,,,,,
753302,  58,00760,     ,58-760,Phillps Lane,058,Mecklenburg County,058,Mecklenburg County,1.30,58-660 Old Cox Rd,Lunenburg County Line,46,R,,,,,,,X,,,,,,03/16/2010,,,,,,,,,,,,,,,
753303,  58,00761,     ,58-761,Oak Rd,058,Mecklenburg County,058,Mecklenburg County,0.53,US 1,58-873 Surface Rd,290,R,,,,,,,X,,,,,,07/02/2007,,,,,,,,,,,,,,,
753304,  58,00761,     ,58-761,Oak Rd,058,Mecklenburg County,058,Mecklenburg County,0.97,58-873 Surface Rd,Dead End,160,R,,,,,,,X,,,,,,07/02/2007,,,,,,,,,,,,,,,
753305,  58,00762,     ,58-762,Townes Rd,058,Mecklenburg County,058,Mecklenburg County,0.37,58-702 Morgan Farm Rd,58-856 Toone Farm Rd,210,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753306,  58,00762,     ,58-762,Townes Rd,058,Mecklenburg County,058,Mecklenburg County,1.97,58-856 Toone Farm Rd,1.97 ME 58-856,100,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753307,  58,00762,     ,58-762,Townes Rd,058,Mecklenburg County,058,Mecklenburg County,0.93,1.97 ME 58-856,58-677 Wilkerson Rd,100,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753308,  58,00763,     ,58-763,Dogget Rd,058,Mecklenburg County,058,Mecklenburg County,0.60,"58-609 S, Trottinridge Rd",58-875 Brankley Farm Rd,80,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753309,  58,00763,     ,58-763,Johnson Rd,058,Mecklenburg County,058,Mecklenburg County,0.79,58-875 Brankley Farm Rd,"58-609 N, Trottinridge Rd",160,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753310,  58,00764,     ,58-764,Piney Creek Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,SR 47,58-655 Chalk Level Rd,440,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753311,  58,00764,     ,58-764,Piney Creek Rd,058,Mecklenburg County,058,Mecklenburg County,1.43,58-655 Chalk Level Rd,58-635 Saffold Rd,260,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
753312,  58,00765,     ,58-765,Peter Walker Rd,058,Mecklenburg County,058,Mecklenburg County,0.60,Dead End,58-624 Morris Town Circle,200,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753313,  58,00766,     ,58-766,Tucker Lane,058,Mecklenburg County,058,Mecklenburg County,0.20,US 58,Dead End,40,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753314,  58,00767,     ,58-767,Buffalo Springs Rd,058,Mecklenburg County,058,Mecklenburg County,1.40,58-732 Baffalo Creek Rd; Buffalo Springs Rd,58-722 Carters Point Rd,370,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
753315,  58,00768,     ,58-768,Allen Rd,058,Mecklenburg County,058,Mecklenburg County,0.73,58-626 Regional Airport Rd,Dead End,80,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753316,  58,00769,     ,58-769,Marengo Village Rd,058,Mecklenburg County,058,Mecklenburg County,0.60,Dead End,58-618 Marengo Rd,230,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753317,  58,00770,     ,58-770,Old Plantation Rd,058,Mecklenburg County,058,Mecklenburg County,0.30,Dead End,SR 138,70,R,,,,,,,X,,,,,,07/02/2007,,,,,,,,,,,,,,,
753318,  58,00771,     ,58-771,Son Talley Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,58-712 Palmer Springs Rd,Dead End; Gap,90,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
753319,  58,00771,     ,58-771,Son Talley Rd,058,Mecklenburg County,058,Mecklenburg County,0.60,US 1; Gap,Dead End,50,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
753320,  58,00772,     ,58-772,LeGrand Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,Dead End,58-703 Sullivan Rd,90,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753321,  58,00773,     ,58-773,Tobacco Lane,058,Mecklenburg County,058,Mecklenburg County,0.60,58-903,Dead End,80,R,,,,,,,X,,,,,,06/25/2007,,,,,,,,,,,,,,,
